,Gaia2,RAdeg,DEdeg,PDis,plx,e_plx,Gmag,e_Gmag,Bpmag,e_Bpmag,Rpmag,e_Rpmag,Sep,pmRA,e_pmRA,pmDE,e_pmDE,Age,PreAge,CoolAge,[Fe/H],DM,Av,e_Age,e_PreAge,e_CoolAge,e_[Fe/H],e_DM,e_Av,Nb,PCont
1045,2413732901222409216,347.72221099999996,-10.810205,0.006959999999999999,10.487,192.983,14.85,0.0006,16.009,0.006,13.780999999999999,0.001,2389.9112,-44.577,0.076,-18.47,0.07,5.138999999999999,0.11800000000000001,5.021,-0.596,4.998,0.067,0.043,0.011000000000000001,0.04,0.628,0.011000000000000001,0.011000000000000001,7.0,0.0
1046,2983194815340482688,78.9324,-15.897979999999999,0.00141,9.934,109.381,16.612000000000002,0.0008,18.619,0.018000000000000002,15.267000000000001,0.003,510.4641,-5.5729999999999995,0.14,-77.64399999999999,0.14800000000000002,1.7180000000000002,0.5670000000000001,1.151,-0.7140000000000001,5.235,0.057999999999999996,0.13,0.14,0.031,0.653,0.02,0.009000000000000001,7.0,0.0
1047,3070832695302557312,122.24486100000001,-1.84617,0.00098,9.823,72.918,17.633,0.0013,19.122,0.03,16.417,0.006,359.8849,32.004,0.23,-187.174,0.146,4.159,2.0869999999999997,2.072,-0.696,5.145,0.075,0.6579999999999999,0.715,0.096,0.637,0.028999999999999998,0.01,7.0,0.0
1048,5115960847366240512,56.456314,-10.499344,0.0029,9.94,119.70200000000001,14.923,0.0005,16.451,0.005,13.722999999999999,0.003,1050.821,47.578,0.139,-136.914,0.136,4.602,1.357,3.2439999999999998,-0.6559999999999999,5.256,0.12,0.304,0.379,0.177,0.624,0.018000000000000002,0.011000000000000001,7.0,0.0
1049,2524394726469540608,14.00545,-6.249474,0.00813,9.488999999999999,143.151,15.100999999999999,0.0004,16.464000000000002,0.005,13.943,0.001,3084.4062,20.889,0.139,-147.686,0.083,3.386,1.2209999999999999,2.166,-0.6509999999999999,5.297000000000001,0.06,0.303,0.33299999999999996,0.075,0.6409999999999999,0.015,0.01,7.0,0.003
1050,6914811447214284416,311.83196,-4.130699,0.00481,10.046,151.762,15.307,0.0005,16.691,0.005,14.139000000000001,0.001,1722.8351,-72.907,0.105,-192.752,0.063,3.4560000000000004,2.935,0.521,-0.779,5.129,0.043,0.93,0.9329999999999999,0.008,0.638,0.015,0.008,7.0,0.0
1051,143817499599533440,45.466937,40.505787,0.00134,9.516,77.689,16.177,0.001,17.749000000000002,0.01,14.958,0.002,506.7302,34.308,0.18,-64.809,0.142,2.016,1.0390000000000001,0.977,-0.6970000000000001,5.5329999999999995,0.051,0.34700000000000003,0.369,0.037000000000000005,0.644,0.028999999999999998,0.01,7.0,0.0
1052,3565562247185973760,169.721974,-11.649445,0.00294,10.869000000000002,166.796,15.748,0.001,17.141,0.006999999999999999,14.575999999999999,0.002,974.5161,198.658,0.141,-127.01,0.08900000000000001,3.864,1.3219999999999998,2.542,-0.67,5.01,0.091,0.33899999999999997,0.40399999999999997,0.126,0.6559999999999999,0.013000000000000001,0.011000000000000001,7.0,0.0
1053,5763341267891893888,136.385056,-2.34368,0.00498,11.189,109.39399999999999,16.244,0.0014,17.965,0.011000000000000001,14.979000000000001,0.004,1602.5323,-40.459,0.152,-4.869,0.175,4.7,1.341,3.36,-0.622,4.832,0.08,0.32,0.408,0.20800000000000002,0.65,0.02,0.01,7.0,0.0
1054,1534719156346938112,187.330883,41.432837,0.0043100000000000005,10.520999999999999,157.809,15.331,0.0006,16.599,0.006,14.214,0.002,1474.2871,-52.265,0.054000000000000006,13.901,0.073,2.8569999999999998,0.809,2.0469999999999997,-0.629,4.957,0.075,0.187,0.20600000000000002,0.07,0.642,0.013999999999999999,0.009000000000000001,7.0,0.0
1055,3993012820005912960,173.14141,23.483787,0.0012900000000000001,10.242,132.799,16.218,0.0011,17.723,0.009000000000000001,15.020999999999999,0.003,452.4287,100.823,0.14300000000000002,-25.386,0.109,2.456,1.298,1.158,-0.736,5.0,0.063,0.33399999999999996,0.34299999999999997,0.023,0.645,0.017,0.009000000000000001,7.0,0.0
1056,3863022301897891968,156.238856,6.620911,0.00634,9.886000000000001,164.135,15.488,0.0011,17.065,0.008,14.258,0.005,2309.2463,-25.729,0.114,-82.40700000000001,0.094,5.806,1.777,4.029,-0.6629999999999999,5.099,0.105,0.499,0.6579999999999999,0.249,0.623,0.013000000000000001,0.011000000000000001,7.0,0.0
1057,384072335140683008,1.389543,41.752029,0.002,10.368,222.25400000000002,14.179,0.0003,15.314,0.003,13.122,0.001,693.8025,56.589,0.057999999999999996,-19.243,0.031,1.9340000000000002,0.52,1.4140000000000001,-0.716,5.144,0.081,0.11800000000000001,0.129,0.03,0.654,0.009000000000000001,0.009000000000000001,7.0,0.0
1058,991811169597579520,101.525863,51.903788,0.0012699999999999999,10.319,141.6,15.828,0.0011,17.308,0.024,14.607000000000001,0.003,442.0441,10.242,0.114,-67.631,0.11800000000000001,1.7730000000000001,0.779,0.9940000000000001,-0.691,5.178999999999999,0.054000000000000006,0.19399999999999998,0.203,0.022000000000000002,0.643,0.015,0.009000000000000001,7.0,0.0
1059,987361171161220864,109.74344599999999,55.241232999999994,0.00771,10.552,169.917,14.786,0.0006,16.239,0.006,13.597999999999999,0.003,2628.9301,149.58,0.10400000000000001,-188.28099999999998,0.081,5.231,0.961,4.27,-0.607,5.15,0.139,0.26899999999999996,0.478,0.319,0.664,0.013000000000000001,0.018000000000000002,7.0,0.001
1060,2966010445032136704,86.607732,-20.576031,0.00109,10.415,152.625,16.141,0.0008,17.6,0.013999999999999999,14.925999999999998,0.003,376.6725,-1.489,0.114,-73.351,0.13,5.473,4.66,0.813,-0.848,5.065,0.053,1.666,1.671,0.011000000000000001,0.622,0.013999999999999999,0.008,7.0,0.0
1061,3831461164219888640,153.03483300000002,-0.8724129999999999,0.00265,10.546,96.839,16.377,0.001,18.291,0.018000000000000002,15.067,0.003,904.6618,-94.045,0.163,-102.9,0.16899999999999998,4.32,0.51,3.81,-0.648,5.03,0.113,0.141,0.124,0.156,0.652,0.022000000000000002,0.01,7.0,0.0
1062,2380152407360674432,351.562286,-27.273313,0.00442,10.738,234.232,14.557,0.0004,15.640999999999998,0.003,13.515999999999998,0.002,1482.4315,34.009,0.078,-115.149,0.069,2.436,1.041,1.3940000000000001,-0.73,4.902,0.063,0.27,0.27899999999999997,0.023,0.655,0.009000000000000001,0.008,7.0,0.0
1063,6829522815579648256,319.403894,-20.658856,0.01151,10.142999999999999,262.545,14.038,0.0003,15.07,0.002,13.027000000000001,0.001,4084.8152,48.766999999999996,0.064,-23.430999999999997,0.055,5.874,2.407,3.467,-0.728,5.127999999999999,0.095,0.7659999999999999,0.882,0.191,0.634,0.008,0.01,7.0,0.006999999999999999
1064,2632899103742942848,351.728933,-4.964030999999999,0.00268,10.369000000000002,121.306,16.345,0.0016,17.827,0.016,15.155999999999999,0.003,928.953,-18.788,0.16899999999999998,-266.307,0.109,7.028,2.431,4.598,-0.797,5.0569999999999995,0.09,1.6380000000000001,2.0069999999999997,0.475,0.626,0.017,0.023,7.0,0.0
1065,1603370085405580928,217.914598,48.812371,0.00322,10.530999999999999,90.59200000000001,17.497,0.0012,19.408,0.027000000000000003,16.169,0.003,1099.4226,87.02600000000001,0.14300000000000002,23.64,0.149,3.295,0.809,2.4859999999999998,-0.7,4.954,0.073,0.196,0.217,0.128,0.6459999999999999,0.022000000000000002,0.009000000000000001,7.0,0.0
1066,3471636569462819456,187.41606000000002,-29.165365,0.00972,10.924000000000001,68.242,17.493,0.0009,19.465,0.025,16.162,0.002,3203.8689,-132.062,0.256,-139.665,0.177,5.1770000000000005,2.167,3.01,-0.693,5.023,0.086,0.7040000000000001,0.8420000000000001,0.23199999999999998,0.617,0.03,0.01,7.0,0.004
1067,6196074203810141696,201.875543,-21.935976999999998,0.00936,10.296,133.175,15.484000000000002,0.0009,16.95,0.008,14.292,0.002,3272.1457,-188.662,0.139,-46.601000000000006,0.114,4.427,1.5230000000000001,2.904,-0.636,5.22,0.10099999999999999,0.35700000000000004,0.439,0.17600000000000002,0.609,0.016,0.013000000000000001,7.0,0.004
1068,2599941036542094720,333.68222000000003,-14.406401999999998,0.006220000000000001,10.575999999999999,73.965,16.316,0.0018,17.877,0.051,15.064,0.004,2118.2604,94.40100000000001,0.159,-105.82600000000001,0.154,2.9789999999999996,0.282,2.697,-0.701,5.013999999999999,0.062,0.124,0.057,0.14800000000000002,0.644,0.03,0.011000000000000001,7.0,0.0
1069,5172481276951287552,41.80604,-11.370696,0.01463,10.655999999999999,146.908,14.995,0.0009,16.416,0.011000000000000001,13.821,0.005,4943.3972,-46.403,0.107,39.394,0.11,1.2309999999999999,0.35700000000000004,0.8740000000000001,-0.659,4.961,0.036000000000000004,0.065,0.07,0.021,0.639,0.016,0.008,7.0,0.01
1070,694006452349115776,140.68091299999998,26.437572999999997,0.03995,10.842,69.852,16.68,0.0011,18.237000000000002,0.016,15.452,0.003,13266.2649,-32.422,0.34700000000000003,-30.522,0.28800000000000003,2.5140000000000002,0.74,1.774,-0.684,4.926,0.062,0.179,0.207,0.092,0.65,0.031,0.009000000000000001,7.0,0.12
1071,4546417741190301952,258.773271,15.029198000000001,0.0058200000000000005,10.827,134.474,15.618,0.0011,17.136,0.009000000000000001,14.32,0.005,1936.2958,23.044,0.113,-93.744,0.136,2.461,1.122,1.339,-0.6579999999999999,5.162000000000001,0.047,0.292,0.305,0.03,0.603,0.016,0.009000000000000001,7.0,0.0
1072,4491918695013653376,262.237396,10.226450999999999,0.01441,10.632,184.75099999999998,15.479000000000001,0.0006,16.903,0.006,14.299000000000001,0.001,4879.2294,58.733000000000004,0.098,-33.207,0.099,3.39,1.002,2.388,-0.612,5.317,0.07,0.239,0.266,0.094,0.679,0.011000000000000001,0.011000000000000001,7.0,0.01
1073,117132318033338368,51.04985,25.13106,0.0013,10.665999999999999,145.911,15.421,0.0009,16.868,0.009000000000000001,14.239,0.002,437.903,20.224,0.141,-69.32600000000001,0.1,7.511,6.2139999999999995,1.297,-0.7929999999999999,5.318,0.076,2.175,2.186,0.02,0.609,0.015,0.01,7.0,0.0
1074,1044665964854752384,133.739728,65.18355600000001,0.0015300000000000001,10.757,148.013,16.035999999999998,0.0005,17.746,0.006999999999999999,14.769,0.002,512.5221,-49.373000000000005,0.066,-9.725,0.102,4.89,1.02,3.87,-0.741,5.041,0.105,0.24600000000000002,0.28,0.147,0.647,0.013999999999999999,0.009000000000000001,7.0,0.0
1075,2440179282606595328,352.023981,-7.376463,0.02086,10.92,265.605,14.145,0.0004,15.289000000000001,0.002,13.084000000000001,0.002,6878.2094,53.998999999999995,0.071,-95.579,0.055,4.605,0.9740000000000001,3.6310000000000002,-0.616,4.915,0.10400000000000001,0.23,0.275,0.132,0.642,0.008,0.01,7.0,0.044000000000000004
1076,1410448641324559744,250.43782400000003,48.553564,0.00592,10.78,175.58700000000002,16.287,0.0011,17.976,0.018000000000000002,15.023,0.003,1977.5841,-62.506,0.11599999999999999,20.771,0.17800000000000002,1.854,0.297,1.557,-0.6679999999999999,4.907,0.052000000000000005,0.057,0.057,0.053,0.655,0.012,0.008,7.0,0.0
1077,3741829594799445760,204.273784,14.978887,0.00159,11.298,137.416,16.332,0.0008,18.051,0.012,15.075,0.002,505.2643,8.237,0.172,-29.412,0.10300000000000001,4.321000000000001,0.762,3.5589999999999997,-0.695,4.81,0.096,0.18100000000000002,0.18899999999999997,0.136,0.612,0.016,0.009000000000000001,7.0,0.0
1078,2712421110422851456,341.525489,6.865322,0.00237,8.697000000000001,107.994,14.595999999999998,0.0007,15.743,0.006999999999999999,13.532,0.002,980.9733,-121.306,0.081,-61.32899999999999,0.076,6.919,5.392,1.527,-0.855,5.64,0.073,1.994,2.013,0.031,0.606,0.019,0.01,7.0,0.0
1079,2811363584826561408,350.139076,12.977141,0.00983,11.127,137.267,15.587,0.0009,17.163,0.005,14.357999999999999,0.002,3179.2729,198.657,0.154,37.54,0.094,2.8939999999999997,2.6510000000000002,0.243,-0.7759999999999999,4.95,0.045,0.855,0.8540000000000001,0.006,0.628,0.015,0.008,7.0,0.003
1080,2615511426861115264,333.79438500000003,-10.241017999999999,0.00316,11.356,78.361,14.831,0.0006,16.294,0.004,13.637,0.001,1002.4053,-74.919,0.156,-85.13600000000001,0.153,2.6719999999999997,0.601,2.0709999999999997,-0.652,4.898,0.085,0.138,0.163,0.11800000000000001,0.64,0.027999999999999997,0.01,7.0,0.0
1081,6809397698343028608,314.445852,-20.040495999999997,0.016919999999999998,11.127,85.34700000000001,16.967,0.001,18.673,0.021,15.648,0.003,5474.2143,90.45100000000001,0.23199999999999998,72.187,0.158,3.199,0.851,2.3480000000000003,-0.607,5.034,0.055999999999999994,0.187,0.217,0.11800000000000001,0.581,0.023,0.008,7.0,0.02
1082,5086263828576838528,53.705639,-24.370820000000002,0.00283,10.792,113.632,15.762,0.0007,17.414,0.006999999999999999,14.5,0.002,945.3554,5.807,0.16399999999999998,-71.188,0.166,5.206,0.391,4.814,-0.606,4.902,0.099,0.10099999999999999,0.08199999999999999,0.11,0.649,0.019,0.009000000000000001,7.0,0.0
1083,374811767174987904,15.10784,42.311283,0.00088,11.511,99.5,16.308,0.0008,18.017,0.011000000000000001,15.039000000000001,0.002,276.3661,56.203,0.133,-82.49799999999999,0.136,4.345,3.9339999999999997,0.41200000000000003,-0.8220000000000001,4.891,0.01,1.474,1.4769999999999999,0.009000000000000001,0.627,0.022000000000000002,0.006999999999999999,7.0,0.0
1084,3513917567553959424,186.82122900000002,-21.128985,0.00108,11.147,77.42699999999999,17.212,0.0012,19.284000000000002,0.033,15.857000000000001,0.004,347.1932,-9.578,0.23399999999999999,5.273,0.16,4.143,2.793,1.35,-0.738,5.003,0.055,0.977,1.001,0.04,0.626,0.027000000000000003,0.009000000000000001,7.0,0.0
1085,1922888714193861376,358.21294700000004,43.892678000000004,0.013009999999999999,11.43,138.753,15.700999999999999,0.0006,17.268,0.01,14.467,0.004,4096.6886,119.45100000000001,0.095,-23.375999999999998,0.068,2.873,1.89,0.983,-0.728,5.04,0.059000000000000004,0.531,0.5379999999999999,0.017,0.635,0.016,0.009000000000000001,7.0,0.006999999999999999
1086,570159695980645888,63.686403000000006,83.241733,0.0014199999999999998,11.526,132.084,16.95,0.0009,19.082,0.03,15.595,0.004,444.532,-43.101000000000006,0.124,14.523,0.14300000000000002,4.067,3.015,1.052,-0.7390000000000001,4.946000000000001,0.04,0.977,0.987,0.02,0.631,0.017,0.008,7.0,0.0
1087,2372651435957482240,11.616067,-14.344491,0.00831,11.509,90.055,16.714000000000002,0.0011,18.774,0.033,15.347999999999999,0.002,2598.3311,126.006,0.231,15.735999999999999,0.16,1.368,0.607,0.7609999999999999,-0.6759999999999999,4.751,0.045,0.142,0.149,0.018000000000000002,0.629,0.019,0.006999999999999999,7.0,0.0
1088,738102194381059328,162.693756,33.260902,0.00251,11.533,183.062,14.636,0.0007,15.965,0.008,13.502,0.003,783.8215,-12.027999999999999,0.128,-51.578,0.196,1.695,1.244,0.45,-0.7709999999999999,4.756,0.051,0.32799999999999996,0.32799999999999996,0.006,0.638,0.012,0.008,7.0,0.0
1089,2636318653624839168,345.653237,-4.434171,0.00139,11.599,189.332,14.883,0.0007,16.439,0.006999999999999999,13.665,0.003,430.4335,-144.155,0.11199999999999999,-143.741,0.087,2.8510000000000004,0.917,1.9340000000000002,-0.725,4.825,0.09300000000000001,0.22699999999999998,0.247,0.055999999999999994,0.6509999999999999,0.011000000000000001,0.009000000000000001,7.0,0.0
1090,1314253292427951488,251.648161,32.774814,0.0025800000000000003,11.272,105.921,17.605999999999998,0.0014,19.427,0.038,16.317,0.004,824.1992,49.216,0.154,0.804,0.259,3.678,1.321,2.356,-0.6940000000000001,4.837,0.086,0.314,0.35,0.099,0.653,0.021,0.009000000000000001,7.0,0.0
1091,4235363393437776000,297.63099700000004,-1.594199,0.008879999999999999,11.505,247.06900000000002,15.058,0.0004,16.402,0.003,13.917,0.001,2779.7477,173.187,0.08199999999999999,-7.406000000000001,0.057999999999999996,10.767000000000001,8.121,2.6460000000000004,-1.1740000000000002,5.379,0.139,1.893,1.9369999999999998,0.067,0.519,0.008,0.019,7.0,0.001
1092,2877080501466010240,0.48503900000000005,35.997774,0.00292,11.913,238.157,14.354000000000001,0.0006,15.775,0.003,13.169,0.002,883.4943,39.607,0.063,-59.835,0.043,3.179,0.40399999999999997,2.7739999999999996,-0.685,4.959,0.075,0.08800000000000001,0.084,0.083,0.629,0.009000000000000001,0.009000000000000001,7.0,0.0
1093,2911288266712775424,90.64485,-25.541204999999998,0.0011,11.753,153.17700000000002,16.986,0.0008,18.884,0.02,15.675999999999998,0.003,336.0337,4.617,0.10800000000000001,-216.585,0.136,1.574,0.424,1.149,-0.682,4.753,0.013000000000000001,0.087,0.099,0.03,0.626,0.013999999999999999,0.008,7.0,0.0
1094,4438653541403500416,246.53402799999998,5.876643,0.00257,11.6,120.245,14.890999999999998,0.0004,16.559,0.005,13.638,0.001,797.9092,-16.958,0.134,-38.498000000000005,0.079,1.459,0.49,0.97,-0.7020000000000001,4.888999999999999,0.042,0.106,0.113,0.023,0.6509999999999999,0.018000000000000002,0.008,7.0,0.0
1095,1787683727830825856,323.129233,20.506109,0.0028899999999999998,12.105,238.727,14.265999999999998,0.0006,15.569,0.005,13.13,0.002,859.7922,92.06200000000001,0.092,1.5,0.12300000000000001,2.875,0.932,1.943,-0.701,4.872,0.06,0.22899999999999998,0.248,0.051,0.638,0.009000000000000001,0.01,7.0,0.0
1096,2737737296933248768,337.399182,17.761072,0.00203,11.975,194.68900000000002,14.017999999999999,0.0007,15.554,0.004,12.806,0.002,610.2958,89.24,0.107,3.36,0.079,1.05,0.622,0.428,-0.7559999999999999,4.875,0.053,0.152,0.15,0.009000000000000001,0.643,0.011000000000000001,0.008,7.0,0.0
1097,2239098809415353088,295.91903199999996,60.486779000000006,0.0032700000000000003,11.992,450.70300000000003,14.523,0.0004,15.849,0.004,13.384,0.002,980.4104,8.785,0.057999999999999996,24.324,0.055,1.8090000000000002,1.656,0.153,-0.787,4.772,0.027999999999999997,0.45399999999999996,0.451,0.004,0.627,0.005,0.008,7.0,0.0
1098,1154209655493950720,224.20570099999998,2.108245,0.00933,11.914000000000001,234.6,14.008,0.0005,15.137,0.003,12.955,0.002,2817.8295,-30.759,0.07200000000000001,6.71,0.081,4.68,0.5720000000000001,4.1080000000000005,-0.637,4.787,0.10300000000000001,0.126,0.133,0.099,0.629,0.009000000000000001,0.01,7.0,0.002
1099,1164767681540594816,234.681075,8.711753,0.00193,11.812999999999999,154.958,14.705,0.0005,16.078,0.003,13.552,0.004,588.734,14.622,0.107,-65.65899999999999,0.096,2.0709999999999997,0.151,1.92,-0.685,4.769,0.06,0.040999999999999995,0.018000000000000002,0.046,0.644,0.013999999999999999,0.008,7.0,0.0
1100,1032793781894489344,121.36846200000001,54.424352,0.00611,12.44,181.024,15.395999999999999,0.0007,17.079,0.006,14.138,0.002,1768.3443,59.501000000000005,0.09300000000000001,0.175,0.085,5.479,1.272,4.206,-0.693,4.651,0.08900000000000001,0.304,0.345,0.13,0.645,0.012,0.01,7.0,0.0
1101,2600883386726043008,337.70819500000005,-13.907397,0.00157,12.297,153.673,12.626,0.0007,13.579,0.003,11.675,0.001,460.5047,150.845,0.109,-49.318999999999996,0.085,7.2410000000000005,5.34,1.901,-0.79,4.723,0.301,1.9409999999999998,1.963,0.037000000000000005,0.644,0.013999999999999999,0.01,7.0,0.0
1102,3471371484081112704,187.564108,-30.008301,0.0016,12.355,187.327,15.095999999999998,0.0004,16.583,0.003,13.901,0.001,465.8959,63.428000000000004,0.10300000000000001,-58.067,0.085,3.687,1.944,1.743,-0.726,4.768,0.038,0.498,0.511,0.031,0.629,0.011000000000000001,0.008,7.0,0.0
1103,4034134005128931200,178.598543,37.837834,0.01755,12.352,220.428,14.26,0.0004,15.540999999999999,0.004,13.144,0.001,5115.1709,12.386,0.07400000000000001,-24.201,0.065,2.059,0.9059999999999999,1.153,-0.652,4.601,0.051,0.233,0.24,0.019,0.648,0.01,0.008,7.0,0.012
1104,4538303757700137856,281.840442,27.296784000000002,0.01005,12.58,332.18699999999995,14.767999999999999,0.0004,16.137,0.004,13.614,0.001,2875.5272,2.753,0.053,-38.934,0.066,11.373,8.2,3.1719999999999997,-1.166,4.915,0.091,1.473,1.506,0.051,0.45899999999999996,0.006,0.01,7.0,0.002
1105,3961323073827903360,190.428181,26.244063,0.00432,12.024000000000001,466.695,13.328,0.0004,14.288,0.002,12.366,0.001,1292.3697,-178.49099999999999,0.036000000000000004,-20.32,0.023,3.572,0.774,2.798,-0.625,4.648,0.067,0.17300000000000001,0.19,0.08199999999999999,0.662,0.004,0.008,7.0,0.0
1106,717044656925105408,132.59611999999998,36.004805,0.0021,11.759,90.384,17.176,0.0009,19.039,0.019,15.86,0.004,642.3611,0.7929999999999999,0.174,-99.899,0.124,7.404,1.72,5.684,-0.684,4.736000000000001,0.08900000000000001,0.45299999999999996,0.5479999999999999,0.23800000000000002,0.6409999999999999,0.023,0.01,7.0,0.0
1107,115344202888681216,44.851832,26.54474,0.00305,12.588,282.723,13.725,0.0004,14.939,0.004,12.640999999999998,0.002,871.6877,1.946,0.08800000000000001,-34.56,0.077,2.937,0.862,2.076,-0.647,5.073,0.102,0.21600000000000003,0.264,0.10400000000000001,0.6459999999999999,0.008,0.013000000000000001,7.0,0.0
1108,975538088268556928,112.70884199999999,47.468821000000005,0.005520000000000001,12.206,317.728,14.435,0.0004,15.575,0.004,13.386,0.002,1626.6953,20.239,0.064,-8.132,0.047,3.588,1.575,2.013,-0.73,4.901,0.07400000000000001,0.36,0.377,0.04,0.6459999999999999,0.006999999999999999,0.009000000000000001,7.0,0.0
1109,1700431157974631040,223.669362,73.66416600000001,0.0269,12.363,158.917,16.684,0.0011,18.594,0.022000000000000002,15.36,0.002,7834.0552,-126.72,0.188,16.262999999999998,0.14800000000000002,4.688,0.434,4.254,-0.679,4.605,0.1,0.099,0.09699999999999999,0.10099999999999999,0.627,0.013000000000000001,0.009000000000000001,7.0,0.057999999999999996
1110,1300356809779196288,251.656063,25.307049,0.0009199999999999999,12.248,191.363,16.037,0.0006,17.663,0.01,14.79,0.002,270.4891,-43.78,0.08800000000000001,3.696,0.127,2.033,1.732,0.302,-0.73,4.691,0.04,0.44799999999999995,0.446,0.008,0.664,0.009000000000000001,0.008,7.0,0.0
1111,3135394712419214720,113.776067,2.315712,0.00505,12.175,200.007,14.49,0.0004,15.835,0.005,13.347000000000001,0.001,1494.3248,84.01799999999999,0.10400000000000001,-89.729,0.081,4.558,2.925,1.633,-0.79,4.9430000000000005,0.075,0.879,0.892,0.025,0.637,0.011000000000000001,0.009000000000000001,7.0,0.0
1112,3856005631006344448,158.08086200000002,2.31328,0.00248,12.177999999999999,180.662,15.081,0.0012,16.721,0.006999999999999999,13.845999999999998,0.003,732.0102,-1.415,0.11199999999999999,-105.37100000000001,0.10099999999999999,2.285,1.7830000000000001,0.502,-0.741,4.707,0.057999999999999996,0.452,0.45299999999999996,0.006999999999999999,0.62,0.012,0.008,7.0,0.0
1113,1602274318989385088,231.18077999999997,56.94275699999999,0.0034100000000000003,11.902999999999999,373.224,13.754000000000001,0.0004,14.984000000000002,0.002,12.658,0.002,1031.7682,-13.699000000000002,0.055999999999999994,8.406,0.06,3.705,1.74,1.966,-0.731,4.656000000000001,0.055999999999999994,0.389,0.401,0.031,0.625,0.005,0.006999999999999999,7.0,0.0
1114,2394715198352621952,356.083908,-16.181394,0.0017800000000000001,12.423,336.004,13.43,0.0006,14.498,0.003,12.412,0.001,517.0362,-72.292,0.053,-114.07700000000001,0.052000000000000005,2.582,2.32,0.261,-0.746,4.604,0.05,0.6990000000000001,0.696,0.006,0.638,0.006,0.006999999999999999,7.0,0.0
1115,4010091053083980032,186.44903100000002,28.603376,0.00445,12.095,62.773,17.266,0.0011,19.36,0.025,15.901,0.004,1324.8432,-85.711,0.235,-259.277,0.21899999999999997,3.2739999999999996,0.504,2.7710000000000004,-0.5710000000000001,4.665,0.063,0.163,0.121,0.19,0.635,0.034,0.008,7.0,0.0
1116,2532398587003507200,16.221381,-2.248098,0.0017,12.59,150.632,15.1,0.0007,16.788,0.005,13.844000000000001,0.002,487.0293,86.64299999999999,0.16699999999999998,28.513,0.11,4.273,0.8,3.472,-0.664,4.606,0.086,0.188,0.21899999999999997,0.156,0.598,0.015,0.01,7.0,0.0
1117,2408844575604631552,350.284723,-13.463722,0.02505,12.377,115.561,15.373,0.0017,17.238,0.015,14.050999999999998,0.006999999999999999,7285.1486,60.548,0.17,-180.34900000000002,0.138,3.4589999999999996,0.922,2.537,-0.7040000000000001,4.636,0.04,0.22399999999999998,0.251,0.115,0.6509999999999999,0.018000000000000002,0.009000000000000001,7.0,0.051
1118,5184342121196870400,43.690988,-4.89957,0.01377,12.513,162.108,15.556,0.001,17.149,0.009000000000000001,14.322000000000001,0.002,3960.1703,125.406,0.115,-77.961,0.133,3.978,1.083,2.895,-0.6659999999999999,4.665,0.076,0.253,0.27899999999999997,0.11900000000000001,0.599,0.013000000000000001,0.009000000000000001,7.0,0.006999999999999999
1119,1371753940925134592,238.304708,34.611551,0.03175,12.312999999999999,393.37699999999995,14.536,0.0004,15.905,0.002,13.380999999999998,0.002,9282.2509,-164.95,0.04,-78.32600000000001,0.07,5.098,0.687,4.4110000000000005,-0.635,4.6419999999999995,0.08,0.15,0.162,0.098,0.613,0.005,0.009000000000000001,7.0,0.077
1120,3175749366134130048,66.771825,-14.856985,0.058379999999999994,12.41,289.497,14.045,0.0004,15.495,0.003,12.862,0.001,16935.6154,148.846,0.066,-166.55900000000003,0.054000000000000006,3.148,0.868,2.28,-0.545,4.713,0.052000000000000005,0.19,0.201,0.061,0.616,0.008,0.008,7.0,0.16399999999999998
1121,2920275228083781248,101.977418,-25.68661,0.0042899999999999995,13.074000000000002,148.06,16.84,0.0008,18.65,0.01,15.555,0.002,1181.6363,128.595,0.098,206.703,0.154,9.537,3.142,6.395,-0.763,4.803,0.138,1.5919999999999999,1.8430000000000002,0.321,0.6409999999999999,0.016,0.019,7.0,0.0
1122,642837139695905024,149.987786,25.23479,0.00412,12.887,268.59,13.895999999999999,0.0006,15.245999999999999,0.004,12.748,0.002,1151.6826,-133.281,0.094,-22.326,0.073,2.45,0.617,1.8330000000000002,-0.625,4.586,0.067,0.134,0.147,0.05,0.657,0.009000000000000001,0.009000000000000001,7.0,0.0
1123,1523116285017757824,197.855503,38.629746999999995,0.00922,12.722000000000001,344.01800000000003,14.422,0.0005,15.823,0.003,13.259,0.001,2609.7933,-96.431,0.055999999999999994,-147.457,0.05,3.647,0.218,3.429,-0.624,4.523,0.053,0.034,0.03,0.025,0.625,0.006,0.006999999999999999,7.0,0.001
1124,2387846721012352512,354.461118,-21.964957000000002,0.00835,12.286,115.685,14.345999999999998,0.0007,15.927,0.005,13.124,0.003,2446.6317,117.984,0.16899999999999998,98.604,0.15,4.885,0.402,4.4830000000000005,-0.634,4.643,0.068,0.10300000000000001,0.08800000000000001,0.109,0.649,0.018000000000000002,0.01,7.0,0.0
1125,3585673311291145984,176.17696999999998,-11.784593,0.00227,12.978,200.06599999999997,15.255999999999998,0.0004,16.745,0.004,14.055,0.001,628.6908,70.884,0.12300000000000001,-113.495,0.065,2.421,1.3359999999999999,1.084,-0.6890000000000001,4.513,0.047,0.33399999999999996,0.33799999999999997,0.015,0.622,0.011000000000000001,0.006999999999999999,7.0,0.0
