,Gaia2,RAdeg,DEdeg,PDis,plx,e_plx,Gmag,e_Gmag,Bpmag,e_Bpmag,Rpmag,e_Rpmag,Sep,pmRA,e_pmRA,pmDE,e_pmDE,Age,PreAge,CoolAge,[Fe/H],DM,Av,e_Age,e_PreAge,e_CoolAge,e_[Fe/H],e_DM,e_Av,Nb,PCont
589,1576983489965624320,195.632396,56.95945699999999,0.00427,4.872,293.173,13.367,0.0003,14.008,0.002,12.619000000000002,0.001,3158.0009,-47.326,0.024,-49.016999999999996,0.023,2.285,0.841,1.444,-0.68,6.597,0.069,0.23199999999999998,0.254,0.039,0.63,0.008,0.008,7.0,0.003
590,6335242104957392128,228.22200899999999,-4.79195,0.0085,4.738,23.045,17.482,0.0016,18.892,0.04,16.285999999999998,0.005,6456.6439,-11.222000000000001,0.33799999999999997,-94.039,0.318,6.138999999999999,5.681,0.45799999999999996,-0.8540000000000001,6.797999999999999,0.038,2.915,2.9360000000000004,0.03,0.626,0.069,0.01,7.0,0.038
591,3826330391992790528,145.959903,-2.832388,0.004370000000000001,5.19,26.593000000000004,17.87,0.0018,19.315,0.032,16.677,0.009000000000000001,3032.0995,-65.715,0.314,-6.8660000000000005,0.262,3.339,2.772,0.5670000000000001,-0.745,6.571000000000001,0.055999999999999994,1.929,1.96,0.045,0.617,0.079,0.011000000000000001,7.0,0.003
592,4896792377104182912,64.049571,-24.362594,0.00565,3.9160000000000004,135.131,15.368,0.0004,16.340999999999998,0.003,14.390999999999998,0.001,5193.4522,-21.875999999999998,0.039,-32.279,0.049,1.675,0.39799999999999996,1.276,-0.7,7.164,0.094,0.107,0.14300000000000002,0.065,0.657,0.016,0.015,7.0,0.013999999999999999
593,3781429811743355776,158.375291,-2.937222,0.00592,5.472,50.468,16.229,0.0011,17.596,0.006999999999999999,15.079,0.002,3894.4958,-12.27,0.128,-10.484000000000002,0.127,1.9340000000000002,1.022,0.912,-0.741,6.465,0.068,0.33399999999999996,0.36,0.044000000000000004,0.632,0.042,0.011000000000000001,7.0,0.006
594,5641527027492756992,134.772151,-29.802845,0.00625,4.848,43.248000000000005,17.758,0.0011,19.65,0.052000000000000005,16.425,0.004,4638.8567,7.816,0.163,5.636,0.149,2.972,2.373,0.6,-0.7759999999999999,7.191,0.05,1.5619999999999998,1.578,0.031,0.636,0.05,0.013999999999999999,7.0,0.009000000000000001
595,4536097450180976128,278.918918,24.940657,0.0027,4.477,46.498000000000005,17.465,0.001,18.974,0.031,16.232,0.003,2171.7063,26.195999999999998,0.11599999999999999,65.348,0.163,5.055,3.938,1.117,-0.721,7.031000000000001,0.11800000000000001,2.093,2.124,0.048,0.626,0.043,0.012,7.0,0.0
596,1490005488779410432,220.58970499999998,42.045402,0.00187,4.885,41.563,17.6,0.0012,19.011,0.02,16.409000000000002,0.004,1381.5509,-69.695,0.16,14.41,0.187,1.261,0.275,0.986,-0.69,6.601,0.049,0.053,0.062,0.061,0.6459999999999999,0.048,0.008,7.0,0.0
597,3687319995886982400,201.093865,1.0452620000000001,0.00352,4.989,43.45,16.733,0.0014,17.948,0.008,15.640999999999998,0.004,2537.9903,-18.55,0.20600000000000002,9.25,0.129,2.6660000000000004,1.8869999999999998,0.779,-0.728,6.586,0.061,0.823,0.848,0.039,0.624,0.049,0.01,7.0,0.0
598,350786613475451264,27.001371000000002,46.063497999999996,0.00149,5.215,46.966,16.43,0.001,17.8,0.009000000000000001,15.29,0.004,1031.9687,18.29,0.151,10.645,0.151,1.8119999999999998,1.357,0.455,-0.6829999999999999,6.702000000000001,0.040999999999999995,0.48100000000000004,0.494,0.023,0.636,0.045,0.011000000000000001,7.0,0.0
599,4460569316402173184,247.17879900000003,12.978287,0.00123,5.403,83.42200000000001,16.132,0.0005,17.514,0.006,14.972999999999999,0.001,822.2118,-29.463,0.085,5.585,0.063,1.574,0.64,0.934,-0.682,6.5,0.034,0.188,0.20800000000000002,0.036000000000000004,0.657,0.026000000000000002,0.011000000000000001,7.0,0.0
600,3738704095558055680,204.86265500000002,11.738871000000001,0.00339,3.47,93.415,14.104000000000001,0.0005,14.782,0.003,13.327,0.002,3519.9263,-11.154000000000002,0.055,-14.062000000000001,0.044000000000000004,1.038,0.28800000000000003,0.75,-0.647,7.406000000000001,0.106,0.055,0.062,0.023,0.65,0.023,0.011000000000000001,7.0,0.005
601,5471010774225509760,159.713575,-24.211887,0.0026,5.212000000000001,39.247,17.563,0.0014,19.403,0.038,16.264,0.004,1798.4858,-48.528,0.27899999999999997,4.706,0.21,1.248,0.62,0.627,-0.6679999999999999,6.62,0.07,0.185,0.20800000000000002,0.04,0.636,0.053,0.01,7.0,0.0
602,3912311376651443968,177.443923,9.582541,0.00256,5.7170000000000005,52.361999999999995,17.144000000000002,0.0013,18.820999999999998,0.013999999999999999,15.884,0.004,1612.1047,12.444,0.209,-45.668,0.131,1.3719999999999999,0.267,1.105,-0.687,6.287000000000001,0.061,0.052000000000000005,0.052000000000000005,0.061,0.657,0.040999999999999995,0.01,7.0,0.0
603,1648607945142103936,247.38248900000002,67.427714,0.0012699999999999999,5.457000000000001,86.57700000000001,16.602,0.001,17.899,0.009000000000000001,15.475,0.003,837.4495,40.747,0.109,-97.39200000000001,0.129,3.694,3.378,0.316,-0.799,6.443,0.046,1.271,1.272,0.01,0.642,0.025,0.008,7.0,0.0
604,3601117292132973056,180.22401499999998,-2.848779,0.0045,5.416,58.63,16.576,0.0007,17.992,0.01,15.389000000000001,0.002,2988.4053,-19.485,0.187,-0.956,0.078,1.8259999999999998,1.38,0.445,-0.807,6.428999999999999,0.049,0.42200000000000004,0.431,0.018000000000000002,0.6559999999999999,0.038,0.009000000000000001,7.0,0.003
605,4438695906961143936,247.06326299999998,6.26201,0.0043,4.905,208.007,13.364,0.0002,14.03,0.001,12.592,0.001,3158.7693,2.133,0.032,-22.279,0.017,2.752,1.767,0.985,-0.746,6.722,0.077,0.573,0.5820000000000001,0.015,0.629,0.01,0.011000000000000001,7.0,0.003
606,3539137615517022720,167.66073,-21.684969,0.00374,5.211,187.206,13.613,0.0003,14.339,0.002,12.8,0.001,2582.0216,-44.446999999999996,0.038,-6.582999999999999,0.033,1.92,1.5190000000000001,0.401,-0.7859999999999999,6.562,0.071,0.40399999999999997,0.40299999999999997,0.006999999999999999,0.638,0.011000000000000001,0.009000000000000001,7.0,0.0
607,2451080425000261888,23.892932000000002,-15.864544,0.0011,4.4,23.558000000000003,18.046,0.0017,19.437,0.033,16.842,0.017,896.5181,64.997,0.341,-17.916,0.159,4.0360000000000005,3.385,0.6509999999999999,-0.775,6.808,0.095,2.136,2.173,0.05,0.644,0.079,0.009000000000000001,7.0,0.0
608,1021853641197991040,146.178642,55.284197,0.00558,5.646,185.044,14.29,0.0004,15.23,0.004,13.335999999999999,0.002,3556.37,-16.738,0.043,-55.728,0.037000000000000005,2.7310000000000003,0.598,2.134,-0.614,6.27,0.049,0.131,0.17,0.115,0.6409999999999999,0.012,0.008,7.0,0.005
609,4467448891937012992,247.271615,18.434582000000002,0.0031,4.405,57.371,17.007,0.0008,18.419,0.016,15.838,0.002,2534.8623,-43.29600000000001,0.107,57.036,0.1,2.356,0.541,1.815,-0.615,6.921,0.08,0.183,0.268,0.19399999999999998,0.6779999999999999,0.037000000000000005,0.02,7.0,0.0
610,481462677085635200,86.857023,67.885646,0.00373,5.4639999999999995,45.48,17.809,0.0008,19.315,0.018000000000000002,16.595,0.003,2454.7854,-22.186999999999998,0.128,-34.121,0.157,5.151,3.464,1.6869999999999998,-0.718,6.712000000000001,0.139,1.919,1.979,0.094,0.6409999999999999,0.045,0.017,7.0,0.0
611,6266290665631624192,232.93908900000002,-13.826663,0.00125,4.95,46.919,16.837,0.0013,18.112000000000002,0.013999999999999999,15.717,0.003,907.398,17.86,0.195,-5.485,0.17800000000000002,7.821000000000001,6.996,0.826,-0.894,6.961,0.067,2.763,2.782,0.03,0.602,0.043,0.012,7.0,0.0
612,1351220870514193792,253.83972000000003,36.482048999999996,0.00246,5.185,272.745,14.55,0.0003,15.48,0.002,13.604000000000001,0.001,1706.7479,5.504,0.032,-100.931,0.039,2.8689999999999998,2.005,0.8640000000000001,-0.664,6.473,0.071,0.626,0.633,0.012,0.629,0.008,0.009000000000000001,7.0,0.0
613,1029614062987700608,131.47103,53.935252,0.00279,5.165,32.763000000000005,18.014,0.0013,19.604,0.053,16.703,0.006,1943.6542,5.2139999999999995,0.24,-24.256999999999998,0.21,2.3680000000000003,2.219,0.149,-0.7859999999999999,6.422999999999999,0.036000000000000004,0.997,1.0,0.01,0.604,0.045,0.008,7.0,0.0
614,6160871002584890496,191.091071,-30.586444,0.0025,5.4639999999999995,74.404,15.658,0.0007,16.833,0.004,14.575999999999999,0.002,1644.9731,-19.27,0.142,-35.425,0.092,4.217,3.5,0.7170000000000001,-0.804,6.505,0.063,1.73,1.742,0.021,0.624,0.028999999999999998,0.011000000000000001,7.0,0.0
615,783882418292903168,171.040179,43.724795,0.00316,5.403,20.772,17.567999999999998,0.0017,18.917,0.027999999999999997,16.404,0.005,2106.6508,-34.084,0.273,38.813,0.254,2.458,0.893,1.565,-0.698,6.401,0.063,0.33799999999999997,0.469,0.226,0.653,0.1,0.01,7.0,0.0
616,2160515579505290112,276.77266099999997,64.137252,0.00564,6.046,118.95100000000001,15.937999999999999,0.0007,17.324,0.005,14.78,0.004,3357.7493,-47.187,0.107,-83.428,0.09300000000000001,2.013,0.27,1.743,-0.669,6.225,0.081,0.078,0.07200000000000001,0.11599999999999999,0.657,0.018000000000000002,0.013999999999999999,7.0,0.004
617,2387053041122939008,354.984716,-23.854343,0.00223,5.3229999999999995,42.05,16.702,0.0011,18.022000000000002,0.036000000000000004,15.544,0.004,1506.3569,103.306,0.2,-171.03099999999998,0.16399999999999998,2.633,1.4969999999999999,1.136,-0.6990000000000001,6.439,0.077,0.56,0.602,0.064,0.64,0.052000000000000005,0.01,7.0,0.0
