designation,source_id,bp_rp,bp_g,g_rp,l,b
Gaia DR2 5808875892701217664,5808875892701217664,2.377637,1.2625628,1.1150742,319.4166370835888,-13.664519584247934
Gaia DR2 5768812815711687680,5768812815711687680,2.397173,1.2797928,1.1173801,309.49500310875123,-22.426585952889138
Gaia DR2 5222024961664232960,5222024961664232960,1.7038507,0.82387924,0.8799715,286.4745941852921,-16.689491945079546
Gaia DR2 4699911213693158656,4699911213693158656,1.9216576,0.95901775,0.9626398,289.7153869612015,-50.329101455441005
Gaia DR2 5415704175417300480,5415704175417300480,1.9790955,0.99572945,0.983366,276.38698739941856,11.147532607056526
Gaia DR2 6482497738761627136,6482497738761627136,3.0802364,1.7996464,1.28059,353.0242769725077,-38.64441966546012
Gaia DR2 6438078362354306688,6438078362354306688,2.3435183,1.2441998,1.0993185,330.6865432909528,-25.35981015079443
Gaia DR2 4632020287689016960,4632020287689016960,2.4354715,1.3029232,1.1325483,298.81436650390856,-36.250396303154055
Gaia DR2 6568149316607453824,6568149316607453824,2.7991858,1.578907,1.2202787,354.9096958072538,-53.87924709159806
Gaia DR2 4663580325895296768,4663580325895296768,1.9482841,0.97911644,0.9691677,275.7863486336738,-35.33544700809162
Gaia DR2 6435293368119930112,6435293368119930112,3.055294,1.7757645,1.2795296,330.8144094776919,-26.945090710357842
Gaia DR2 5497784402054201472,5497784402054201472,2.7894487,1.5726357,1.2168131,264.50938785288776,-24.514636458731413
Gaia DR2 786445590351716736,786445590351716736,2.4847984,1.30867,1.1761284,151.4357096212583,66.74553801252557
Gaia DR2 2141858104134390400,2141858104134390400,2.3455887,1.2368813,1.1087074,87.42992439666864,18.13794486365938
Gaia DR2 1646802886350396800,1646802886350396800,2.836135,1.5857697,1.2503653,102.59448385222726,39.01473773523076
Gaia DR2 1753796259774142976,1753796259774142976,2.688017,1.3847618,1.3032551,54.67514280587415,-16.15954533884485
Gaia DR2 585263992151343744,585263992151343744,3.1111088,1.772295,1.3388138,220.00377955956986,31.39878518101964
Gaia DR2 1434744377964484992,1434744377964484992,2.3576698,1.2460022,1.1116676,87.69156644978709,33.06117401985193
Gaia DR2 4607884701790751232,4607884701790751232,2.4901638,1.3514671,1.1386967,61.393535161814505,26.287959179967423
Gaia DR2 4554953627920891520,4554953627920891520,2.397378,1.2738285,1.1235495,42.95520687717655,27.574856663997668
Gaia DR2 1354670347728136576,1354670347728136576,2.3625746,1.2436295,1.1189451,65.9621254782239,37.937872661855835
Gaia DR2 1351832920534089216,1351832920534089216,0.43724918,0.17613125,0.26111794,62.50231340008652,37.01294832624226
Gaia DR2 628375052802805376,628375052802805376,2.3604555,1.2449932,1.1154623,213.94112199705182,52.25202805912438
Gaia DR2 4034830816327644032,4034830816327644032,2.866127,1.5750275,1.2910995,158.20699656837704,73.6726451471658
Gaia DR2 3090486568727067520,3090486568727067520,2.5006676,1.3381176,1.16255,220.81194326663632,20.994648034102646
Gaia DR2 1726755695430658048,1726755695430658048,2.62986,1.3486958,1.2811642,121.51665103967535,31.33927681138479
Gaia DR2 1662511510192887168,1662511510192887168,2.5812874,1.4044533,1.1768341,112.04811293556439,56.00942279673725
Gaia DR2 1585338880687817984,1585338880687817984,2.8503075,1.5988884,1.2514191,71.69508169943686,60.100972835490886
Gaia DR2 5733617306770962432,5733617306770962432,2.6730652,1.4407501,1.2323151,240.75427330641892,17.737814354161223
Gaia DR2 1103406789454381824,1103406789454381824,1.9092321,0.949914,0.95931816,151.32021716028171,22.613592937342347
Gaia DR2 591383294051326208,591383294051326208,2.1110983,1.0533314,1.0577669,219.96621010320214,33.40930693422518
Gaia DR2 1615421140866969600,1615421140866969600,2.5010567,1.3390026,1.1620541,95.49775194984512,47.96214713618115
Gaia DR2 4466814817325615360,4466814817325615360,2.7285652,1.5188084,1.2097569,32.1334349739308,41.03934130631851
Gaia DR2 2138781425783151744,2138781425783151744,3.0552883,1.7469559,1.3083324,88.13472187753656,15.362975325749677
Gaia DR2 1561581909041357312,1561581909041357312,2.4937277,1.3551655,1.1385622,106.45207015333634,59.943154547015375
Gaia DR2 1370763693265716736,1370763693265716736,0.92607594,0.3985119,0.52756405,54.130033546502304,53.33931360756668
Gaia DR2 2978215333336454016,2978215333336454016,2.656971,1.4333038,1.2236671,217.21574004294357,-37.40331290175
Gaia DR2 1291971418708765696,1291971418708765696,2.1008883,1.0736313,1.027257,57.970942271164624,59.14942839261766
Gaia DR2 3642556270475309696,3642556270475309696,2.35577,1.2562485,1.0995216,341.22135381939444,51.52217821606775
Gaia DR2 2960141900499580288,2960141900499580288,2.8514576,1.5244274,1.3270302,225.94982841248094,-34.41696638210275
Gaia DR2 2987117254352731904,2987117254352731904,3.2015285,1.8738708,1.3276577,214.02774032540745,-32.06517715870985
Gaia DR2 2741856479808543488,2741856479808543488,2.6642475,1.4654865,1.198761,100.68484714922842,-56.29719278410497
Gaia DR2 5107976365725294720,5107976365725294720,2.5303097,1.3772812,1.1530285,208.50135328705753,-47.762001568389806
Gaia DR2 2133770161022928128,2133770161022928128,3.0893269,1.8078556,1.2814713,81.82283275135607,18.34466963001184
Gaia DR2 4895911393412517376,4895911393412517376,2.6315193,1.4416428,1.1898766,222.94840459541317,-44.25032942379916
Gaia DR2 809417270178294656,809417270178294656,2.6256237,1.4318943,1.1937294,171.21296936648525,54.965860132033704
Gaia DR2 1692182140706362880,1692182140706362880,2.6020184,1.4201431,1.1818752,123.83594363893206,40.93040213976781
Gaia DR2 1407004863531814784,1407004863531814784,3.065359,1.729454,1.3359051,72.58258002514444,40.697390681762094
Gaia DR2 1250683795012206464,1250683795012206464,3.1156788,1.8031807,1.3124981,16.26250207554327,74.99123252250176
Gaia DR2 2741856479808543360,2741856479808543360,2.3714533,1.2637501,1.1077032,100.68809649146323,-56.29503491882051
Gaia DR2 1602693881458313856,1602693881458313856,2.9829445,1.6826859,1.3002586,93.18634690920999,48.72337208524847
Gaia DR2 2114660825026892800,2114660825026892800,2.7151976,1.5100517,1.2051458,71.02234457665978,23.662582338673843
Gaia DR2 3211508885883768960,3211508885883768960,2.4779634,1.3350677,1.1428957,205.3638844293164,-26.614305883351243
Gaia DR2 5093839837350928128,5093839837350928128,3.2999554,1.9461174,1.353838,214.41317962765532,-47.06418784867619
Gaia DR2 603166652792073216,603166652792073216,2.9478817,1.6411037,1.306778,212.79238874648712,30.11652394240036
Gaia DR2 743097619303531776,743097619303531776,3.63624,2.2613735,1.3748665,202.02670532736175,51.30874514402422
Gaia DR2 5701768341861281664,5701768341861281664,0.6998062,0.2884655,0.4113407,246.64628716341596,10.71146842406974
Gaia DR2 1120615344721973248,1120615344721973248,2.9189339,1.6667824,1.2521515,140.611998257604,36.03500878791206
Gaia DR2 386907936974379008,386907936974379008,3.079956,1.7527657,1.3271904,115.59902958427557,-16.104125855274393
Gaia DR2 2910492735690167680,2910492735690167680,1.7739058,0.86505985,0.9088459,233.50897145528376,-23.84840388616222
Gaia DR2 1812554680855696896,1812554680855696896,2.4405575,1.3026543,1.1379032,61.933919189083994,-12.730165447003975
Gaia DR2 4391499881435857408,4391499881435857408,3.2143307,1.8711796,1.3431511,24.25326229734079,25.65529665084765
Gaia DR2 3170144223358352640,3170144223358352640,2.7013474,1.4255943,1.275753,200.9182675345562,16.93423158508092
Gaia DR2 3659209434936300416,3659209434936300416,3.108202,1.7957993,1.3124027,336.8074542998495,56.20518089906465
Gaia DR2 1255079810003153280,1255079810003153280,3.021778,1.7202511,1.301527,33.07740839188204,66.8930685789029
Gaia DR2 5468422455133739648,5468422455133739648,2.768156,1.5244026,1.2437534,268.8730530210551,27.33961913386307
Gaia DR2 2351524972864735616,2351524972864735616,1.8303118,0.90021706,0.9300947,171.3357133843418,-83.41077586847874
Gaia DR2 2511923992571809024,2511923992571809024,2.388338,1.2683392,1.1199989,150.43736576634973,-58.16623569370827
Gaia DR2 1371709479423611776,1371709479423611776,2.1931877,1.1379471,1.0552406,54.71404740782262,50.5850839639428
Gaia DR2 2237853921735665792,2237853921735665792,2.400177,1.2748308,1.1253462,94.75671161911328,15.783560131619781
Gaia DR2 2514544064356385792,2514544064356385792,2.4840202,1.3360786,1.1479416,156.82833803067513,-55.24579987624811
Gaia DR2 330963788918445824,330963788918445824,3.192253,1.8893738,1.3028793,137.88500772479733,-22.961234905171235
Gaia DR2 1667610735884955136,1667610735884955136,2.2248545,1.1591558,1.0656986,107.50302534297045,51.41384814966619
Gaia DR2 1324732364091245824,1324732364091245824,1.6564188,0.79524326,0.86117554,53.2076601396524,41.69934041441594
Gaia DR2 2450623199961877632,2450623199961877632,3.045107,1.7325916,1.3125153,170.41014729483166,-76.20770519507664
Gaia DR2 1073193957972194816,1073193957972194816,2.9223557,1.6758347,1.246521,139.21186207390252,43.34447277394784
Gaia DR2 3520437534067739264,3520437534067739264,2.4381828,1.3037071,1.1344757,294.0876485269983,45.31283226672651
Gaia DR2 564321564114510080,564321564114510080,2.5524073,1.3945751,1.1578321,121.48835083734797,15.805589052561277
Gaia DR2 2601909467298261120,2601909467298261120,2.9695835,1.7083626,1.2612209,52.215618211432016,-54.02656559126884
Gaia DR2 1473354587768236928,1473354587768236928,2.8734913,1.6069794,1.2665119,83.21056140450592,79.19713799025112
Gaia DR2 2350142302632933504,2350142302632933504,2.4670973,1.3260355,1.1410618,89.3720760791273,-83.74482606027567
Gaia DR2 3070375229745428608,3070375229745428608,2.8675556,1.608551,1.2590046,225.19275004865256,16.331802789306018
Gaia DR2 904712973749884544,904712973749884544,2.5325441,1.3463955,1.1861486,185.51568750023637,34.427632417625134
Gaia DR2 1250157609978951168,1250157609978951168,2.3350573,1.2343378,1.1007195,11.575944603757826,75.48533479055475
Gaia DR2 1015215752063651200,1015215752063651200,2.4742136,1.3267155,1.1474981,169.71205029151446,38.85855875324724
Gaia DR2 3715443441740915968,3715443441740915968,2.9078312,1.6525993,1.2552319,335.765073280728,66.34876447997229
Gaia DR2 1708284797732937728,1708284797732937728,2.3701267,1.2571564,1.1129704,114.19352831491616,36.575252837543495
Gaia DR2 5687120613593838208,5687120613593838208,2.3284369,1.2224741,1.1059628,251.42674240860666,30.17725768836123
Gaia DR2 5040785485028162816,5040785485028162816,2.6252413,1.4494095,1.1758318,188.0828804039839,-84.7409515338821
Gaia DR2 5115311207792677760,5115311207792677760,1.947793,0.9799156,0.9678774,199.8512842390112,-48.23026973507079
Gaia DR2 4386153682240476288,4386153682240476288,2.8596764,1.6048145,1.2548618,22.652599816546207,27.157280968449573
Gaia DR2 763902196072287360,763902196072287360,2.726265,1.5200672,1.2061977,177.90822929947092,66.9890958700199
Gaia DR2 657819944131129472,657819944131129472,2.417982,1.2877884,1.1301937,210.02991378697246,29.875846206169292
Gaia DR2 2625659919185440000,2625659919185440000,2.8032312,1.5624008,1.2408304,55.70498907367228,-48.43514798952998
Gaia DR2 3962525561591061248,3962525561591061248,3.375286,2.0459137,1.3293724,193.02980439142198,87.4986105909046
Gaia DR2 4012401328876875776,4012401328876875776,3.0849419,1.7583866,1.3265553,156.40161196571785,84.48594658091754
Gaia DR2 1557593013998753024,1557593013998753024,3.0016804,1.7032585,1.2984219,118.89659269501247,64.92361015710186
Gaia DR2 331610237333827968,331610237333827968,2.2666397,1.1917992,1.0748405,141.69370759247488,-21.84535755233919
Gaia DR2 1649456282786193152,1649456282786193152,2.8208733,1.5835304,1.2373428,100.63553471047045,38.06493815031794
Gaia DR2 1215379026400365568,1215379026400365568,2.7417078,1.5316963,1.2100115,33.62828357213001,56.918571465020015
Gaia DR2 6907030890620245632,6907030890620245632,2.9915257,1.6303444,1.3611813,39.81735978846223,-28.802357484550978
Gaia DR2 3285345180497320704,3285345180497320704,2.7700624,1.5582523,1.2118101,186.72716180435165,-29.618965219236557
Gaia DR2 6863852867138396288,6863852867138396288,2.7696457,1.558958,1.2106876,17.341647844116977,-22.441833726421198
Gaia DR2 3086809870566397952,3086809870566397952,2.2832375,1.2053871,1.0778503,218.230637693763,12.168326741180136
Gaia DR2 873818281853806336,873818281853806336,2.5984554,1.4105682,1.1878872,195.33114145563752,24.135667281371983
Gaia DR2 3533423797184904576,3533423797184904576,2.4707985,1.3291712,1.1416273,279.56779556013225,33.19207617175445
Gaia DR2 1285325420673943680,1285325420673943680,2.2463293,1.173605,1.0727243,48.82346771208593,68.98109263359203
Gaia DR2 789718973908468352,789718973908468352,1.7639303,0.8620758,0.9018545,156.56212535772198,61.84011280727617
Gaia DR2 2389580341611798784,2389580341611798784,2.5813494,1.4126062,1.1687431,54.43459455362453,-73.55064949794627
Gaia DR2 4557683577852680832,4557683577852680832,1.2053576,0.5369034,0.6684542,33.75679165949504,32.75961182777569
Gaia DR2 1453322271887657600,1453322271887657600,3.1334915,1.8036461,1.3298454,47.816445205381505,72.97980565052313
Gaia DR2 3860853923233570048,3860853923233570048,2.8293238,1.5580521,1.2712717,237.67099888168505,46.55015613477273
Gaia DR2 2342152220353390208,2342152220353390208,1.7685804,0.86299324,0.9055872,344.4908249786366,-88.7519256916007
Gaia DR2 643362152203431936,643362152203431936,3.2493534,1.9230976,1.3262558,205.0303521815437,50.09869568695696
Gaia DR2 4884584121543401600,4884584121543401600,1.8441648,0.9089956,0.9351692,230.92126218313533,-44.98249032033292
Gaia DR2 3483375333558995456,3483375333558995456,2.559373,1.3981314,1.1612415,280.4628341444428,30.849691073024026
Gaia DR2 6623798447651433472,6623798447651433472,2.5106125,1.3605394,1.150073,29.234365756346403,-59.264018616718566
Gaia DR2 1050067556244134016,1050067556244134016,2.1501045,1.1109638,1.0391407,151.58377649754223,46.711263513681004
Gaia DR2 4593432888457309440,4593432888457309440,3.2244892,1.8920937,1.3323956,61.681046540563926,20.64289629369418
Gaia DR2 1103059893537511552,1103059893537511552,2.6484966,1.4591255,1.1893711,147.4283032271784,26.06462139023808
Gaia DR2 6838870068869482240,6838870068869482240,2.6930408,1.4835987,1.2094421,39.37527134251665,-48.73644499418795
Gaia DR2 2382439941302497664,2382439941302497664,1.8842573,0.9334221,0.9508352,27.396226839310206,-66.4067111459075
Gaia DR2 643140875488542464,643140875488542464,3.0101814,1.6972275,1.312954,205.904226580996,50.038580530379264
Gaia DR2 751262111614979200,751262111614979200,2.1459455,1.1059599,1.0399857,189.0494883357261,59.41940492937486
Gaia DR2 5177858850883734144,5177858850883734144,2.0471973,1.04037,1.0068274,179.6789801807772,-57.26894668495689
Gaia DR2 3929063123495222400,3929063123495222400,2.9653988,1.6895351,1.2758636,297.1133579511151,76.08429801351656
Gaia DR2 1051920984954644736,1051920984954644736,1.5798702,0.74977016,0.83010006,148.6547662854611,46.5848862954678
Gaia DR2 2876697252944594048,2876697252944594048,2.757267,1.4394588,1.3178082,112.14526976762204,-27.28554270679595
Gaia DR2 1626717527626355712,1626717527626355712,2.7713642,1.5553665,1.2159977,92.7592550867419,44.47361822462139
Gaia DR2 2833207165725043072,2833207165725043072,2.757904,1.4725513,1.2853527,84.66958380414265,-34.47749106508757
Gaia DR2 1378788852541727360,1378788852541727360,2.7747002,1.5433178,1.2313824,60.94204394558956,46.835955305496874
Gaia DR2 583948877461123584,583948877461123584,2.4518204,1.3142796,1.1375408,223.07981580547653,33.652582954349455
Gaia DR2 1052356086617498112,1052356086617498112,2.4159355,1.2917013,1.1242342,144.3584240784433,47.683515734415636
Gaia DR2 1702088804896925184,1702088804896925184,3.353136,2.0164566,1.3366795,114.12602325958562,38.63863475509167
Gaia DR2 3673899597476607872,3673899597476607872,2.7756615,1.553565,1.2220964,347.49951086976046,62.5829811115021
Gaia DR2 590879369833672960,590879369833672960,2.139495,1.0994539,1.040041,221.09393639449848,36.370677600679066
Gaia DR2 6869830186003974400,6869830186003974400,3.2288399,1.904583,1.3242569,21.714472426614844,-19.960110967122176
Gaia DR2 4494415204884986112,4494415204884986112,2.471427,1.3299837,1.1414433,36.62307404234831,23.305375122518324
Gaia DR2 3366740720633253248,3366740720633253248,2.9308195,1.6653261,1.2654934,195.9442914425979,11.808063064824795
Gaia DR2 1214804394135222656,1214804394135222656,2.459753,1.3290939,1.1306591,34.695478988261414,54.57444860012678
Gaia DR2 4016793572887550848,4016793572887550848,2.498663,1.3506708,1.1479921,162.41708383310376,81.32043833237164
Gaia DR2 1942430781034144128,1942430781034144128,2.1715498,1.123599,1.0479507,107.53714920454689,-11.694385068982463
Gaia DR2 3775923285713062656,3775923285713062656,1.9382915,0.9692707,0.96902084,252.18242022560742,42.58684955832026
Gaia DR2 1036217489305134848,1036217489305134848,2.8035965,1.5760756,1.227521,161.19273225973794,39.49512367534499
Gaia DR2 1317010115972093440,1317010115972093440,2.7357006,1.5267735,1.2089272,47.507158989316075,46.62046960383787
Gaia DR2 1670271072988154496,1670271072988154496,2.56773,1.3969736,1.1707563,110.31943153475913,46.941216161408555
Gaia DR2 2836648190441772160,2836648190441772160,2.3019085,1.2077703,1.0941381,88.55105648078809,-31.72563493085844
Gaia DR2 2877617990853335424,2877617990853335424,2.0452194,1.0377073,1.0075121,113.26804546600346,-24.730500545719373
Gaia DR2 4526446413845756672,4526446413845756672,3.2077122,1.885395,1.3223171,45.081995911665764,16.954602559899598
Gaia DR2 2323808930428183168,2323808930428183168,2.8989668,1.6612606,1.2377062,46.76815233775084,-82.86051665032154
Gaia DR2 1269088417070684672,1269088417070684672,2.2982569,1.2118397,1.0864172,40.578910257659565,62.06476870170126
Gaia DR2 1788085874208303616,1788085874208303616,3.2267218,1.9114075,1.3153143,67.39955351862368,-20.842935476944994
Gaia DR2 3724362340763265536,3724362340763265536,3.1373634,1.823843,1.3135204,352.9555743057098,66.86450738393789
Gaia DR2 947510231206691200,947510231206691200,3.2836132,1.9393044,1.3443089,177.7529811107076,20.143914028387343
Gaia DR2 5672142722602945024,5672142722602945024,2.990219,1.7307053,1.2595139,253.85422941772933,27.81205757885746
Gaia DR2 3762150081508907520,3762150081508907520,2.622447,1.4365406,1.1859064,255.2290275859364,40.866221951475424
Gaia DR2 5146195046307753728,5146195046307753728,2.5877924,1.4105101,1.1772823,189.50119534144469,-62.91389610791195
Gaia DR2 1737331691619440768,1737331691619440768,2.1361427,1.0555706,1.0805721,54.615817660093605,-23.651242113679043
Gaia DR2 340111386361933056,340111386361933056,2.2944317,1.2101707,1.084261,142.53169372630808,-16.369495603990067
Gaia DR2 1659015063216647296,1659015063216647296,2.7524595,1.5402985,1.2121611,107.19974790077237,57.66055076008727
Gaia DR2 1064725936027644032,1064725936027644032,2.775443,1.5567398,1.2187033,146.94243197638838,42.92343494995783
Gaia DR2 2364311331022888576,2364311331022888576,2.532567,1.377142,1.1554251,101.08763572242921,-79.69644281746939
Gaia DR2 3262071336835328256,3262071336835328256,2.518713,1.3589792,1.1597338,183.30042264535888,-47.77079825934908
Gaia DR2 861320717295158144,861320717295158144,3.4606361,2.040512,1.420124,147.21804772094254,51.976980569342324
Gaia DR2 390722009669426688,390722009669426688,1.9022064,0.9477005,0.9545059,120.02680280564809,-15.481322630116999
Gaia DR2 2439165223648267648,2439165223648267648,2.6437235,1.4577703,1.1859531,77.8914478900136,-64.12570258484422
Gaia DR2 4409776655203601664,4409776655203601664,2.7872686,1.5626316,1.224637,11.13689284612515,35.88361837350939
Gaia DR2 3062285882184708480,3062285882184708480,2.2897482,1.2057333,1.0840149,217.89533610686178,7.645842876065804
Gaia DR2 6826749675455553792,6826749675455553792,2.2980785,1.210989,1.0870895,38.7400332529853,-48.801434837264665
Gaia DR2 1545718567598789504,1545718567598789504,1.9844952,0.9997244,0.9847708,139.10760342082722,67.08007542993361
Gaia DR2 3721354935943260032,3721354935943260032,2.9634228,1.6108227,1.3526001,341.051637273217,65.78887979265838
Gaia DR2 3726944921778222080,3726944921778222080,2.46457,1.3292437,1.1353264,347.6330477606545,67.93143912998191
Gaia DR2 6277029522681246592,6277029522681246592,3.4384842,2.0820446,1.3564396,325.6083289531357,37.24051653396972
Gaia DR2 687537578765736192,687537578765736192,2.275196,1.1943874,1.0808086,203.50840309478028,42.63625607377879
Gaia DR2 5752319587242739840,5752319587242739840,0.44059706,0.18876266,0.2518344,232.52024940541966,14.30122036908045
Gaia DR2 2570595204340077312,2570595204340077312,3.650425,2.2380333,1.4123917,149.94068927983088,-49.844225442159974
Gaia DR2 3639088582600121600,3639088582600121600,2.5517292,1.3889217,1.1628075,336.9448119510449,48.47526639597345
Gaia DR2 5043742587191700864,5043742587191700864,2.493309,1.3490953,1.1442137,179.48781567604217,-78.37174160570578
Gaia DR2 2294105417645961856,2294105417645961856,2.2293854,1.1568947,1.0724907,110.5873106112268,27.48716619326479
Gaia DR2 1780926060646689152,1780926060646689152,2.9616814,1.6708336,1.2908478,76.25995995274816,-25.667950258249284
Gaia DR2 1591057651117375104,1591057651117375104,0.83748627,0.34497166,0.4925146,83.67608036605967,59.9431404848206
Gaia DR2 1526498829461895936,1526498829461895936,2.6931696,1.4926043,1.2005653,109.21025605294298,73.04408524586606
Gaia DR2 3255514193086626944,3255514193086626944,2.7766018,1.5608807,1.2157211,191.5943019277379,-33.87794326762122
Gaia DR2 2968432153752855808,2968432153752855808,3.5498066,2.1525688,1.3972378,222.128340907328,-27.373021470347755
Gaia DR2 5473446609094636160,5473446609094636160,2.7530527,1.5366831,1.2163696,262.54643059045947,25.943079265189
Gaia DR2 4559941974735744768,4559941974735744768,3.1374817,1.8274212,1.3100605,37.984830950586456,30.954571751056907
Gaia DR2 1194759506887853056,1194759506887853056,2.6822586,1.4893742,1.1928844,22.381576856931233,50.433336762264695
Gaia DR2 3232204649656342912,3232204649656342912,3.272585,1.9134865,1.3590984,196.6738040237049,-24.528558367164756
Gaia DR2 4599715364754907264,4599715364754907264,2.6681213,1.4726133,1.195508,53.35521143504348,32.37675289062803
Gaia DR2 2956807841944132864,2956807841944132864,2.9192514,1.6719341,1.2473173,229.313117369318,-28.681544513224416
Gaia DR2 6192440725901387520,6192440725901387520,2.9013386,1.6533203,1.2480183,317.8358273339796,39.097890820655635
Gaia DR2 3166273976788198400,3166273976788198400,2.6873903,1.4909706,1.1964197,203.97565882919722,12.256798041224641
Gaia DR2 2853971790707126912,2853971790707126912,2.5910301,1.4148397,1.1761904,109.48976035616296,-34.23203285825805
Gaia DR2 1196820713235578752,1196820713235578752,2.5951834,1.4202013,1.1749821,29.953372126754758,47.994046671293184
Gaia DR2 1139858176895439872,1139858176895439872,2.7527523,1.5392809,1.2134714,137.1442118856757,26.517337638216926
Gaia DR2 6857930553910419584,6857930553910419584,2.9308453,1.6664772,1.264368,25.426199014183783,-33.061178704733074
Gaia DR2 5086595228253130240,5086595228253130240,3.445757,2.0946999,1.351057,215.81935959036653,-53.71757392241582
Gaia DR2 2620943731561706880,2620943731561706880,1.6691389,0.8069687,0.8621702,53.6088687276001,-44.765541368270505
Gaia DR2 1528722591728739840,1528722591728739840,2.9072046,1.651207,1.2559977,124.30842204891243,73.91732424990055
Gaia DR2 867848277312197504,867848277312197504,2.292531,1.2050142,1.0875168,195.5415352502287,22.124713784394686
Gaia DR2 3837609903824855936,3837609903824855936,1.6687794,0.80702496,0.8617544,235.0532866176424,31.64382328393126
Gaia DR2 395377200164554368,395377200164554368,3.043335,1.7466259,1.2967091,116.82022225670661,-11.22094968358434
Gaia DR2 5114162183782055808,5114162183782055808,2.9841967,1.6999931,1.2842035,202.71413010367945,-47.58210325869501
Gaia DR2 5636318469108642560,5636318469108642560,3.379076,2.020033,1.3590431,257.629214215389,14.90191397509442
Gaia DR2 1604198258179547264,1604198258179547264,2.5757723,1.4025488,1.1732235,90.78873466373277,59.225730708573344
Gaia DR2 1212425463290645120,1212425463290645120,2.1450548,1.1092834,1.0357714,27.872095798150596,56.51107746407069
Gaia DR2 812202337427425920,812202337427425920,2.7646065,1.5507727,1.2138338,183.81020202657035,44.13368571445304
Gaia DR2 4492043352144856576,4492043352144856576,2.5057096,1.3572607,1.148449,33.70291776023415,23.383979366838318
Gaia DR2 498371997687631360,498371997687631360,2.9717913,1.7074451,1.2643461,141.50424140900301,21.068014826882944
Gaia DR2 1311660510866758016,1311660510866758016,2.4424582,1.312787,1.1296711,52.12447755802627,39.226903920749265
Gaia DR2 1673737523912969856,1673737523912969856,3.1669235,1.8466225,1.320301,111.46828946583317,46.29673577908959
Gaia DR2 2129645106931639296,2129645106931639296,2.30653,1.2158909,1.0906391,80.4208259076225,14.091409166995929
Gaia DR2 2129645759766653952,2129645759766653952,3.0438871,1.7404556,1.3034315,80.40830842943204,14.110126083787781
Gaia DR2 1075215380035414400,1075215380035414400,2.5334826,1.3792887,1.1541939,127.90376768804063,43.03391904345111
Gaia DR2 1246229948286292096,1246229948286292096,2.3232546,1.2262201,1.0970345,14.592645030780423,71.40843472933241
Gaia DR2 2299189284536000256,2299189284536000256,2.3873472,1.271965,1.1153822,117.09020816032246,21.31887689962804
Gaia DR2 990883830321907456,990883830321907456,2.5665722,1.4022799,1.1642923,167.04401480678544,19.41074723383288
Gaia DR2 879383185078706688,879383185078706688,3.178525,1.8690166,1.3095083,190.24809177795294,22.01648238437277
Gaia DR2 2158105651878943488,2158105651878943488,3.6511478,2.2603302,1.3908176,89.47423444672498,26.383982855966853
Gaia DR2 907000718145273856,907000718145273856,3.2627115,1.9285583,1.3341532,184.49034421851425,29.0795907298374
Gaia DR2 791138924455935360,791138924455935360,2.8857021,1.6422768,1.2434254,142.35902869710523,63.87480236937833
Gaia DR2 2093759864900244224,2093759864900244224,2.3073072,1.214509,1.0927982,67.11019399559461,14.40987825673597
Gaia DR2 3634213760358489344,3634213760358489344,3.402174,2.0578194,1.3443546,324.2725453162607,57.364141691239524
Gaia DR2 5089660838466700672,5089660838466700672,3.8313198,2.3690605,1.4622593,219.16136951055233,-44.31652985764164
Gaia DR2 313996198494092544,313996198494092544,2.3655825,1.2538033,1.1117792,128.32242937797784,-29.511835223375517
Gaia DR2 98074964024562432,98074964024562432,2.5289183,1.3770514,1.1518669,139.91680177147987,-39.21810360400297
Gaia DR2 3684069981248649472,3684069981248649472,2.4033546,1.2797976,1.1235571,310.5216554788436,58.709634028573426
Gaia DR2 3541237717085786880,3541237717085786880,3.4321709,2.0726967,1.3594742,279.14087066639144,36.47821261348649
Gaia DR2 7027528569434112,7027528569434112,2.097721,1.074853,1.0228682,171.0977935458029,-43.944466861640585
Gaia DR2 810719268040337536,810719268040337536,3.8658009,2.3688526,1.4969482,187.75943021337045,44.91012961990235
Gaia DR2 5454444398172087552,5454444398172087552,3.6177692,2.207796,1.4099731,273.5437935273643,24.531146482659306
Gaia DR2 2267838943853424256,2267838943853424256,2.999364,1.7289963,1.2703676,105.56757389698761,25.88587429977557
Gaia DR2 2857544378863193472,2857544378863193472,2.7992105,1.5729055,1.226305,118.2859968875807,-35.15021482117709
Gaia DR2 587767172106520320,587767172106520320,2.1242228,1.0900087,1.034214,226.29139230233852,39.95101873700803
Gaia DR2 1643551566043342592,1643551566043342592,2.3984108,1.2797871,1.1186237,101.00380217300935,40.535618647086885
Gaia DR2 4438822660032504448,4438822660032504448,3.4330616,2.040619,1.3924427,21.701679199282818,34.78645227701469
Gaia DR2 4588402867577672064,4588402867577672064,2.6117277,1.4346476,1.1770802,57.672029926879866,18.49030072067009
Gaia DR2 3249530238489860224,3249530238489860224,2.2275286,1.1651068,1.0624218,192.00159642403602,-41.51160481714586
Gaia DR2 3137015117679727104,3137015117679727104,0.84723234,0.3607912,0.48644114,215.64147963658513,13.754197949802435
Gaia DR2 2751248675639832320,2751248675639832320,3.856619,2.3506107,1.5060081,115.81312005343423,-52.24706629261223
Gaia DR2 2344901716681998336,2344901716681998336,3.8847008,2.4534798,1.431221,172.7545420100814,-86.36681029935426
Gaia DR2 840622410902558336,840622410902558336,2.5847397,1.412857,1.1718826,141.0230257186776,60.781653462321785
