designation,source_id,bp_rp,bp_g,g_rp,l,b
Gaia DR2 1576983489965624320,1576983489965624320,1.3887377,0.6411209,0.74761677,119.89843194308378,60.10341641850059
Gaia DR2 6335242104957392128,6335242104957392128,2.6055107,1.4099159,1.1955948,355.28408424573536,43.24836643867699
Gaia DR2 3826330391992790528,3826330391992790528,2.6381397,1.4447193,1.1934204,238.89861286286526,35.7913536440424
Gaia DR2 4896792377104182912,4896792377104182912,1.9502802,0.97247696,0.97780323,221.48778489374376,-44.12437393687059
Gaia DR2 3781429811743355776,3781429811743355776,2.5169878,1.3671455,1.1498423,249.59985416417442,45.175747697865866
Gaia DR2 5641527027492756992,5641527027492756992,3.2245045,1.8922119,1.3322926,254.42439622501783,10.463847492787599
Gaia DR2 4536097450180976128,4536097450180976128,2.7412739,1.508564,1.2327099,53.911601143386505,14.343623133253203
Gaia DR2 1490005488779410432,1490005488779410432,2.6018486,1.4105129,1.1913357,73.54579084273236,62.92248394372274
Gaia DR2 3687319995886982400,3687319995886982400,2.3072233,1.2153149,1.0919085,321.15419912633575,62.745892929400284
Gaia DR2 350786613475451264,350786613475451264,2.5100822,1.369442,1.1406403,133.07397129074644,-15.691323178698797
Gaia DR2 4460569316402173184,4460569316402173184,2.5401926,1.3816338,1.1585588,28.648047520826296,37.462810131762815
Gaia DR2 3738704095558055680,3738704095558055680,1.4552746,0.67816544,0.77710915,341.47169354926376,70.92523883250497
Gaia DR2 5471010774225509760,5471010774225509760,3.1385727,1.840292,1.2982807,267.97022818389576,29.5127126959855
Gaia DR2 3912311376651443968,3912311376651443968,2.9361906,1.6765251,1.2596655,260.35688485329234,67.2061364374785
Gaia DR2 1648607945142103936,1648607945142103936,2.4244232,1.2972527,1.1271706,99.47058583329802,38.26664663296966
Gaia DR2 3601117292132973056,3601117292132973056,2.6029205,1.4157333,1.1871872,278.841180820382,57.639625272854964
Gaia DR2 4438695906961143936,4438695906961143936,1.4379501,0.6663208,0.77162933,21.158975011554293,34.554391168979265
Gaia DR2 3539137615517022720,3539137615517022720,1.5390701,0.72599316,0.813077,273.88119856894707,35.437545212011884
Gaia DR2 2451080425000261888,2451080425000261888,2.5952358,1.3907261,1.2045097,167.44973427710804,-74.7776842154219
Gaia DR2 1021853641197991040,1021853641197991040,1.8939285,0.9397974,0.9541311,159.75486150695062,46.265061343729435
Gaia DR2 4467448891937012992,4467448891937012992,2.5801744,1.4114742,1.1687002,35.135814206575674,39.46033008181761
Gaia DR2 481462677085635200,481462677085635200,2.719967,1.5057278,1.2142391,145.47350269368195,19.27334094551734
Gaia DR2 6266290665631624192,6266290665631624192,2.3950615,1.275507,1.1195545,351.51659323878306,33.522813896617514
Gaia DR2 1351220870514193792,1351220870514193792,1.8757763,0.9300194,0.9457569,59.48103661609976,38.188807526984824
Gaia DR2 1029614062987700608,1029614062987700608,2.900322,1.5901489,1.310173,164.10647779406418,38.279028860697
Gaia DR2 6160871002584890496,6160871002584890496,2.2574587,1.175417,1.0820417,301.13164484189696,32.26057879938863
Gaia DR2 783882418292903168,783882418292903168,2.5126514,1.3490486,1.1636028,163.90928730081518,65.82009375654764
Gaia DR2 2160515579505290112,2160515579505290112,2.5434809,1.3851242,1.1583567,93.84592497855498,26.83861615011523
Gaia DR2 2387053041122939008,2387053041122939008,2.478239,1.3201351,1.158104,40.43631289593933,-73.55212407347616
Gaia DR2 842369534879768704,842369534879768704,2.528533,1.3666248,1.1619081,151.35025756893646,58.67531431128497
Gaia DR2 2924991750710239872,2924991750710239872,2.1072664,1.078516,1.0287504,231.91758350695545,-13.397388980625717
Gaia DR2 2238010151167142528,2238010151167142528,2.610917,1.4363098,1.1746073,94.48985938243237,15.888342371352646
Gaia DR2 3877073682543652352,3877073682543652352,2.4762106,1.3426552,1.1335554,231.2205476991739,50.51599813453523
Gaia DR2 2316855515814976896,2316855515814976896,2.574378,1.4119301,1.1624479,359.23837333848445,-81.82115041665104
Gaia DR2 3803909670570803840,3803909670570803840,2.3683243,1.260025,1.1082993,257.58450450044734,53.178434085348
Gaia DR2 714403252037918464,714403252037918464,1.91817,0.95335007,0.9648199,189.82498355635363,43.74527661771446
Gaia DR2 32682433379919616,32682433379919616,2.7641811,1.5485153,1.2156658,159.96611477226563,-41.035565634436516
Gaia DR2 498275648683717504,498275648683717504,2.6846704,1.489006,1.1956644,141.54547064262573,20.63452236522057
Gaia DR2 6881717147946243712,6881717147946243712,2.365284,1.2497692,1.1155148,29.43676840398709,-36.558184463356476
Gaia DR2 2239070428271366656,2239070428271366656,2.138811,1.0956717,1.0431395,92.52206760078435,17.473599048999855
Gaia DR2 3897219656142760320,3897219656142760320,2.702361,1.4994116,1.2029495,263.387529569883,62.92410788198598
Gaia DR2 4431861239599129856,4431861239599129856,2.46212,1.3255186,1.1366014,15.812126348318573,31.78133170521632
Gaia DR2 2405289128662066560,2405289128662066560,2.4033394,1.2858963,1.1174431,48.896055416177724,-65.26234139090764
Gaia DR2 3598839859954792832,3598839859954792832,1.8412533,0.9096699,0.9315834,276.08899679504276,54.133215214629864
Gaia DR2 1495234113246413440,1495234113246413440,2.9771805,1.6960735,1.281107,71.19826689014936,73.84769787838121
Gaia DR2 1749539058124175104,1749539058124175104,2.5793543,1.3951683,1.184186,53.796368004356204,-18.789670776694145
Gaia DR2 1154831944715602432,1154831944715602432,1.8045788,0.88557243,0.91900635,1.588130685212651,50.86853398421178
Gaia DR2 703337011102148480,703337011102148480,2.8473034,1.5767689,1.2705345,197.78632226537496,35.592348870420075
Gaia DR2 3090108985265638656,3090108985265638656,0.7052622,0.28991318,0.415349,221.73415453784182,20.138416158307518
Gaia DR2 1486787317028147968,1486787317028147968,2.9084778,1.6295643,1.2789135,63.96892791639051,64.06861650608553
Gaia DR2 876657663256099712,876657663256099712,2.8251667,1.6019688,1.2231979,192.7240136060664,29.532367268574802
Gaia DR2 2530996915836605824,2530996915836605824,2.374155,1.2519455,1.1222095,119.72484263053856,-63.23966149301638
Gaia DR2 3550167228971718528,3550167228971718528,2.4814863,1.3270283,1.154458,269.3277504647032,33.02570828686384
Gaia DR2 1914556408920132864,1914556408920132864,2.4322844,1.3045797,1.1277046,99.07314795251575,-22.533527828749563
Gaia DR2 1845792127090706304,1845792127090706304,2.4928484,1.3227177,1.1701307,71.96873166470628,-11.03366483476549
Gaia DR2 2419526502867280896,2419526502867280896,1.8190956,0.89380074,0.9252949,75.59310714968586,-71.20056797429645
Gaia DR2 1718710573146454400,1718710573146454400,2.5874624,1.4085274,1.178935,120.51977983144815,36.75251226441119
Gaia DR2 6320559570277363328,6320559570277363328,2.819189,1.561924,1.2572651,351.1240048523569,41.03888641436477
Gaia DR2 3890086260924110976,3890086260924110976,2.7804108,1.5564919,1.2239189,222.28629902377844,54.02889933666172
Gaia DR2 3935376935874076160,3935376935874076160,2.7019768,1.5051041,1.1968727,281.6442881883608,78.96635082637268
Gaia DR2 741037684269171072,741037684269171072,2.3659716,1.2550449,1.1109266,201.49974759537955,57.11881852706592
Gaia DR2 2739666733683035008,2739666733683035008,2.4867039,1.3378448,1.148859,93.73348586341154,-57.220175881888004
Gaia DR2 4439127980667256064,4439127980667256064,2.7058735,1.5045586,1.2013149,23.821244216789683,33.02712826300352
Gaia DR2 5059839299984622976,5059839299984622976,2.5972977,1.4120636,1.1852341,226.02383126864692,-56.3751460954071
Gaia DR2 1642105639533867776,1642105639533867776,2.5709038,1.3959713,1.1749325,99.09787798575705,40.744486660918255
Gaia DR2 1279432210147575552,1279432210147575552,2.2109404,1.1541634,1.056777,36.65390100234027,67.18648899385445
Gaia DR2 293251570878606336,293251570878606336,2.975645,1.7276592,1.2479858,130.30609990767806,-38.46646763077419
Gaia DR2 2321166632188021248,2321166632188021248,2.3677998,1.2581749,1.1096249,18.378565932386586,-80.79331057808261
Gaia DR2 383592020358523648,383592020358523648,2.283615,1.1971865,1.0864286,116.5854863852189,-20.64725624616432
Gaia DR2 3904960385505557376,3904960385505557376,2.8536625,1.6070538,1.2466087,272.72620205237297,68.72082473220526
Gaia DR2 2698584271983896576,2698584271983896576,3.1152945,1.8266296,1.2886648,59.228789588926624,-32.9847014840397
Gaia DR2 1725244829015287808,1725244829015287808,2.85779,1.6244526,1.2333374,121.73403041863908,34.38573290180424
Gaia DR2 902211657812522240,902211657812522240,2.4449701,1.3193235,1.1256466,188.61505241619645,29.041202223796528
Gaia DR2 2783805803344736256,2783805803344736256,2.6632528,1.4655628,1.19769,130.3690608346933,-46.630215320859506
Gaia DR2 6306186204523283328,6306186204523283328,2.822712,1.571125,1.2515869,339.83918143167807,36.050586462865915
Gaia DR2 2705952438703950464,2705952438703950464,3.177721,1.8836441,1.2940769,71.60894021214018,-43.44615647712162
Gaia DR2 916345639268513920,916345639268513920,0.71992207,0.29488468,0.42503738,176.94500075320028,34.84317113359899
Gaia DR2 3066815801368218368,3066815801368218368,2.6986952,1.4659557,1.2327394,227.39967566290397,19.245551272551417
Gaia DR2 2314374055510129152,2314374055510129152,2.2988186,1.2123995,1.0864191,6.596674169690243,-77.70066483728876
Gaia DR2 2412893866476122496,2412893866476122496,2.3962765,1.2615318,1.1347446,58.553798205690306,-61.74558763341704
Gaia DR2 1660083822878738816,1660083822878738816,2.128829,1.085947,1.042882,106.72790915476456,55.05116234229961
Gaia DR2 1053864376052875648,1053864376052875648,2.578432,1.4083481,1.170084,146.22219476623727,50.400939556561596
Gaia DR2 932742106417466240,932742106417466240,2.4045534,1.283432,1.1211214,172.07461167072128,30.033122929140035
Gaia DR2 5089999866006003200,5089999866006003200,2.6898508,1.4885006,1.2013502,217.5699747733126,-44.887715639588535
Gaia DR2 4575670935239503488,4575670935239503488,2.2774782,1.1565094,1.1209688,45.59648684899066,19.84369746713043
Gaia DR2 3961208621539466240,3961208621539466240,2.7766628,1.5389214,1.2377415,252.5654764597819,87.57050977190974
Gaia DR2 4461192945655073280,4461192945655073280,1.3230238,0.60090446,0.72211933,29.96105379039694,35.97229445402598
Gaia DR2 1340976858117114496,1340976858117114496,2.4474506,1.3080511,1.1393995,61.55105912815472,35.59066665302524
Gaia DR2 964983360757877888,964983360757877888,2.4617844,1.3239965,1.1377878,170.57344130005708,15.204146032918722
Gaia DR2 914060819746183424,914060819746183424,2.2985344,1.2094326,1.0891018,177.2309147748646,38.361196660741584
Gaia DR2 5752009460539091456,5752009460539091456,2.3919296,1.2708588,1.1210709,233.39147352404436,17.05984204871405
Gaia DR2 3191747256021968384,3191747256021968384,2.7409859,1.5410023,1.1999836,203.39757927922264,-37.91415979038465
Gaia DR2 3805854053805046528,3805854053805046528,1.7492628,0.8501339,0.8991289,249.1426363837625,47.069057162218954
Gaia DR2 3162321030625018240,3162321030625018240,2.695015,1.4811268,1.2138882,207.13678422976164,15.41454526543419
Gaia DR2 1691077780060194560,1691077780060194560,2.1963139,1.0742273,1.1220865,126.7108553420448,41.881266269460575
Gaia DR2 806968623422919040,806968623422919040,2.888012,1.6240578,1.2639542,177.74218779810496,53.164102291771535
Gaia DR2 2149922570948948096,2149922570948948096,2.8506966,1.5375996,1.313097,83.22250256978897,27.185431115759396
Gaia DR2 833792034216594944,833792034216594944,2.6264057,1.4290314,1.1973743,166.14939762491875,56.732753754424365
Gaia DR2 1799563950970324736,1799563950970324736,2.0505533,1.0421953,1.008358,77.8265762287686,-19.63622617809473
Gaia DR2 2600648572274461312,2600648572274461312,2.9446726,1.6784363,1.2662363,45.82207531160442,-50.72688036120016
Gaia DR2 622893613676084736,622893613676084736,1.6847973,0.81182003,0.87297726,218.23007919440866,50.20835714990514
Gaia DR2 5145702052781432832,5145702052781432832,2.5155926,1.3599424,1.1556501,189.67289148675547,-65.71968538518972
Gaia DR2 3957492581475374592,3957492581475374592,2.7548723,1.5282097,1.2266626,350.5056736779914,87.38483546880788
Gaia DR2 6315467319612187648,6315467319612187648,2.5368757,1.371006,1.1658697,348.85223268845107,37.43148043573336
Gaia DR2 4419060484709292160,4419060484709292160,2.0293894,1.0260267,1.0033627,2.165921138592746,45.68912904643976
Gaia DR2 2567791797581989120,2567791797581989120,2.6988297,1.5008888,1.1979408,152.17600820877496,-51.873923266625404
Gaia DR2 1373395271267000960,1373395271267000960,2.6499014,1.4600182,1.1898832,59.35172453108588,50.85343833317057
Gaia DR2 1028188821038873344,1028188821038873344,2.0855608,1.0654354,1.0201254,167.44338000435573,35.45703547084855
Gaia DR2 2988279335064381952,2988279335064381952,2.5411777,1.3742199,1.1669579,215.29317868908763,-26.86047363088735
Gaia DR2 6882657745784741376,6882657745784741376,2.0150757,1.0156202,0.99945545,29.449459072091535,-34.842184212692956
Gaia DR2 2800491235893828736,2800491235893828736,2.6293507,1.4402676,1.1890831,110.99344453324397,-39.795107988392814
Gaia DR2 1340759189174601344,1340759189174601344,2.2277899,1.1568689,1.070921,62.93167220241408,34.633467387443396
Gaia DR2 2646904304900481536,2646904304900481536,2.3160782,1.2147427,1.1013355,91.72958924829273,-55.77664325239712
Gaia DR2 3922780758867871360,3922780758867871360,2.6643877,1.4524059,1.2119818,255.46798692640104,69.84742387403577
Gaia DR2 2813010893763446400,2813010893763446400,2.4141235,1.2932682,1.1208553,93.03796533099755,-43.943323115981094
Gaia DR2 1242401517517692160,1242401517517692160,1.5512505,0.7277298,0.82352066,27.796887271616683,66.96574175676778
Gaia DR2 1557284811441901696,1557284811441901696,2.8472824,1.5972881,1.2499943,117.35061555459933,66.0535319018836
Gaia DR2 3943504525826941696,3943504525826941696,2.0401459,1.0317659,1.0083799,345.33453769216635,82.13618205176154
Gaia DR2 6288228533941490944,6288228533941490944,2.04416,1.0348759,1.009284,318.94958353911227,38.41231021953053
Gaia DR2 5033961366111247232,5033961366111247232,3.027216,1.712595,1.314621,229.41799611799064,-87.30368580869326
Gaia DR2 1249622212240131200,1249622212240131200,2.669014,1.46204,1.206974,7.763848848934746,77.02135402190731
Gaia DR2 628414398998648832,628414398998648832,2.3594809,1.251586,1.1078949,214.3202999669281,52.61006289248923
Gaia DR2 2489799349015070720,2489799349015070720,2.4909954,1.3530636,1.1379318,170.341488664211,-58.80398244474968
Gaia DR2 2600980659145385344,2600980659145385344,1.6766376,0.8051586,0.87147903,48.83947840085824,-55.207650144812185
Gaia DR2 4192401076091581440,4192401076091581440,2.8639774,1.6349163,1.2290611,33.185529377361206,-20.062989571409336
Gaia DR2 6196574344161696768,6196574344161696768,2.7363892,1.5240154,1.2123737,316.23028085003415,40.96213317292887
Gaia DR2 1756412620704297472,1756412620704297472,1.9684486,0.9255285,1.0429201,58.08927941425781,-22.835603220385654
Gaia DR2 1073194855621092352,1073194855621092352,2.3566132,1.2455482,1.1110649,139.22792083425432,43.31706335064145
Gaia DR2 2131212769993943424,2131212769993943424,2.376358,1.2587299,1.1176281,79.29573110070395,17.297593183290715
Gaia DR2 3212751261008055040,3212751261008055040,2.6386127,1.4553986,1.1832142,202.72553800194828,-26.931247238858422
Gaia DR2 2507025397687417856,2507025397687417856,2.502348,1.3486805,1.1536674,162.09435124559607,-56.320481417665455
Gaia DR2 5722492830374070400,5722492830374070400,2.7977057,1.5642624,1.2334433,238.47052577224758,14.338468021441615
Gaia DR2 4880673089964659840,4880673089964659840,2.8834286,1.6386871,1.2447414,227.9100299148666,-35.29117049892812
Gaia DR2 3502367197904140160,3502367197904140160,3.234314,1.8903961,1.3439178,303.76769213303595,41.0637824860205
Gaia DR2 291935150517280640,291935150517280640,2.5275898,1.3804665,1.1471233,135.31830984296437,-37.25426920241881
Gaia DR2 578825187635387904,578825187635387904,2.7663918,1.5314789,1.2349129,227.4017748001804,32.29745135269239
Gaia DR2 1538515804357297408,1538515804357297408,2.3389835,1.2342472,1.1047363,144.05472957378961,70.95182906105963
Gaia DR2 3719810019027056256,3719810019027056256,3.0494614,1.7356777,1.3137836,329.91441017842067,69.61900358819433
Gaia DR2 3893270790195713408,3893270790195713408,2.9242573,1.6561317,1.2681255,273.40379078973194,64.1619933138097
Gaia DR2 1768300879724923520,1768300879724923520,3.0405273,1.7650375,1.2754898,71.93556043150757,-31.75315760172827
Gaia DR2 2824510273561942272,2824510273561942272,2.6595793,1.4702625,1.1893167,99.59597688180482,-39.98077865541824
Gaia DR2 2958379692597680384,2958379692597680384,2.8073902,1.5433235,1.2640667,226.7994573491395,-28.996481350835165
Gaia DR2 4467468507051721088,4467468507051721088,3.014309,1.7262707,1.2880383,35.752814574083594,38.93248670274464
Gaia DR2 3146373679616734720,3146373679616734720,2.9049692,1.6550522,1.249917,213.94441018750902,21.911944101765435
Gaia DR2 3828148266965968512,3828148266965968512,2.4672136,1.3273964,1.1398172,244.58056567825093,39.12296462085587
Gaia DR2 6790527982866381184,6790527982866381184,1.7508335,0.851552,0.8992815,19.88232092371853,-43.04348975585136
Gaia DR2 652961717644929664,652961717644929664,2.5823612,1.4088516,1.1735096,208.08450695680494,27.938821464924562
Gaia DR2 5670356046272355712,5670356046272355712,2.6926537,1.4896402,1.2030134,256.66546822170613,25.800524175383035
Gaia DR2 3249027864755472896,3249027864755472896,0.22614622,0.09760189,0.12854433,188.89770173908957,-44.34667884333226
Gaia DR2 642134100794299776,642134100794299776,3.2377129,1.8973446,1.3403683,208.05248864811827,49.27871482061784
Gaia DR2 3238194445407460864,3238194445407460864,1.5297937,0.7205343,0.8092594,197.06239613404668,-22.169506961515722
Gaia DR2 573405694823671552,573405694823671552,2.3225422,1.2300873,1.0924549,122.4198012374527,21.13091927008589
Gaia DR2 5151337874507548672,5151337874507548672,1.6347618,0.7828617,0.8519001,176.57137838224702,-66.37057165766753
Gaia DR2 3723088419103559808,3723088419103559808,2.9747562,1.708849,1.2659073,350.8397179043027,64.92807898407776
Gaia DR2 3606982911788584576,3606982911788584576,2.66712,1.4700108,1.1971092,321.87678256887386,47.43540689106386
Gaia DR2 6033866753765491712,6033866753765491712,1.0711985,0.46498966,0.6062088,354.10041796700426,10.950934300054882
Gaia DR2 2674412569704277376,2674412569704277376,2.8209057,1.5818558,1.2390499,52.57446404627959,-37.2021212780863
Gaia DR2 1944225145353161216,1944225145353161216,3.0456944,1.7581272,1.2875671,112.79437937823404,-10.46650883127769
Gaia DR2 1197513027605438848,1197513027605438848,2.8023205,1.5739479,1.2283726,29.445930733458194,48.86652751513237
Gaia DR2 946932674068721536,946932674068721536,2.7234306,1.5068703,1.2165604,179.09180142873169,18.579437140524515
Gaia DR2 6806583841931324032,6806583841931324032,3.0468845,1.6909695,1.3559151,21.265761390632512,-33.9664013497908
Gaia DR2 1357729876270958848,1357729876270958848,2.5421457,1.3845539,1.1575918,68.80602741265679,40.34714291451333
Gaia DR2 2856834399294009728,2856834399294009728,2.6889105,1.486721,1.2021894,113.66279059325997,-34.78433451587855
Gaia DR2 2784980631519156864,2784980631519156864,2.253623,1.1758862,1.0777369,128.6559954764536,-44.95203893288557
Gaia DR2 3864564023358404096,3864564023358404096,2.5467577,1.3843079,1.1624498,243.9057623626625,55.18662868064382
Gaia DR2 3160143344767586176,3160143344767586176,2.991169,1.7319584,1.2592106,204.40960637453603,9.259876099171334
Gaia DR2 2258673071326856192,2258673071326856192,2.8153172,1.5873165,1.2280006,97.83136543399183,25.968724996485946
Gaia DR2 5737602216082144256,5737602216082144256,2.9823875,1.7387581,1.2436295,245.5101290914996,24.830476038387502
Gaia DR2 6799676984763109888,6799676984763109888,2.632388,1.4546127,1.1777754,16.382878871084912,-32.25542864826751
Gaia DR2 3948990023697954304,3948990023697954304,2.5246277,1.3676262,1.1570015,267.04253196646505,81.18166957057693
Gaia DR2 348814330133475456,348814330133475456,2.6722116,1.4858704,1.1863413,131.54960718464397,-18.51049944529134
Gaia DR2 4563562151123622656,4563562151123622656,2.4625435,1.31948,1.1430635,36.333656636903704,38.86224356643543
Gaia DR2 3209500834054077056,3209500834054077056,2.318594,1.2157812,1.1028128,208.3606423588091,-20.21955283055998
Gaia DR2 2923060806432448256,2923060806432448256,1.9877701,1.0006218,0.9871483,234.87146586043528,-14.815709422205101
Gaia DR2 719440149164429824,719440149164429824,2.6263905,1.4376135,1.188777,182.35806015148856,41.890057511618586
Gaia DR2 3970736130311649792,3970736130311649792,0.18606615,0.089954376,0.096111774,234.58643200773986,67.39777958707796
Gaia DR2 6329683455203228032,6329683455203228032,2.2157278,1.1455193,1.0702085,339.498638859516,47.9403815887278
Gaia DR2 1718221324831303424,1718221324831303424,2.8072815,1.5835342,1.2237473,121.42668393290022,37.94273091426647
Gaia DR2 3361073975143074176,3361073975143074176,1.3073645,0.59914875,0.7082157,198.8452763172092,10.860873321155973
Gaia DR2 1505463179157266816,1505463179157266816,2.6219225,1.4451599,1.1767626,87.42492841523831,66.79255044804397
Gaia DR2 6617877611895678720,6617877611895678720,2.7362251,1.5209408,1.2152843,20.565199689820684,-50.94240243188471
Gaia DR2 916683391201002752,916683391201002752,2.6267395,1.4440117,1.1827278,177.3451295872059,37.577828539167236
Gaia DR2 1954673052735881728,1954673052735881728,2.8190994,1.5800266,1.2390728,89.77488259384285,-15.477008097733789
Gaia DR2 3249617924542085504,3249617924542085504,1.6745062,0.8061552,0.868351,191.08721578537563,-41.76016086329744
Gaia DR2 4500631431311208320,4500631431311208320,3.0477085,1.7380905,1.309618,38.53130749730775,22.52107805687412
Gaia DR2 1450701865096087296,1450701865096087296,1.7809772,0.86497974,0.9159975,35.84540589697228,76.30827089722814
Gaia DR2 1805390366167259392,1805390366167259392,1.8898239,0.9389448,0.9508791,57.5597188883304,-13.477817585576368
Gaia DR2 1086856699913147520,1086856699913147520,2.5030203,1.3551025,1.1479177,156.15159143505227,26.34740968004453
Gaia DR2 2769377633808110208,2769377633808110208,2.9218817,1.6753922,1.2464895,109.6382651378287,-46.13692410459549
Gaia DR2 3950191308870884992,3950191308870884992,2.8606167,1.6101608,1.2504559,252.09657352824206,77.6994531664796
Gaia DR2 5133180161529351552,5133180161529351552,2.9043732,1.6447525,1.2596207,195.5362077988578,-63.728799534167244
Gaia DR2 751084609206769792,751084609206769792,2.30616,1.2106676,1.0954924,188.9038099625166,60.04130930538088
Gaia DR2 346662517158197376,346662517158197376,2.0721617,1.0568981,1.0152636,135.87321044495548,-17.159758273920932
Gaia DR2 4881004317842280576,4881004317842280576,2.225503,1.1581154,1.0673876,227.55280695188742,-37.69927060024685
Gaia DR2 2617768586794424832,2617768586794424832,1.7586594,0.8540878,0.90457153,46.21858335900505,-44.75329697645937
Gaia DR2 642011367808813440,642011367808813440,2.1736517,1.1209545,1.0526972,208.46522668006995,51.0366027183731
Gaia DR2 3565143401975310208,3565143401975310208,0.38658333,0.15736485,0.22921848,269.2848981951003,44.24258256596266
Gaia DR2 5461709013230165760,5461709013230165760,2.4206934,1.2926254,1.128068,268.17136613479397,23.66511704910216
Gaia DR2 2819403346992699904,2819403346992699904,3.0154133,1.720314,1.2950993,98.91200169169461,-44.26043002603592
Gaia DR2 1341558083155952512,1341558083155952512,2.859373,1.6173496,1.2420235,64.01288569863172,34.323006047070486
Gaia DR2 6177624570494955904,6177624570494955904,1.8445854,0.91109085,0.93349457,319.3569457923648,33.61514419595978
Gaia DR2 824368193070226560,824368193070226560,2.166129,1.119278,1.0468512,171.90364433912413,48.21179079642998
Gaia DR2 5694459647562171264,5694459647562171264,2.469077,1.3263884,1.1426888,245.79449735021228,5.307646594907261
Gaia DR2 2491432639178299648,2491432639178299648,1.7509394,0.8527508,0.8981886,164.31443516667213,-61.49411183122007
Gaia DR2 5087158659240875776,5087158659240875776,2.022766,1.0239239,0.99884224,216.8664378377582,-51.2048694172021
Gaia DR2 1873815173782689920,1873815173782689920,2.5022688,1.352685,1.1495838,83.29306464762821,-31.137193209573624
Gaia DR2 3700897491316569984,3700897491316569984,2.3092442,1.2165604,1.0926838,284.38218387096686,63.630887184422
Gaia DR2 3282776068499799680,3282776068499799680,2.172351,1.1275072,1.0448437,191.41385088927134,-25.138522352359637
Gaia DR2 1779931827257316992,1779931827257316992,2.2633667,1.180809,1.0825577,77.12272718957885,-27.51743131579993
Gaia DR2 1391850745738069504,1391850745738069504,2.50078,1.3557339,1.1450462,66.48995321682527,58.050006125515836
Gaia DR2 578468739709331712,578468739709331712,2.76091,1.5437698,1.2171402,225.4063855223972,29.728098438092122
Gaia DR2 2604863687538589568,2604863687538589568,2.602106,1.426794,1.175312,55.96817355046234,-57.45940815172156
Gaia DR2 1357734755353817216,1357734755353817216,2.8045769,1.5791359,1.225441,68.98738481995248,40.35556380991894
Gaia DR2 779970154057928320,779970154057928320,2.3153458,1.2179747,1.0973711,176.22137165396472,60.4715731145673
Gaia DR2 2155931509371270272,2155931509371270272,2.1071043,1.0720053,1.035099,90.91596904230575,22.580756673053315
Gaia DR2 2094877170572983680,2094877170572983680,2.547474,1.3876171,1.1598568,64.52517458539393,17.67225768544438
Gaia DR2 1102072012400585472,1102072012400585472,3.063055,1.7624741,1.300581,149.2745083448486,26.6036250971177
Gaia DR2 889805490159196544,889805490159196544,2.8078356,1.5662174,1.2416182,185.57602507150963,16.627926813894582
Gaia DR2 826185307833961216,826185307833961216,2.5866795,1.4196053,1.1670742,167.9605398625727,46.88798220971572
Gaia DR2 4443124636714746880,4443124636714746880,2.899621,1.6461248,1.2534962,27.803807138199165,28.004825013305528
Gaia DR2 3569653461233281408,3569653461233281408,2.4825048,1.3387299,1.143775,288.3255720152815,46.94004125301927
Gaia DR2 334969210996378880,334969210996378880,2.2246075,1.0428944,1.1817131,144.59795174879864,-19.265854202314184
Gaia DR2 3910791958956451584,3910791958956451584,2.1936827,1.1353197,1.058363,254.77497260967087,63.27821700129629
Gaia DR2 1752997537590558592,1752997537590558592,2.950592,1.5714397,1.3791523,54.40516054588185,-16.72759867794081
Gaia DR2 2906050914871785344,2906050914871785344,2.203228,1.1411104,1.0621176,233.44442430258005,-32.17076785856848
Gaia DR2 2542955238660697984,2542955238660697984,2.3402672,1.2341604,1.1061068,115.96313161600389,-63.19403862299709
Gaia DR2 4567928243080863104,4567928243080863104,2.6935854,1.4968586,1.1967268,43.189153830384,30.75106041781659
Gaia DR2 1504477604421951104,1504477604421951104,2.2959557,1.2011824,1.0947733,83.07344608717801,66.01478058590222
Gaia DR2 2786000772151160064,2786000772151160064,2.8202934,1.5825577,1.2377357,131.2997114056739,-43.435993173392085
Gaia DR2 741596820291614976,741596820291614976,2.2098608,1.1512575,1.0586033,199.04331266854584,58.78297111406667
Gaia DR2 884451864964366976,884451864964366976,2.0694132,1.0524817,1.0169315,189.1809932440725,15.64102338059802
Gaia DR2 5721069237697808640,5721069237697808640,2.100665,1.0751162,1.0255489,236.59614050745486,7.75504982991443
Gaia DR2 2293865036916049408,2293865036916049408,2.2710657,1.1836853,1.0873804,110.16109790256787,28.83709590499848
Gaia DR2 2298757687568918784,2298757687568918784,2.7690496,1.5468693,1.2221804,116.39387676807347,22.946605789285083
Gaia DR2 3856157054373101568,3856157054373101568,0.70855045,0.2963171,0.41223335,243.2539674124109,49.215727595062006
Gaia DR2 1726581461493167744,1726581461493167744,2.7281094,1.5181847,1.2099247,121.86845465563886,32.533842372303184
Gaia DR2 4598170104242527232,4598170104242527232,2.2502851,1.1750278,1.0752573,57.82389797394501,26.626447937049704
Gaia DR2 726431217754789632,726431217754789632,2.7972698,1.5892353,1.2080345,207.98572874933276,54.777365323019
Gaia DR2 4883760209377209600,4883760209377209600,2.7407894,1.5145912,1.2261982,231.32114745913526,-46.71921818383619
Gaia DR2 2427847022751329408,2427847022751329408,2.7119446,1.5029125,1.209032,89.23978342105899,-70.55228509424641
Gaia DR2 3573285113781221248,3573285113781221248,2.7390108,1.5318928,1.207118,280.79878165403096,47.18835944934351
Gaia DR2 1330902136150956928,1330902136150956928,2.3679686,1.2595844,1.1083841,58.44585402577133,43.67639584577147
