,Gaia2,RAdeg,DEdeg,PDis,plx,e_plx,Gmag,e_Gmag,Bpmag,e_Bpmag,Rpmag,e_Rpmag,Sep,pmRA,e_pmRA,pmDE,e_pmDE,RVel,e_RVel,Age,PreAge,CoolAge,[Fe/H],DM,Av,e_Age,e_PreAge,e_CoolAge,e_[Fe/H],e_DM,e_Av,Nb,PCont
56,2867072,291.367305,62.228622,0.00279,2.206,22.632,17.858,0.0013,18.983,0.026,16.759,0.009,4557.0957,-9.24,0.189,-0.742,0.192,0.0,0.0,6.932,6.678,0.253,-0.954,8.346,0.07,2.992,3.0,0.022,0.593,0.064,0.012,7,0.009
57,1358336,264.112487,78.019332,0.00301,2.761,119.675,15.308,0.0005,16.096,0.003,14.448,0.002,3926.7386,-1.773,0.048,-8.898,0.05,0.0,0.0,3.956,3.375,0.581,-0.831,7.942,0.077,2.02,2.028,0.014,0.623,0.018,0.016,7,0.006
58,68992,39.119076,-12.435664,0.00534,2.662,64.485,12.839,0.0004,13.2,0.002,12.327,0.002,7219.8803,6.954,0.065,-18.68,0.068,25.176,2.075,1.777,1.528,0.249,-0.779,7.953,0.085,0.626,0.625,0.012,0.647,0.033,0.012,7,0.05
59,2321536,357.987666,17.753568,0.00759,2.311,94.724,13.713,0.0006,14.144,0.002,13.136,0.002,11820.62,8.055,0.044,-3.281,0.021,0.0,0.0,0.592,0.478,0.114,-0.784,8.311,0.033,0.167,0.166,0.006,0.64,0.022,0.012,7,0.103
60,3338752,87.751985,-20.279323,0.01184,3.13,78.824,15.84,0.0005,16.725,0.003,14.919,0.001,13624.8916,50.351,0.063,5.479,0.071,0.0,0.0,2.418,2.096,0.322,-0.734,7.702,0.071,0.765,0.766,0.013,0.65,0.028,0.011,7,0.124
61,1212032,356.193673,38.26861,0.003,2.584,21.582,15.336,0.0006,16.18,0.004,14.421,0.001,4175.6285,13.104,0.137,6.177,0.095,0.0,0.0,2.946,2.612,0.335,-0.76,8.374,0.116,2.009,2.026,0.038,0.649,0.092,0.016,7,0.007
62,95232,265.956284,57.870651,0.00702,2.156,52.599,14.9,0.0004,15.518,0.002,14.152,0.002,11720.5963,-10.765,0.083,-3.376,0.09,0.0,0.0,1.246,0.764,0.482,-0.737,8.46,0.077,0.328,0.334,0.025,0.635,0.041,0.015,7,0.102
63,2616064,41.489365,47.788646,0.00468,2.773,81.046,11.022,0.0004,11.327,0.001,10.579,0.001,6070.3458,13.863,0.077,4.871,0.064,0.0,0.0,4.521,4.368,0.153,-0.881,8.479,0.033,2.957,2.951,0.01,0.612,0.027,0.017,7,0.031
64,1343360,238.097511,75.084508,0.00463,3.095,68.064,16.208,0.0008,17.306,0.006,15.175,0.002,5382.3621,-31.732,0.093,3.56,0.091,0.0,0.0,1.087,0.217,0.87,-0.651,7.618,0.091,0.041,0.044,0.033,0.64,0.033,0.012,7,0.018
65,1499392,171.176436,52.506084,0.00133,2.608,47.939,16.412,0.0005,17.309,0.004,15.477,0.002,1832.0978,27.57,0.067,-12.454,0.073,0.0,0.0,3.017,2.497,0.52,-0.773,7.96,0.074,1.229,1.242,0.023,0.63,0.044,0.01,7,0.0
66,483968,247.007686,47.809778,0.0033,2.475,114.596,12.099,0.0002,12.417,0.001,11.638,0.001,4797.2483,15.597,0.036,-12.812,0.038,-20.377,0.596,2.186,1.894,0.291,-0.772,8.079,0.104,0.586,0.584,0.01,0.634,0.019,0.009,7,0.009
67,3154432,306.93443,-27.579365,0.00215,2.55,32.269,16.635,0.0008,17.62,0.007,15.656,0.003,3036.4403,12.911,0.121,8.917,0.09,0.0,0.0,2.459,2.04,0.419,-0.717,8.165,0.056,1.23,1.247,0.03,0.644,0.067,0.012,7,0.003
68,1881600,196.35701,26.834187,0.00373,3.02,60.891,15.636,0.0004,16.551,0.002,14.692,0.001,4446.9444,-24.747,0.068,8.664,0.058,0.0,0.0,1.218,0.95,0.269,-0.753,7.644,0.061,0.305,0.309,0.013,0.636,0.034,0.008,7,0.008
69,776320,127.039089,51.948778,0.00323,2.399,38.449,12.852,0.0002,13.203,0.001,12.35,0.001,4843.9459,-23.525,0.088,-10.649,0.06,0.0,0.0,6.116,6.016,0.1,-0.902,8.199,0.091,2.816,2.815,0.01,0.599,0.051,0.012,7,0.01
70,978816,312.745911,-6.45623,0.00307,2.93,31.082,17.185,0.0009,18.563,0.015,16.016,0.005,3773.5937,7.549,0.16,-15.83,0.125,0.0,0.0,3.864,3.348,0.517,-0.772,7.849,0.061,2.199,2.22,0.033,0.637,0.065,0.012,7,0.006
71,2074880,150.619928,42.303844,0.0015,2.068,21.225,16.765,0.0011,17.927,0.013,15.684,0.003,2614.5807,-6.495,0.111,1.88,0.152,0.0,0.0,5.366,4.995,0.371,-0.785,8.399,0.051,2.946,2.957,0.034,0.613,0.081,0.013,7,0.001
72,1515904,195.419395,23.644863,0.00779,3.42,99.55,14.43,0.0002,15.168,0.002,13.607,0.001,8198.1038,2.753,0.062,-1.715,0.063,0.0,0.0,1.353,0.293,1.06,-0.66,7.386,0.081,0.061,0.084,0.046,0.651,0.021,0.011,7,0.063
73,1465856,313.557147,-17.931294,0.00212,2.835,54.524,15.817,0.0004,16.741,0.004,14.866,0.002,2693.4594,11.763,0.087,-17.298,0.064,0.0,0.0,1.314,1.05,0.264,-0.75,7.954,0.062,0.38,0.384,0.015,0.639,0.041,0.012,7,0.001
74,24448,309.095886,-11.48421,0.00679,2.692,48.369,11.719,0.0003,12.016,0.001,11.274,0.001,9084.3769,10.269,0.086,1.171,0.053,11.3,0.863,1.484,1.172,0.312,-0.756,8.026,0.085,0.428,0.432,0.018,0.649,0.043,0.012,7,0.075
75,1597056,244.255535,35.39339,0.00459,2.865,149.436,12.255,0.0001,12.586,0.001,11.773,0.001,5764.6402,-9.241,0.029,-4.007,0.041,-2.309,1.419,2.787,2.662,0.126,-0.749,7.769,0.041,1.436,1.431,0.008,0.642,0.014,0.011,7,0.025
76,1782016,62.689848,-23.841288,0.00689,2.497,78.189,15.455,0.0003,16.157,0.002,14.65,0.001,9933.552,2.339,0.041,-6.143,0.05,0.0,0.0,3.879,3.319,0.56,-0.769,8.164,0.1,1.934,1.943,0.017,0.624,0.027,0.014,7,0.084
77,1720320,226.508639,36.126458,0.00295,2.777,51.141,16.616,0.0007,17.752,0.007,15.56,0.002,3822.5265,-27.399,0.081,-13.177,0.083,0.0,0.0,4.546,4.434,0.112,-0.823,7.815,0.048,2.288,2.288,0.008,0.624,0.042,0.009,7,0.006
78,9600,336.840273,3.180329,0.00529,2.829,57.102,10.878,0.0005,11.178,0.002,10.439,0.001,6736.4817,-9.891,0.072,-10.19,0.071,14.42,3.555,2.135,1.734,0.401,-0.782,8.072,0.231,1.38,1.373,0.026,0.654,0.038,0.024,7,0.042
79,2871296,65.712002,-24.368308,0.00234,2.959,55.39,15.986,0.0006,17.097,0.005,14.938,0.002,2853.1847,13.03,0.071,-33.633,0.088,0.0,0.0,1.643,1.267,0.377,-0.75,7.784,0.096,0.511,0.511,0.021,0.634,0.04,0.013,7,0.002
80,8079488,302.743891,-9.010285,0.00716,2.506,34.816,16.54,0.0007,17.774,0.009,15.446,0.003,10281.1111,11.83,0.126,6.421,0.085,0.0,0.0,7.046,6.7,0.346,-0.922,8.252,0.043,3.073,3.081,0.019,0.572,0.051,0.012,7,0.088
81,1867776,69.287999,-8.167099,0.00111,2.386,22.572,17.21,0.0008,18.425,0.01,16.128,0.002,1674.8197,16.102,0.154,-2.031,0.143,0.0,0.0,6.348,6.137,0.211,-0.88,8.314,0.059,3.045,3.055,0.022,0.636,0.074,0.012,7,0.0
82,1261696,130.614686,17.770005,0.00562,2.257,58.36,14.371,0.0002,14.873,0.001,13.727,0.001,8957.1652,5.297,0.059,-14.282,0.036,0.0,0.0,3.289,3.072,0.216,-0.804,8.295,0.08,1.668,1.668,0.011,0.628,0.036,0.01,7,0.073
83,1558016,49.916268,-24.274545,0.00533,2.443,83.238,11.592,0.0006,11.917,0.001,11.131,0.001,7850.0723,-5.306,0.042,-4.302,0.044,6.198,0.362,1.207,1.07,0.137,-0.764,8.11,0.078,0.406,0.404,0.007,0.637,0.026,0.01,7,0.059
84,6219264,225.820805,30.247161,0.00726,3.18,25.76,17.934,0.0009,19.07,0.017,16.837,0.004,8220.4954,-11.193,0.131,3.882,0.19,0.0,0.0,1.277,0.765,0.511,-0.729,7.548,0.057,0.345,0.373,0.048,0.662,0.078,0.011,7,0.064
85,885504,17.863777,32.907965,0.00555,2.284,25.349,16.866,0.0013,17.925,0.015,15.839,0.005,8742.2179,-9.619,0.189,-10.769,0.152,0.0,0.0,3.12,2.852,0.268,-0.786,8.35,0.061,1.998,2.008,0.027,0.621,0.078,0.014,7,0.07
86,442368,125.642581,-7.646256,0.00078,3.079,20.469,18.197,0.0017,19.62,0.052,17.03,0.008,907.6308,11.755,0.241,-11.587,0.203,0.0,0.0,0.501,0.173,0.328,-0.681,7.695,0.162,0.04,0.046,0.037,0.64,0.101,0.011,7,0.0
87,595968,198.169387,-14.9999,0.01101,2.734,60.811,11.674,0.0004,11.952,0.002,11.225,0.003,14496.9484,-45.819,0.074,4.616,0.065,-16.407,1.965,1.7,1.32,0.38,-0.746,7.997,0.099,0.469,0.473,0.017,0.635,0.036,0.013,7,0.136
88,662272,174.582197,75.536494,0.00856,3.582,28.456,18.101,0.0014,19.56,0.039,16.898,0.004,8604.3216,-30.561,0.23,-12.417,0.177,0.0,0.0,2.293,1.305,0.988,-0.721,7.411,0.12,0.749,0.8,0.095,0.649,0.082,0.02,7,0.069
89,2836480,242.425372,16.45719,0.00227,2.236,30.61,14.736,0.0004,15.358,0.002,13.994,0.002,3655.1113,-1.787,0.105,-16.001,0.095,0.0,0.0,5.913,5.494,0.419,-0.914,8.345,0.132,2.988,3.001,0.027,0.614,0.065,0.014,7,0.005
90,3107200,244.444876,14.477112,0.00172,3.558,28.301,17.469,0.0011,18.8,0.014,16.318,0.006,1735.9214,5.347,0.154,-23.155,0.126,0.0,0.0,2.224,0.966,1.258,-0.671,7.414,0.113,0.589,0.668,0.137,0.611,0.077,0.014,7,0.0
91,1418368,338.137201,27.367984,0.00241,3.029,23.889,17.612,0.0012,18.997,0.027,16.463,0.007,2867.5809,-20.001,0.199,-8.666,0.196,0.0,0.0,1.137,0.486,0.651,-0.666,7.768,0.08,0.159,0.201,0.07,0.637,0.086,0.012,7,0.002
92,2347008,283.603244,60.587408,0.00154,3.132,57.543,16.382,0.0008,17.767,0.009,15.218,0.003,1772.2181,-3.317,0.113,23.699,0.103,0.0,0.0,1.668,1.035,0.633,-0.744,7.678,0.075,0.366,0.383,0.028,0.635,0.038,0.012,7,0.0
93,2041088,82.585127,-9.271873,0.0114,3.862,20.323,18.018,0.0023,19.195,0.038,16.877,0.007,10621.7629,-7.065,0.304,-9.045,0.338,0.0,0.0,1.062,0.747,0.315,-0.734,7.63,0.041,0.446,0.471,0.042,0.62,0.104,0.014,7,0.092
94,738048,31.157396,-22.533506,0.00097,2.926,55.628,15.877,0.0008,16.763,0.005,14.951,0.003,1188.0737,-12.438,0.083,-19.774,0.079,0.0,0.0,3.656,3.389,0.267,-0.803,7.718,0.059,1.899,1.898,0.015,0.624,0.038,0.01,7,0.0
95,410112,137.233212,15.857146,0.00373,2.373,31.178,16.095,0.0007,17.201,0.006,15.048,0.002,5666.3375,-6.528,0.115,-20.442,0.076,0.0,0.0,5.966,5.843,0.123,-0.888,8.191,0.063,2.962,2.964,0.012,0.612,0.061,0.012,7,0.023
96,1074944,262.041739,67.313661,0.00085,2.722,24.48,17.904,0.0016,19.299,0.028,16.732,0.006,1120.939,-3.447,0.23,23.896,0.232,0.0,0.0,4.801,4.568,0.232,-0.809,7.899,0.032,2.688,2.697,0.019,0.635,0.068,0.011,7,0.0
97,641280,337.642455,-28.426153,0.00125,3.949,42.694,16.774,0.0012,18.015,0.017,15.667,0.003,1143.0761,-43.67,0.162,-55.765,0.143,0.0,0.0,1.857,0.954,0.904,-0.74,7.076,0.062,0.337,0.37,0.053,0.638,0.05,0.01,7,0.0
98,787968,8.996215,-30.793502,0.00243,3.315,22.836,17.541,0.001,18.824,0.018,16.416,0.004,2642.2637,-12.052,0.177,-22.249,0.129,0.0,0.0,1.96,1.885,0.075,-0.771,7.388,0.017,1.101,1.107,0.011,0.636,0.087,0.008,7,0.001
99,1504640,248.204575,37.330105,0.00695,2.978,132.488,10.987,0.0004,11.28,0.001,10.563,0.001,8402.1221,-15.885,0.039,-52.761,0.044,-29.921,0.637,1.738,1.636,0.103,-0.725,7.67,0.046,0.579,0.576,0.005,0.622,0.016,0.009,7,0.066
100,1915136,234.069062,2.284823,0.00306,3.109,33.395,17.266,0.0009,18.497,0.014,16.169,0.003,3544.4776,22.559,0.175,-6.924,0.142,0.0,0.0,6.201,5.867,0.334,-0.864,7.671,0.099,2.668,2.675,0.019,0.613,0.052,0.013,7,0.005
101,1153920,124.197183,39.081495,0.00075,3.001,28.465,16.908,0.001,18.416,0.012,15.699,0.004,897.7797,-3.133,0.148,-43.113,0.116,0.0,0.0,5.387,4.892,0.496,-0.81,7.715,0.074,2.83,2.849,0.031,0.609,0.066,0.012,7,0.0
102,2377728,250.214457,19.852148,0.00341,2.834,116.987,14.743,0.0004,15.681,0.004,13.791,0.002,4336.8983,-9.817,0.031,7.171,0.035,0.0,0.0,3.338,3.11,0.228,-0.81,7.933,0.067,1.215,1.212,0.008,0.634,0.018,0.011,7,0.008
103,1311872,249.069992,29.059336,0.00154,2.862,33.904,17.133,0.001,18.298,0.009,16.051,0.004,1943.4636,-0.386,0.129,-19.041,0.161,0.0,0.0,3.152,3.083,0.069,-0.704,7.785,0.049,1.746,1.747,0.008,0.611,0.061,0.01,7,0.0
104,676480,30.960679,28.22054,0.00363,2.71,27.821,16.814,0.0013,17.917,0.02,15.765,0.004,4829.4758,-8.629,0.177,-10.78,0.145,0.0,0.0,3.202,2.749,0.452,-0.801,8.037,0.078,1.792,1.813,0.033,0.613,0.071,0.012,7,0.009
105,1254400,233.724079,64.771071,0.00131,2.345,31.72,16.568,0.0009,17.746,0.006,15.488,0.002,2011.3564,-2.231,0.135,-16.885,0.142,0.0,0.0,5.528,5.301,0.227,-0.837,8.175,0.068,2.706,2.709,0.017,0.605,0.055,0.011,7,0.0
106,675968,351.342744,1.55545,0.00127,2.831,24.609,16.974,0.0012,18.091,0.016,15.92,0.003,1612.7745,-41.461,0.161,-29.526,0.13,0.0,0.0,2.004,1.725,0.278,-0.745,7.85,0.083,1.01,1.025,0.027,0.63,0.081,0.012,7,0.0
107,1451392,243.473443,82.125981,0.00637,3.426,191.978,13.426,0.0003,13.918,0.002,12.794,0.001,6689.9451,-30.09,0.03,-18.51,0.037,0.0,0.0,3.4,2.666,0.734,-0.765,7.474,0.101,1.446,1.456,0.015,0.623,0.011,0.012,7,0.041
108,420352,192.788549,22.351807,0.00193,3.059,21.845,17.589,0.0013,18.797,0.018,16.511,0.004,2274.944,16.179,0.275,-4.376,0.173,0.0,0.0,1.843,0.999,0.844,-0.729,7.676,0.097,0.506,0.565,0.089,0.64,0.092,0.014,7,0.0
109,621440,190.972654,8.600088,0.00698,3.074,86.498,12.492,0.0001,12.865,0.001,11.967,0.001,8180.2298,-55.21,0.074,-15.57,0.037,-53.679,0.823,3.395,3.297,0.099,-0.724,7.623,0.039,1.65,1.647,0.006,0.623,0.025,0.01,7,0.063
110,1161728,134.076445,0.633595,0.00148,3.231,53.589,15.966,0.0009,17.223,0.006,14.845,0.002,1645.1036,-10.469,0.111,-7.47,0.071,0.0,0.0,3.78,3.493,0.287,-0.782,7.573,0.038,1.641,1.645,0.015,0.649,0.041,0.011,7,0.0
111,1049728,53.510045,-20.665005,0.01069,2.853,83.13,14.616,0.0004,15.273,0.002,13.849,0.001,13486.1548,-23.235,0.047,6.745,0.04,0.0,0.0,1.38,1.191,0.189,-0.77,7.813,0.067,0.439,0.438,0.008,0.657,0.026,0.011,7,0.123
112,1780608,245.264843,18.772067,0.00389,2.796,32.374,16.982,0.0006,18.088,0.009,15.932,0.003,5007.7413,-20.06,0.11,25.585,0.105,0.0,0.0,2.463,2.095,0.368,-0.756,7.915,0.057,1.136,1.15,0.026,0.65,0.064,0.012,7,0.01
113,667904,350.769299,-22.369181,0.00349,2.497,25.205,16.618,0.0012,17.734,0.011,15.578,0.006,5024.1748,-4.637,0.154,-25.074,0.176,0.0,0.0,3.318,3.086,0.231,-0.8,8.064,0.041,2.023,2.03,0.026,0.619,0.08,0.013,7,0.01
114,1492224,129.622504,-6.345376,0.00334,3.139,120.304,14.012,0.0006,14.6,0.004,13.297,0.002,3830.6635,-17.017,0.042,-17.695,0.033,0.0,0.0,0.999,0.639,0.36,-0.714,7.598,0.099,0.173,0.171,0.011,0.643,0.017,0.01,7,0.006
115,3065088,96.49264,-32.434857,0.00898,2.652,125.489,15.013,0.0004,15.787,0.003,14.16,0.001,12187.4946,10.294,0.038,-14.183,0.04,0.0,0.0,1.371,1.089,0.282,-0.761,8.046,0.073,1.107,1.084,0.03,0.632,0.018,0.026,7,0.106
116,3630336,270.072243,30.50366,0.00209,3.234,56.015,16.765,0.0008,18.142,0.012,15.61,0.004,2326.8494,38.442,0.095,37.161,0.109,0.0,0.0,2.009,1.259,0.75,-0.715,7.609,0.087,0.529,0.552,0.036,0.65,0.041,0.013,7,0.0
117,1269248,3.370064,28.04017,0.0018,2.544,21.244,17.261,0.001,18.492,0.014,16.159,0.003,2544.7628,-14.761,0.184,-10.724,0.122,0.0,0.0,2.099,1.674,0.424,-0.704,8.109,0.111,1.041,1.073,0.046,0.661,0.096,0.012,7,0.0
118,2074368,130.591827,25.474195,0.00353,2.625,23.196,17.369,0.0007,18.662,0.012,16.23,0.003,4847.5974,-18.313,0.181,-15.49,0.108,0.0,0.0,4.491,4.231,0.26,-0.81,8.027,0.072,2.682,2.698,0.025,0.644,0.08,0.01,7,0.01
119,1001472,115.051808,62.145761,0.00258,2.225,87.736,14.722,0.0017,15.335,0.006,13.98,0.005,4169.2037,7.844,0.032,-9.473,0.031,0.0,0.0,9.36,9.106,0.254,-1.109,8.476,0.105,2.354,2.351,0.011,0.508,0.02,0.011,7,0.007
120,3370880,243.786194,6.367323,0.00948,3.836,45.056,16.236,0.0006,17.521,0.008,15.102,0.002,8896.685,-55.673,0.104,21.298,0.063,0.0,0.0,1.975,0.874,1.101,-0.643,7.266,0.198,0.584,0.629,0.081,0.629,0.048,0.026,7,0.072
121,998144,5.769365,-27.442637,0.0057,2.429,80.185,13.96,0.0003,14.479,0.002,13.31,0.001,8443.0453,-15.487,0.06,-18.244,0.035,0.0,0.0,3.442,3.372,0.071,-0.805,8.11,0.04,1.532,1.53,0.005,0.6,0.027,0.009,7,0.067
122,2571136,289.918977,75.88376,0.00445,3.651,205.142,14.689,0.0003,15.516,0.002,13.801,0.002,4391.19,9.042,0.037,5.13,0.036,0.0,0.0,1.266,0.608,0.658,-0.717,7.489,0.053,0.178,0.185,0.012,0.634,0.011,0.012,7,0.008
123,2042240,307.901097,-14.370875,0.01225,3.506,72.803,11.68,0.0003,12.011,0.001,11.198,0.001,12577.2015,12.56,0.08,8.637,0.053,-25.803,0.934,4.032,3.363,0.669,-0.779,7.436,0.089,1.719,1.729,0.02,0.62,0.03,0.012,7,0.11
124,1386624,269.061768,56.362974,0.00982,3.17,120.076,15.462,0.0004,16.352,0.004,14.53,0.002,11152.6378,-27.009,0.051,17.56,0.053,0.0,0.0,6.167,5.824,0.343,-0.829,7.664,0.05,2.174,2.173,0.008,0.611,0.018,0.011,7,0.097
125,4560768,296.391946,-25.584538,0.00118,2.824,22.425,16.444,0.0015,17.521,0.011,15.405,0.005,1498.4318,7.364,0.204,2.035,0.155,0.0,0.0,7.864,7.564,0.3,-0.938,7.962,0.075,3.004,3.011,0.024,0.589,0.062,0.014,7,0.0
126,1007360,184.635639,-13.714181,0.00256,2.853,26.152,16.31,0.0011,17.583,0.009,15.203,0.002,3235.4451,-1.245,0.188,-11.301,0.16,0.0,0.0,2.809,2.26,0.548,-0.75,7.897,0.097,1.397,1.425,0.043,0.619,0.075,0.013,7,0.004
127,1492736,73.548809,-10.265703,0.00184,2.933,79.204,15.307,0.0005,16.193,0.004,14.377,0.002,2256.1323,-4.411,0.074,-19.242,0.064,0.0,0.0,6.799,6.601,0.198,-0.92,7.885,0.107,3.13,3.121,0.016,0.604,0.028,0.016,7,0.0
128,59776,181.318966,-16.707361,0.00394,3.341,20.188,17.732,0.0014,19.213,0.027,16.531,0.005,4242.6418,-10.944,0.335,-28.751,0.182,0.0,0.0,5.413,5.068,0.344,-0.86,7.51,0.033,2.872,2.892,0.028,0.644,0.077,0.011,7,0.008
129,2660224,274.486058,59.317834,0.00205,3.163,57.116,16.998,0.0009,18.098,0.02,15.951,0.003,2335.3111,-20.487,0.131,-3.492,0.12,0.0,0.0,1.558,1.446,0.112,-0.796,7.623,0.064,0.582,0.581,0.008,0.63,0.04,0.011,7,0.0
130,101248,189.239678,70.754639,0.00198,3.228,34.061,17.518,0.0011,18.943,0.021,16.32,0.004,2203.4368,-17.381,0.209,-14.083,0.13,0.0,0.0,1.509,0.811,0.697,-0.734,7.506,0.061,0.366,0.401,0.054,0.646,0.065,0.01,7,0.0
131,921984,159.047703,70.70503,0.00465,2.907,125.487,10.953,0.0004,11.261,0.001,10.514,0.001,5763.4934,-11.809,0.039,-4.734,0.039,9.899,0.497,2.428,1.994,0.434,-0.729,7.796,0.14,1.184,1.185,0.009,0.632,0.017,0.012,7,0.025
132,990848,344.316182,-29.362517,0.00558,3.117,82.095,10.956,0.0006,11.23,0.001,10.538,0.001,6448.4759,-24.409,0.071,-1.116,0.065,14.571,0.777,1.316,0.98,0.336,-0.737,7.612,0.088,0.323,0.32,0.015,0.648,0.025,0.012,7,0.037
133,1253120,202.954734,28.76944,0.00308,3.039,22.609,17.44,0.0009,18.73,0.015,16.302,0.003,3645.5227,-0.879,0.258,-2.542,0.096,0.0,0.0,1.116,0.837,0.279,-0.707,7.64,0.047,0.445,0.468,0.035,0.654,0.097,0.008,7,0.005
134,509056,134.30001,7.589984,0.00575,3.148,79.842,14.966,0.0003,15.761,0.003,14.096,0.001,6575.7492,2.638,0.067,-20.732,0.045,0.0,0.0,3.23,2.976,0.254,-0.808,7.708,0.034,1.244,1.243,0.011,0.614,0.027,0.011,7,0.039
135,368768,136.629344,1.261186,0.00352,2.908,67.291,12.478,0.0002,12.832,0.002,11.981,0.002,4362.3447,-16.354,0.087,-9.498,0.065,0.0,0.0,2.91,2.761,0.149,-0.712,7.798,0.099,1.47,1.467,0.009,0.645,0.031,0.012,7,0.008
136,539392,252.140407,10.713955,0.01146,3.589,32.57,17.66,0.0011,19.15,0.026,16.47,0.003,11489.337,30.016,0.17,-4.372,0.163,0.0,0.0,1.468,0.191,1.277,-0.655,7.387,0.112,0.103,0.047,0.133,0.641,0.066,0.013,7,0.1
137,1185792,216.16077,82.779294,0.00243,2.725,46.578,16.845,0.0008,18.068,0.01,15.742,0.003,3203.7643,15.724,0.111,-8.275,0.1,0.0,0.0,5.071,4.923,0.147,-0.841,8.008,0.033,2.65,2.649,0.011,0.63,0.043,0.013,7,0.004
138,229248,114.09947,73.996589,0.00154,2.739,20.32,18.063,0.0015,19.494,0.034,16.885,0.006,2027.8286,-9.929,0.191,3.811,0.22,0.0,0.0,1.591,1.259,0.332,-0.715,7.892,0.075,0.802,0.828,0.041,0.652,0.102,0.011,7,0.0
139,474496,139.684349,20.557896,0.00088,3.323,33.062,16.903,0.001,18.057,0.014,15.844,0.002,952.4458,9.94,0.143,-14.388,0.104,0.0,0.0,2.739,2.259,0.48,-0.809,7.502,0.101,1.393,1.41,0.03,0.636,0.061,0.012,7,0.0
140,2278144,4.438379,39.70676,0.00327,3.201,32.562,17.362,0.0009,18.666,0.012,16.237,0.003,3679.8522,-17.333,0.145,-1.269,0.069,0.0,0.0,5.284,4.755,0.53,-0.824,7.702,0.078,2.612,2.63,0.029,0.637,0.058,0.013,7,0.006
141,1385472,253.501453,43.363927,0.00231,2.77,135.324,14.45,0.0004,15.062,0.002,13.714,0.002,3000.1024,19.077,0.033,3.397,0.04,0.0,0.0,3.055,2.828,0.227,-0.772,7.845,0.085,1.08,1.077,0.007,0.636,0.016,0.01,7,0.003
142,1907968,266.838941,45.354582,0.00339,3.264,143.95,14.15,0.0004,14.803,0.004,13.379,0.003,3742.8177,11.473,0.045,-17.632,0.047,0.0,0.0,1.743,1.491,0.252,-0.773,7.514,0.068,0.416,0.414,0.008,0.635,0.015,0.011,7,0.006
143,2802176,20.351888,44.772291,0.00109,2.582,20.6,17.545,0.0017,18.75,0.018,16.451,0.005,1513.104,-16.559,0.263,8.851,0.228,0.0,0.0,4.591,4.323,0.268,-0.823,8.094,0.074,2.748,2.762,0.026,0.624,0.081,0.012,7,0.0
144,263296,5.22647,25.433024,0.00347,4.043,87.918,12.031,0.0004,12.402,0.001,11.512,0.001,3090.0345,11.177,0.062,-12.166,0.061,3.165,0.921,1.135,0.129,1.006,-0.635,7.042,0.126,0.038,0.016,0.035,0.664,0.024,0.011,7,0.003
145,54784,197.738736,49.187872,0.00088,2.709,24.959,17.608,0.0012,18.886,0.022,16.435,0.005,1173.4398,-7.818,0.139,2.491,0.149,0.0,0.0,2.363,2.054,0.309,-0.791,7.866,0.06,1.457,1.469,0.031,0.655,0.081,0.007,7,0.0
146,1275776,231.709705,53.277608,0.00327,3.318,41.676,17.208,0.0011,18.37,0.019,16.134,0.007,3544.4943,17.862,0.132,-12.306,0.187,0.0,0.0,2.639,1.773,0.866,-0.702,7.439,0.054,0.881,0.91,0.047,0.633,0.05,0.009,7,0.005
147,848768,351.564274,7.163391,0.00495,2.868,91.65,14.035,0.0006,14.643,0.002,13.306,0.001,6211.7566,24.197,0.052,4.818,0.038,0.0,0.0,5.949,5.426,0.523,-0.907,8.031,0.078,2.756,2.761,0.012,0.604,0.024,0.012,7,0.033
148,328448,136.31174,-11.592559,0.00202,2.546,22.88,17.457,0.0012,18.643,0.019,16.357,0.005,2862.5456,8.214,0.217,-5.942,0.178,0.0,0.0,2.13,1.924,0.205,-0.75,8.106,0.061,1.546,1.557,0.025,0.608,0.094,0.012,7,0.002
149,497408,353.32213,38.90475,0.00121,3.003,21.37,17.877,0.0012,19.261,0.025,16.707,0.005,1450.1077,-6.236,0.193,-18.14,0.146,0.0,0.0,8.154,7.913,0.241,-0.919,7.905,0.077,2.907,2.911,0.018,0.624,0.053,0.011,7,0.0
150,3296768,193.098096,44.77407,0.00361,3.121,137.501,14.514,0.0003,15.21,0.002,13.712,0.001,4163.9998,-30.36,0.024,-41.244,0.029,0.0,0.0,2.01,1.743,0.267,-0.774,7.592,0.047,0.502,0.5,0.008,0.636,0.015,0.01,7,0.007
151,1517440,236.310215,30.466529,0.00202,3.32,50.91,16.81,0.0008,17.93,0.009,15.762,0.002,2191.8935,5.835,0.091,6.382,0.119,0.0,0.0,1.02,0.584,0.437,-0.745,7.495,0.076,0.165,0.173,0.024,0.63,0.042,0.01,7,0.0
152,914688,220.878228,22.689213,0.00106,2.519,22.399,17.021,0.001,18.235,0.015,15.925,0.003,1508.1882,-6.64,0.187,12.864,0.211,0.0,0.0,6.577,6.304,0.273,-0.845,7.98,0.071,3.167,3.173,0.025,0.588,0.065,0.012,7,0.0
153,952704,237.673758,44.899534,0.00074,3.173,20.773,18.298,0.0019,19.699,0.053,17.092,0.009,835.5281,-17.781,0.236,37.972,0.341,0.0,0.0,1.697,1.063,0.634,-0.759,7.553,0.063,0.858,0.9,0.073,0.643,0.1,0.012,7,0.0
