,ID1,ID2,RA1deg,RA2deg,DE1deg,DE2deg,plx1,plx2,e_plx1,e_plx2,Gmag1,Gmag2,e_Gmag1,e_Gmag2,Bpmag1,Bpmag2,e_Bpmag1,e_Bpmag2,Rpmag1,Rpmag2,e_Rpmag1,e_Rpmag2,pmRA1,pmRA2,e_pmRA1,e_pmRA2,pmDE1,pmDE2,e_pmDE1,e_pmDE2,RVel1,RVel2,e_RVel1,e_RVel2,gmag1,gmag2,rmag1,rmag2,imag1,imag2,zmag1,zmag2,e_gmag1,e_gmag2,e_rmag1,e_rmag2,e_imag1,e_imag2,e_zmag1,e_zmag2,Age1,Age2,ZMass1,ZMass2,PreAge1,PreAge2,CoolAge1,CoolAge2,[Fe/H]1,[Fe/H]2,DM1,DM2,Av1,Av2,e_Age1,e_Age2,e_ZMass1,e_ZMass2,e_PreAge1,e_PreAge2,e_CoolAge1,e_CoolAge2,e_[Fe/H]1,e_[Fe/H]2,e_DM1,e_DM2,e_Av1,e_Av2,Nb1,Nb2,Sep,PDis,Type,PCont
1402,3790592,3789952,244.857801,244.853368,5.538015,5.53545,14.135,13.899,363.05,139.059,7.449,17.072,0.0002,0.0015,7.773,17.124,0.001,0.008,7.014,16.796,0.002,0.018,-33.412,-34.486,0.058,0.199,-23.513,-23.987,0.035,0.097,-46.879,0.0,0.141,0.0,0.0,17.097,0.0,16.839,0.0,17.038,0.0,17.024,0.0,0.008,0.0,0.058,0.0,0.037,0.0,0.008,0.0,1.815,0.0,2.1,0.0,1.005,0.0,0.81,0.0,-0.703,0.0,4.441,0.0,0.308,0.0,0.268,0.0,0.099,0.0,0.271,0.0,0.01,0.0,0.642,0.0,0.006,0.0,0.01,0,7,1300.0284,0.0051,1,0.0
1403,5159936,2210304,275.299127,275.320207,32.877539,32.882374,14.025,13.949,461.699,127.206,7.374,17.779,0.0002,0.0015,7.612,17.993,0.002,0.009,7.031,17.378,0.001,0.009,-17.542,-16.532,0.053,0.197,-75.013,-76.72,0.054,0.215,7.394,0.0,0.174,0.0,0.0,17.988,0.0,17.787,0.0,17.717,0.0,17.737,0.0,0.005,0.0,0.005,0.0,0.004,0.0,0.017,0.0,6.065,0.0,1.181,0.0,4.777,0.0,1.288,0.0,-0.753,0.0,4.465,0.0,0.059,0.0,1.62,0.0,0.075,0.0,1.625,0.0,0.011,0.0,0.637,0.0,0.005,0.0,0.008,0,7,4710.5671,0.01835,1,0.009
1404,1870336,258304,47.070105,47.070842,-26.564862,-26.567148,14.003,14.051,215.113,32.699,15.426,19.429,0.0006,0.0032,16.972,19.956,0.005,0.053,14.212,18.727,0.002,0.028,-7.017,-5.599,0.089,0.496,-77.377,-80.113,0.091,0.529,0.0,0.0,0.0,0.0,0.0,20.125,0.0,19.358,0.0,18.991,0.0,18.906,0.0,0.021,0.0,0.01,0.0,0.013,0.0,0.023,0.0,7.157,0.0,1.867,0.0,1.395,0.0,5.762,0.0,-0.67,0.0,4.325,0.0,0.087,0.0,0.333,0.0,0.139,0.0,0.392,0.0,0.152,0.0,0.641,0.0,0.01,0.0,0.009,0,7,611.6166,0.00238,1,0.0
1405,1928960,1927680,257.205159,257.216867,33.214725,33.215597,14.156,14.109,646.523,334.812,8.497,15.957,0.0002,0.0007,8.791,15.938,0.001,0.003,8.081,15.974,0.001,0.004,0.423,-0.167,0.035,0.069,-152.183,-150.689,0.042,0.086,-2.977,0.0,0.181,0.0,0.0,15.837,0.0,16.053,0.0,16.272,0.0,16.487,0.0,0.007,0.0,0.003,0.0,0.003,0.0,0.001,0.0,1.388,0.0,2.053,0.0,1.054,0.0,0.333,0.0,-0.733,0.0,4.341,0.0,0.059,0.0,0.272,0.0,0.08,0.0,0.27,0.0,0.007,0.0,0.626,0.0,0.003,0.0,0.008,0,7,2500.9527,0.00983,1,0.0
1406,928896,246400,177.830401,177.818458,12.899055,12.895311,13.389,14.146,269.96,32.527,13.377,18.883,0.0005,0.0037,14.41,19.27,0.002,0.04,12.37,18.22,0.001,0.033,4.396,4.566,0.065,0.705,-205.731,-206.193,0.05,0.471,99.738,0.0,2.549,0.0,0.0,19.326,0.0,18.823,0.0,18.625,0.0,18.543,0.0,0.021,0.0,0.007,0.0,0.012,0.0,0.003,0.0,4.458,0.0,1.929,0.0,1.276,0.0,3.182,0.0,-0.689,0.0,4.46,0.0,0.077,0.0,0.304,0.0,0.113,0.0,0.354,0.0,0.126,0.0,0.655,0.0,0.008,0.0,0.01,0,7,3287.9277,0.01223,1,0.004
1407,743168,743040,323.345598,323.343781,-6.184539,-6.188207,14.004,14.222,249.205,55.343,15.301,18.342,0.0008,0.0025,16.703,18.642,0.005,0.027,14.128,17.875,0.001,0.025,-149.175,-149.742,0.091,0.428,-295.073,-295.752,0.081,0.474,0.0,0.0,0.0,0.0,0.0,18.643,0.0,18.302,0.0,18.23,0.0,18.204,0.0,0.004,0.0,0.002,0.0,0.007,0.0,0.003,0.0,3.165,0.0,2.3,0.0,0.771,0.0,2.394,0.0,-0.693,0.0,4.426,0.0,0.069,0.0,0.167,0.0,0.084,0.0,0.184,0.0,0.074,0.0,0.604,0.0,0.009,0.0,0.009,0,7,1051.1355,0.00409,1,0.0
1408,1932032,1932288,128.471043,128.473494,29.250261,29.246006,14.076,14.234,256.185,76.128,14.359,17.926,0.0003,0.0013,15.677,18.118,0.003,0.011,13.222,17.514,0.001,0.016,-3.918,-4.129,0.084,0.273,-65.111,-64.556,0.063,0.186,0.0,0.0,0.0,0.0,0.0,18.14,0.0,17.936,0.0,17.849,0.0,17.884,0.0,0.009,0.0,0.003,0.0,0.002,0.0,0.003,0.0,2.855,0.0,1.946,0.0,1.217,0.0,1.638,0.0,-0.739,0.0,4.388,0.0,0.057,0.0,0.304,0.0,0.086,0.0,0.314,0.0,0.025,0.0,0.629,0.0,0.009,0.0,0.008,0,7,1217.9427,0.00476,1,0.0
1409,1918080,1917696,72.881246,72.884378,-3.551625,-3.552224,14.262,14.288,182.484,215.739,16.049,16.126,0.0008,0.0028,17.845,16.12,0.01,0.01,14.761,16.096,0.002,0.01,53.591,54.119,0.124,0.109,29.373,27.429,0.108,0.089,0.0,0.0,0.0,0.0,0.0,16.072,0.0,16.209,0.0,16.394,0.0,16.6,0.0,0.008,0.0,0.006,0.0,0.004,0.0,0.007,0.0,1.891,0.0,1.811,0.0,1.451,0.0,0.44,0.0,-0.748,0.0,4.347,0.0,0.043,0.0,0.352,0.0,0.086,0.0,0.352,0.0,0.005,0.0,0.648,0.0,0.01,0.0,0.008,0,7,803.6221,0.00318,1,0.0
1410,1218304,1339648,143.674385,143.70456,-21.101538,-21.045152,15.209,14.333,368.296,44.137,8.371,19.115,0.0003,0.0042,8.704,19.574,0.001,0.078,7.909,18.441,0.002,0.035,67.137,66.121,0.067,0.51,-138.729,-137.286,0.069,0.539,46.347,0.0,0.19,0.0,0.0,19.754,0.0,19.065,0.0,18.767,0.0,18.68,0.0,0.016,0.0,0.008,0.0,0.009,0.0,0.014,0.0,5.846,0.0,1.715,0.0,1.693,0.0,4.153,0.0,-0.693,0.0,4.317,0.0,0.071,0.0,0.387,0.0,0.114,0.0,0.449,0.0,0.16,0.0,0.648,0.0,0.014,0.0,0.01,0,7,14918.2265,0.06302,1,0.141
1411,894080,929408,223.142298,223.142593,-0.855167,-0.85262,14.235,14.378,201.837,47.8,15.007,18.838,0.0007,0.0034,16.38,19.22,0.004,0.067,13.85,18.233,0.001,0.032,90.998,91.083,0.1,0.492,-166.418,-166.909,0.101,0.512,0.0,0.0,0.0,0.0,0.0,19.246,0.0,18.777,0.0,18.592,0.0,18.533,0.0,0.013,0.0,0.009,0.0,0.005,0.0,0.014,0.0,4.531,0.0,2.592,0.0,0.552,0.0,3.979,0.0,-0.719,0.0,4.378,0.0,0.088,0.0,0.126,0.0,0.101,0.0,0.128,0.0,0.109,0.0,0.625,0.0,0.011,0.0,0.009,0,7,648.5272,0.00256,1,0.0
1412,1122688,1122560,234.621401,234.625477,52.197302,52.198124,14.589,14.607,539.936,216.611,13.795,16.91,0.0004,0.0014,14.981,16.985,0.004,0.009,12.717,16.698,0.001,0.008,-138.091,-138.474,0.046,0.118,21.741,23.054,0.056,0.139,0.0,0.0,0.0,0.0,0.0,16.981,0.0,16.952,0.0,17.011,0.0,17.104,0.0,0.002,0.0,0.005,0.0,0.004,0.0,0.005,0.0,2.221,0.0,1.892,0.0,1.311,0.0,0.91,0.0,-0.735,0.0,4.218,0.0,0.043,0.0,0.326,0.0,0.092,0.0,0.329,0.0,0.008,0.0,0.644,0.0,0.004,0.0,0.007,0,7,649.0469,0.00263,1,0.0
1413,620544,196224,334.6757,334.679422,3.320852,3.31726,14.691,14.639,121.807,126.072,16.344,16.857,0.0012,0.0012,18.176,16.947,0.035,0.007,15.035,16.669,0.005,0.006,-42.538,-42.156,0.203,0.188,7.996,9.665,0.19,0.173,0.0,0.0,0.0,0.0,0.0,16.905,0.0,16.897,0.0,16.986,0.0,17.084,0.0,0.004,0.0,0.004,0.0,0.003,0.0,0.005,0.0,2.519,0.0,1.684,0.0,1.743,0.0,0.777,0.0,-0.754,0.0,4.36,0.0,0.057,0.0,0.491,0.0,0.114,0.0,0.498,0.0,0.015,0.0,0.645,0.0,0.018,0.0,0.008,0,7,1266.5166,0.00517,1,0.0
1414,1177216,1613312,3.557411,3.558316,-7.337857,-7.33684,14.537,14.675,224.227,115.575,13.521,16.788,0.0007,0.0017,14.829,16.763,0.003,0.006,12.392,16.607,0.002,0.015,168.828,167.723,0.161,0.314,29.023,29.549,0.069,0.134,0.0,0.0,0.0,0.0,0.0,16.778,0.0,16.89,0.0,16.984,0.0,17.1,0.0,0.004,0.0,0.004,0.0,0.011,0.0,0.017,0.0,1.362,0.0,2.711,0.0,0.492,0.0,0.869,0.0,-0.706,0.0,4.299,0.0,0.009,0.0,0.114,0.0,0.118,0.0,0.12,0.0,0.016,0.0,0.639,0.0,0.009,0.0,0.006,0,7,335.9752,0.00136,1,0.0
1415,458368,3032960,59.597519,59.593765,25.650463,25.647817,14.607,14.678,75.173,59.358,10.542,18.345,0.0007,0.0017,11.126,18.612,0.002,0.018,9.852,17.819,0.001,0.015,119.681,122.121,0.127,0.364,-165.749,-165.955,0.072,0.245,-9.635,0.0,0.271,0.0,0.0,0.0,0.0,18.138,0.0,18.045,0.0,18.183,0.0,0.0,0.0,0.015,0.0,0.016,0.0,0.018,0.0,12.095,0.0,0.849,0.0,10.912,0.0,1.183,0.0,-1.396,0.0,4.931,0.0,0.246,0.0,1.132,0.0,0.038,0.0,1.135,0.0,0.025,0.0,0.398,0.0,0.028,0.0,0.015,0,7,1058.8203,0.0043,1,0.0
1416,2108288,1257984,168.552858,168.55498,-23.667868,-23.665832,14.642,14.752,191.207,28.667,15.944,19.385,0.0007,0.0041,17.674,19.89,0.007,0.073,14.679,18.682,0.001,0.025,85.139,83.152,0.132,1.259,-219.298,-220.543,0.09,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,0.0,19.01,0.0,18.972,0.0,0.0,0.0,0.23,0.0,0.009,0.0,0.06,0.0,8.282,0.0,1.372,0.0,3.712,0.0,4.57,0.0,-0.808,0.0,4.415,0.0,0.071,0.0,1.919,0.0,0.3,0.0,2.168,0.0,0.307,0.0,0.648,0.0,0.011,0.0,0.016,0,7,692.2158,0.00282,1,0.0
1417,963968,99968,182.733585,182.730236,-13.54299,-13.547991,15.042,14.891,131.856,30.047,16.289,19.42,0.0009,0.0041,18.092,19.9,0.015,0.061,14.991,18.633,0.003,0.032,-347.211,-348.346,0.225,1.025,-83.448,-83.119,0.19,0.827,0.0,0.0,0.0,0.0,0.0,20.191,0.0,0.0,0.0,0.0,0.0,18.897,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.008,0.0,7.562,0.0,1.668,0.0,1.902,0.0,5.66,0.0,-0.678,0.0,4.328,0.0,0.063,0.0,0.628,0.0,0.185,0.0,0.722,0.0,0.194,0.0,0.632,0.0,0.017,0.0,0.014,0,7,1428.1875,0.00597,1,0.0
1418,1290496,1282432,23.151212,23.157726,-27.744755,-27.741513,14.762,14.927,81.039,256.139,17.656,16.402,0.001,0.001,19.993,16.382,0.036,0.003,16.24,16.318,0.003,0.003,146.679,147.037,0.327,0.108,-123.034,-122.116,0.124,0.042,0.0,0.0,0.0,0.0,0.0,16.375,0.0,16.471,0.0,16.643,0.0,16.805,0.0,0.003,0.0,0.004,0.0,0.003,0.0,0.003,0.0,1.22,0.0,2.661,0.0,0.519,0.0,0.701,0.0,-0.688,0.0,4.177,0.0,0.031,0.0,0.122,0.0,0.099,0.0,0.124,0.0,0.009,0.0,0.642,0.0,0.009,0.0,0.007,0,7,1612.9143,0.00661,1,0.0
1419,2212096,2213376,67.404432,67.392217,-11.747421,-11.751845,15.134,14.999,471.873,285.445,11.588,15.519,0.0006,0.0004,12.408,15.452,0.001,0.002,10.735,15.604,0.001,0.002,17.605,17.325,0.042,0.072,7.756,8.473,0.034,0.048,-5.342,0.0,0.282,0.0,0.0,15.38,0.0,15.643,0.0,15.912,0.0,16.155,0.0,0.002,0.0,0.004,0.0,0.004,0.0,0.004,0.0,1.599,0.0,1.842,0.0,1.401,0.0,0.198,0.0,-0.746,0.0,4.25,0.0,0.04,0.0,0.381,0.0,0.112,0.0,0.379,0.0,0.005,0.0,0.644,0.0,0.005,0.0,0.008,0,7,3033.1469,0.01275,1,0.003
1420,636032,635776,141.37923,141.380074,0.302437,0.304074,15.286,15.008,361.398,32.833,14.352,19.253,0.0005,0.0055,15.308,19.688,0.003,0.076,13.397,18.525,0.002,0.077,-67.812,-70.42,0.082,0.817,-574.611,-575.105,0.068,0.708,0.0,0.0,0.0,0.0,0.0,19.943,0.0,19.145,0.0,18.76,0.0,18.587,0.0,0.019,0.0,0.015,0.0,0.01,0.0,0.032,0.0,8.239,0.0,1.303,0.0,3.678,0.0,4.561,0.0,-0.713,0.0,4.195,0.0,0.148,0.0,1.292,0.0,0.124,0.0,1.405,0.0,0.174,0.0,0.639,0.0,0.006,0.0,0.011,0,7,433.6552,0.00184,1,0.0
1421,1320576,19328,126.562795,126.548563,32.890299,32.832976,15.695,15.154,267.785,71.693,14.08,18.103,0.0005,0.0019,15.435,18.388,0.006,0.021,12.934,17.638,0.002,0.019,-34.993,-36.475,0.099,0.343,-108.692,-108.84,0.068,0.229,0.0,0.0,0.0,0.0,0.0,18.411,0.0,18.092,0.0,17.96,0.0,17.952,0.0,0.007,0.0,0.006,0.0,0.005,0.0,0.004,0.0,3.285,0.0,2.233,0.0,0.869,0.0,2.416,0.0,-0.596,0.0,4.151,0.0,0.068,0.0,0.187,0.0,0.084,0.0,0.206,0.0,0.074,0.0,0.559,0.0,0.008,0.0,0.009,0,7,13431.6592,0.05856,1,0.122
1422,1293184,1292928,193.14172,193.13267,13.543058,13.544865,14.937,15.282,257.787,84.065,10.362,17.97,0.0003,0.0015,10.851,18.207,0.0,0.019,9.741,17.477,0.0,0.018,-40.693,-41.376,0.152,0.412,41.175,39.098,0.079,0.269,-58.687,0.0,0.705,0.0,0.0,18.237,0.0,17.95,0.0,17.862,0.0,17.835,0.0,0.006,0.0,0.004,0.0,0.005,0.0,0.008,0.0,3.307,0.0,1.803,0.0,1.479,0.0,1.828,0.0,-0.715,0.0,4.234,0.0,0.063,0.0,0.344,0.0,0.085,0.0,0.355,0.0,0.03,0.0,0.646,0.0,0.008,0.0,0.009,0,7,2164.8534,0.00898,1,0.0
1423,1437696,1225344,76.423245,76.426867,9.67695,9.678456,15.492,15.376,303.564,58.265,13.389,18.413,0.0005,0.003,14.628,18.703,0.003,0.026,12.295,17.96,0.003,0.034,13.734,14.584,0.081,0.42,-24.448,-26.347,0.057,0.311,53.18,0.0,2.09,0.0,0.0,18.72,0.0,18.394,0.0,18.265,0.0,18.258,0.0,0.008,0.0,0.011,0.0,0.008,0.0,0.007,0.0,3.207,0.0,2.142,0.0,0.985,0.0,2.221,0.0,-0.611,0.0,4.534,0.0,0.065,0.0,0.239,0.0,0.14,0.0,0.286,0.0,0.106,0.0,0.616,0.0,0.007,0.0,0.012,0,7,900.4261,0.00387,1,0.0
1424,2795904,494848,75.663635,75.66479,3.715225,3.711415,15.01,15.378,279.615,35.918,14.514,19.509,0.0004,0.004,15.875,19.969,0.004,0.057,13.365,18.696,0.002,0.043,112.099,111.949,0.092,0.805,-125.368,-124.183,0.065,0.585,0.0,0.0,0.0,0.0,0.0,20.152,0.0,19.386,0.0,19.061,0.0,18.99,0.0,0.027,0.0,0.011,0.0,0.013,0.0,0.017,0.0,7.359,0.0,2.661,0.0,0.535,0.0,6.824,0.0,-0.618,0.0,4.288,0.0,0.122,0.0,0.13,0.0,0.149,0.0,0.139,0.0,0.117,0.0,0.634,0.0,0.007,0.0,0.011,0,7,954.5651,0.00398,1,0.0
1425,12493184,12494592,222.406077,222.388494,-30.488619,-30.48873,15.461,15.401,120.034,116.525,15.021,16.468,0.0006,0.0011,16.54,16.503,0.006,0.006,13.812,16.334,0.001,0.006,11.754,11.518,0.181,0.214,-97.427,-96.673,0.16,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.523,0.0,0.0,0.0,16.779,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.008,0.0,2.195,0.0,1.711,0.0,1.682,0.0,0.513,0.0,-0.761,0.0,4.485,0.0,0.118,0.0,0.499,0.0,0.138,0.0,0.501,0.0,0.01,0.0,0.639,0.0,0.018,0.0,0.01,0,7,3528.1404,0.01515,1,0.005
1426,863232,4917120,101.114338,101.119161,-28.545581,-28.54433,15.343,15.433,542.517,282.471,10.353,16.441,0.0004,0.0008,10.9,16.496,0.001,0.004,9.69,16.29,0.001,0.006,-111.963,-112.846,0.036,0.079,-94.68,-98.253,0.04,0.078,18.055,0.0,0.191,0.0,0.0,16.461,0.0,16.491,0.0,16.594,0.0,16.741,0.0,0.004,0.0,0.002,0.0,0.005,0.0,0.006,0.0,2.932,0.0,1.478,0.0,2.396,0.0,0.536,0.0,-0.774,0.0,4.418,0.0,0.108,0.0,0.668,0.0,0.082,0.0,0.669,0.0,0.003,0.0,0.641,0.0,0.004,0.0,0.008,0,7,1036.5993,0.00442,1,0.0
1427,932992,1188096,4.32571,4.324531,-19.338823,-19.337072,15.504,15.526,287.852,263.758,9.93,15.133,0.0008,0.0007,10.435,15.029,0.002,0.004,9.313,15.241,0.002,0.004,-88.928,-95.332,0.078,0.086,-25.249,-26.056,0.061,0.068,9.606,0.0,0.412,0.0,0.0,14.946,0.0,15.261,0.0,15.472,0.0,15.783,0.0,0.002,0.0,0.002,0.0,0.023,0.0,0.024,0.0,1.791,0.0,1.721,0.0,1.671,0.0,0.12,0.0,-0.74,0.0,4.121,0.0,0.059,0.0,0.514,0.0,0.151,0.0,0.512,0.0,0.004,0.0,0.625,0.0,0.007,0.0,0.009,0,7,481.8377,0.00208,1,0.0
1428,1566848,1111296,114.824108,114.832441,20.148575,20.141537,15.488,15.529,348.063,184.955,7.163,15.971,0.0003,0.001,7.391,15.919,0.002,0.003,6.851,16.004,0.003,0.005,-20.817,-21.722,0.079,0.118,6.795,8.742,0.075,0.109,-1.781,0.0,0.215,0.0,0.0,15.847,0.0,16.065,0.0,16.288,0.0,16.496,0.0,0.01,0.0,0.004,0.0,0.003,0.0,0.007,0.0,0.839,0.0,2.847,0.0,0.427,0.0,0.412,0.0,-0.69,0.0,4.166,0.0,0.06,0.0,0.089,0.0,0.087,0.0,0.087,0.0,0.008,0.0,0.639,0.0,0.006,0.0,0.008,0,7,2445.9964,0.01052,1,0.0
1429,1351808,467328,265.476288,265.504039,75.102777,75.098351,15.355,15.54,185.726,278.644,16.632,16.747,0.001,0.0012,18.649,16.841,0.022,0.005,15.319,16.549,0.005,0.005,10.47,9.737,0.145,0.099,-95.576,-94.502,0.21,0.155,0.0,0.0,0.0,0.0,0.0,16.826,0.0,16.803,0.0,16.862,0.0,16.986,0.0,0.003,0.0,0.006,0.0,0.003,0.0,0.007,0.0,2.643,0.0,1.651,0.0,1.825,0.0,0.819,0.0,-0.732,0.0,4.187,0.0,0.041,0.0,0.48,0.0,0.095,0.0,0.483,0.0,0.008,0.0,0.636,0.0,0.007,0.0,0.008,0,7,1968.5808,0.0084,1,0.0
1430,1993216,458880,224.473459,224.467279,29.874852,29.878546,15.468,15.586,546.578,85.732,9.617,18.539,0.0001,0.0017,10.049,18.894,0.001,0.018,9.054,17.909,0.001,0.013,54.614,54.414,0.045,0.276,-198.478,-199.262,0.049,0.33,2.025,0.0,0.33,0.0,0.0,18.92,0.0,18.434,0.0,18.267,0.0,18.219,0.0,0.012,0.0,0.015,0.0,0.015,0.0,0.008,0.0,4.269,0.0,2.214,0.0,0.844,0.0,3.424,0.0,-0.752,0.0,4.113,0.0,0.084,0.0,0.195,0.0,0.08,0.0,0.212,0.0,0.091,0.0,0.624,0.0,0.004,0.0,0.008,0,7,1514.8843,0.00651,1,0.0
1431,2230144,2229632,102.777948,102.783904,55.255573,55.254736,15.669,15.695,414.297,166.484,12.857,16.776,0.0004,0.0009,13.957,16.867,0.002,0.005,11.829,16.564,0.001,0.006,55.217,53.467,0.051,0.125,-10.921,-9.812,0.039,0.088,-25.547,0.0,0.589,0.0,0.0,16.849,0.0,16.821,0.0,16.867,0.0,16.967,0.0,0.004,0.0,0.006,0.0,0.004,0.0,0.005,0.0,3.427,0.0,1.436,0.0,2.629,0.0,0.798,0.0,-0.758,0.0,4.213,0.0,0.053,0.0,0.822,0.0,0.09,0.0,0.825,0.0,0.007,0.0,0.625,0.0,0.005,0.0,0.008,0,7,803.1784,0.0035,1,0.0
1432,763008,762112,339.739248,339.74444,13.219497,13.21755,15.599,15.722,176.315,133.627,15.673,16.972,0.0012,0.0011,17.349,17.07,0.01,0.01,14.41,16.722,0.006,0.011,106.641,106.73,0.121,0.156,-68.733,-68.254,0.112,0.135,0.0,0.0,0.0,0.0,0.0,17.058,0.0,16.999,0.0,17.041,0.0,17.125,0.0,0.004,0.0,0.003,0.0,0.002,0.0,0.006,0.0,2.59,0.0,1.716,0.0,1.642,0.0,0.948,0.0,-0.752,0.0,4.191,0.0,0.054,0.0,0.388,0.0,0.094,0.0,0.392,0.0,0.013,0.0,0.627,0.0,0.012,0.0,0.007,0,7,1250.0766,0.00542,1,0.0
1433,3305856,3307136,345.650723,345.66128,76.503993,76.501249,15.742,15.727,466.951,191.366,8.622,16.23,0.0015,0.0013,9.002,16.169,0.005,0.007,8.105,16.219,0.004,0.006,152.88,150.442,0.056,0.117,45.298,44.978,0.051,0.103,0.0,0.0,0.0,0.0,0.0,16.07,0.0,16.196,0.0,16.412,0.0,16.556,0.0,0.012,0.0,0.012,0.0,0.029,0.0,0.014,0.0,1.883,0.0,1.733,0.0,1.593,0.0,0.289,0.0,-0.803,0.0,4.669,0.0,0.096,0.0,0.439,0.0,0.115,0.0,0.436,0.0,0.007,0.0,0.638,0.0,0.005,0.0,0.014,0,7,843.3016,0.00369,1,0.0
1434,3051392,3050496,310.30088,310.302948,-26.468493,-26.470567,15.833,15.975,319.831,146.694,10.547,16.712,0.0004,0.0011,11.147,16.694,0.001,0.006,9.839,16.57,0.001,0.009,37.12,38.389,0.071,0.153,-111.202,-112.044,0.04,0.088,6.738,0.0,0.36,0.0,0.0,16.728,0.0,16.712,0.0,16.806,0.0,16.92,0.0,0.003,0.0,0.009,0.0,0.007,0.0,0.014,0.0,2.331,0.0,1.713,0.0,1.657,0.0,0.674,0.0,-0.766,0.0,4.374,0.0,0.072,0.0,0.436,0.0,0.104,0.0,0.438,0.0,0.006,0.0,0.656,0.0,0.007,0.0,0.008,0,7,632.0237,0.00278,1,0.0
1435,755840,182144,176.097091,176.095559,66.403623,66.396651,16.043,16.078,543.597,163.423,8.733,17.607,0.0002,0.0018,9.106,17.748,0.002,0.011,8.241,17.316,0.002,0.009,-41.877,-42.679,0.05,0.171,-38.215,-37.73,0.047,0.166,-21.837,0.0,0.174,0.0,0.0,17.724,0.0,17.596,0.0,17.596,0.0,17.677,0.0,0.009,0.0,0.004,0.0,0.008,0.0,0.007,0.0,2.806,0.0,3.537,0.0,0.243,0.0,2.563,0.0,-0.636,0.0,4.006,0.0,0.065,0.0,0.046,0.0,0.083,0.0,0.037,0.0,0.045,0.0,0.657,0.0,0.004,0.0,0.006,0,7,1570.4477,0.007,1,0.0
1436,1561472,215168,85.504154,85.521085,82.327922,82.33144,16.069,16.178,328.053,116.286,14.977,18.012,0.0005,0.0016,16.58,18.251,0.005,0.038,13.748,17.539,0.002,0.018,18.044,15.975,0.08,0.195,-153.008,-154.385,0.102,0.229,0.0,0.0,0.0,0.0,0.0,18.321,0.0,17.988,0.0,17.849,0.0,17.848,0.0,0.008,0.0,0.008,0.0,0.011,0.0,0.008,0.0,3.466,0.0,1.785,0.0,1.499,0.0,1.967,0.0,-0.735,0.0,4.164,0.0,0.069,0.0,0.332,0.0,0.082,0.0,0.345,0.0,0.033,0.0,0.616,0.0,0.006,0.0,0.009,0,7,936.858,0.00418,1,0.0
1437,2757888,940672,161.785531,161.776422,-27.606931,-27.611543,16.186,16.265,229.629,56.223,11.335,18.611,0.0011,0.0016,12.148,18.99,0.001,0.02,10.499,18.028,0.001,0.01,-93.753,-94.14,0.091,0.412,-97.249,-96.652,0.096,0.463,8.974,0.0,0.267,0.0,0.0,19.007,0.0,18.538,0.0,18.377,0.0,18.312,0.0,0.017,0.0,0.01,0.0,0.006,0.0,0.011,0.0,4.25,0.0,2.094,0.0,1.009,0.0,3.241,0.0,-0.709,0.0,4.231,0.0,0.07,0.0,0.239,0.0,0.096,0.0,0.266,0.0,0.114,0.0,0.637,0.0,0.009,0.0,0.009,0,7,2067.7514,0.0093,1,0.0
1438,1777536,1713664,314.244808,314.181751,-16.643678,-16.682657,16.673,16.355,555.232,60.395,13.355,18.602,0.0003,0.0021,14.445,19.031,0.002,0.017,12.32,17.943,0.001,0.01,-38.751,-38.737,0.051,0.5,-27.638,-26.565,0.032,0.473,31.636,0.0,1.684,0.0,0.0,19.122,0.0,18.542,0.0,18.307,0.0,18.226,0.0,0.011,0.0,0.007,0.0,0.005,0.0,0.004,0.0,4.999,0.0,1.641,0.0,1.843,0.0,3.156,0.0,-0.711,0.0,4.055,0.0,0.061,0.0,0.412,0.0,0.07,0.0,0.438,0.0,0.092,0.0,0.638,0.0,0.004,0.0,0.008,0,7,15523.3412,0.07189,1,0.148
1439,1447296,1446912,222.982271,222.984599,42.361912,42.361488,16.332,16.523,317.689,385.499,15.387,16.204,0.0008,0.0009,17.185,16.253,0.005,0.004,14.09,16.065,0.002,0.003,-69.815,-70.747,0.086,0.07,-61.366,-58.148,0.085,0.069,0.0,0.0,0.0,0.0,0.0,16.221,0.0,16.252,0.0,16.376,0.0,16.52,0.0,0.002,0.0,0.005,0.0,0.002,0.0,0.004,0.0,2.394,0.0,1.668,0.0,1.756,0.0,0.638,0.0,-0.761,0.0,3.978,0.0,0.049,0.0,0.439,0.0,0.089,0.0,0.441,0.0,0.005,0.0,0.629,0.0,0.005,0.0,0.007,0,7,390.5707,0.00177,1,0.0
1440,1522432,92928,246.881642,246.879007,49.003072,48.98888,16.273,16.531,685.808,89.344,10.897,18.679,0.0004,0.0026,11.627,19.162,0.001,0.042,10.096,18.097,0.001,0.018,-90.747,-88.141,0.037,0.327,74.475,73.472,0.043,0.356,-59.015,0.0,0.317,0.0,0.0,19.139,0.0,18.622,0.0,18.41,0.0,18.348,0.0,0.008,0.0,0.004,0.0,0.004,0.0,0.01,0.0,5.282,0.0,2.907,0.0,0.407,0.0,4.875,0.0,-0.649,0.0,3.984,0.0,0.07,0.0,0.077,0.0,0.072,0.0,0.078,0.0,0.048,0.0,0.618,0.0,0.003,0.0,0.007,0,7,3162.849,0.0143,1,0.003
