,ID1,ID2,RA1deg,RA2deg,DE1deg,DE2deg,plx1,plx2,e_plx1,e_plx2,Gmag1,Gmag2,e_Gmag1,e_Gmag2,Bpmag1,Bpmag2,e_Bpmag1,e_Bpmag2,Rpmag1,Rpmag2,e_Rpmag1,e_Rpmag2,pmRA1,pmRA2,e_pmRA1,e_pmRA2,pmDE1,pmDE2,e_pmDE1,e_pmDE2,RVel1,RVel2,e_RVel1,e_RVel2,gmag1,gmag2,rmag1,rmag2,imag1,imag2,zmag1,zmag2,e_gmag1,e_gmag2,e_rmag1,e_rmag2,e_imag1,e_imag2,e_zmag1,e_zmag2,Age1,Age2,ZMass1,ZMass2,PreAge1,PreAge2,CoolAge1,CoolAge2,[Fe/H]1,[Fe/H]2,DM1,DM2,Av1,Av2,e_Age1,e_Age2,e_ZMass1,e_ZMass2,e_PreAge1,e_PreAge2,e_CoolAge1,e_CoolAge2,e_[Fe/H]1,e_[Fe/H]2,e_DM1,e_DM2,e_Av1,e_Av2,Nb1,Nb2,Sep,PDis,Type,PCont
485,595456,478464,42.005671,42.005075,4.714519,4.716223,4.396,4.376,40.505,23.457,17.106,18.135,0.0015,0.0023,18.591,18.087,0.029,0.015,15.92,18.177,0.004,0.04,53.567,53.825,0.205,0.366,-14.941,-14.039,0.162,0.282,0.0,0.0,0.0,0.0,0.0,17.996,0.0,18.222,0.0,18.502,0.0,18.71,0.0,0.008,0.0,0.007,0.0,0.006,0.0,0.014,0.0,4.771,0.0,1.237,0.0,4.588,0.0,0.183,0.0,-0.802,0.0,6.955,0.0,0.056,0.0,2.5,0.0,0.191,0.0,2.503,0.0,0.012,0.0,0.623,0.0,0.047,0.0,0.011,0,7,1477.5663,0.0018,1,0.0
486,2724992,2988288,345.49052,345.484815,35.338738,35.336395,2.991,4.377,153.788,5.315,13.503,20.36,0.0002,0.005,14.007,20.478,0.001,0.068,12.862,20.039,0.001,0.074,-35.166,-36.251,0.02,0.896,-20.706,-21.945,0.025,1.304,0.0,0.0,0.0,0.0,0.0,20.344,0.0,20.321,0.0,20.357,0.0,20.456,0.0,0.022,0.0,0.021,0.0,0.017,0.0,0.081,0.0,5.212,0.0,1.245,0.0,4.548,0.0,0.664,0.0,-0.808,0.0,7.949,0.0,0.136,0.0,2.422,0.0,0.21,0.0,2.429,0.0,0.013,0.0,0.628,0.0,0.014,0.0,0.014,0,7,6270.9142,0.00521,1,0.034
487,35584,34944,137.379001,137.381133,22.501432,22.49838,4.799,4.378,28.54,8.571,17.653,19.443,0.0011,0.0047,19.125,19.437,0.029,0.033,16.45,19.189,0.006,0.055,0.759,-0.843,0.241,0.689,-11.686,-10.185,0.158,0.445,0.0,0.0,0.0,0.0,0.0,19.447,0.0,19.477,0.0,19.581,0.0,19.701,0.0,0.015,0.0,0.009,0.0,0.013,0.0,0.026,0.0,1.428,0.0,2.932,0.0,0.424,0.0,1.004,0.0,-0.619,0.0,6.787,0.0,0.057,0.0,0.103,0.0,0.305,0.0,0.148,0.0,0.095,0.0,0.628,0.0,0.074,0.0,0.012,0,7,2724.6473,0.00363,1,0.001
488,1496960,192640,250.365064,250.371032,74.076828,74.072716,4.559,4.382,131.525,20.295,15.742,19.022,0.0007,0.0041,16.813,18.977,0.005,0.041,14.705,18.889,0.002,0.042,-39.407,-40.536,0.079,0.535,53.336,53.946,0.082,0.505,0.0,0.0,0.0,0.0,0.0,19.027,0.0,19.062,0.0,19.2,0.0,19.334,0.0,0.012,0.0,0.009,0.0,0.009,0.0,0.015,0.0,2.257,0.0,1.74,0.0,1.632,0.0,0.624,0.0,-0.737,0.0,6.826,0.0,0.049,0.0,0.492,0.0,0.149,0.0,0.498,0.0,0.012,0.0,0.643,0.0,0.016,0.0,0.011,0,7,3495.134,0.00443,1,0.005
489,745728,518656,207.019481,207.019735,22.292796,22.295935,4.44,4.386,48.872,14.491,16.63,18.921,0.0008,0.0022,17.897,18.922,0.011,0.013,15.512,18.861,0.003,0.018,27.52,26.851,0.121,0.43,-6.114,-6.065,0.099,0.368,0.0,0.0,0.0,0.0,0.0,18.878,0.0,18.976,0.0,19.135,0.0,19.299,0.0,0.008,0.0,0.007,0.0,0.009,0.0,0.014,0.0,1.417,0.0,2.276,0.0,0.814,0.0,0.603,0.0,-0.742,0.0,6.819,0.0,0.056,0.0,0.259,0.0,0.191,0.0,0.277,0.0,0.032,0.0,0.664,0.0,0.045,0.0,0.008,0,7,2552.3856,0.00315,1,0.0
490,671488,671360,137.729691,137.735344,9.785406,9.781959,4.464,4.388,56.053,10.833,14.532,19.152,0.0009,0.0043,15.457,19.071,0.004,0.052,13.578,19.253,0.002,0.071,-28.324,-28.339,0.142,0.688,-5.404,-2.964,0.125,0.739,0.0,0.0,0.0,0.0,0.0,19.006,0.0,19.245,0.0,19.504,0.0,19.741,0.0,0.01,0.0,0.01,0.0,0.013,0.0,0.039,0.0,0.65,0.0,4.739,0.0,0.118,0.0,0.532,0.0,-0.67,0.0,7.01,0.0,0.06,0.0,0.03,0.0,0.18,0.0,0.014,0.0,0.024,0.0,0.656,0.0,0.037,0.0,0.012,0,7,5283.3775,0.00655,1,0.016
491,801664,106240,218.674704,218.673283,-5.261648,-5.261236,3.802,4.388,24.66,10.928,17.067,18.956,0.0014,0.0041,18.397,18.898,0.027,0.061,15.913,18.859,0.007,0.06,-10.124,-9.889,0.251,0.744,-2.562,-3.163,0.304,0.911,0.0,0.0,0.0,0.0,0.0,18.886,0.0,19.017,0.0,19.21,0.0,19.358,0.0,0.011,0.0,0.008,0.0,0.008,0.0,0.021,0.0,3.668,0.0,1.434,0.0,3.277,0.0,0.391,0.0,-0.779,0.0,7.276,0.0,0.056,0.0,2.107,0.0,0.285,0.0,2.128,0.0,0.031,0.0,0.644,0.0,0.077,0.0,0.012,0,7,1395.4384,0.00147,1,0.0
492,617088,271104,36.026767,36.022074,-4.372746,-4.371218,4.521,4.4,112.801,20.898,10.865,18.4,0.0006,0.003,11.179,18.294,0.001,0.034,10.421,18.293,0.001,0.05,37.441,38.165,0.07,0.394,1.404,1.578,0.065,0.326,11.259,0.0,0.274,0.0,0.0,18.264,0.0,18.459,0.0,18.68,0.0,18.897,0.0,0.011,0.0,0.008,0.0,0.008,0.0,0.017,0.0,1.562,0.0,1.934,0.0,1.248,0.0,0.314,0.0,-0.738,0.0,6.806,0.0,0.068,0.0,0.36,0.0,0.134,0.0,0.357,0.0,0.011,0.0,0.646,0.0,0.019,0.0,0.01,0,7,3919.9543,0.00492,1,0.006
493,685184,1065728,329.711785,329.720645,29.787116,29.791654,4.314,4.401,49.505,16.611,12.335,18.591,0.0013,0.0026,12.747,18.529,0.002,0.037,11.668,18.583,0.004,0.029,11.818,12.972,0.157,0.393,-28.344,-28.883,0.135,0.393,0.0,0.0,0.0,0.0,0.0,18.501,0.0,18.679,0.0,18.887,0.0,19.084,0.0,0.006,0.0,0.005,0.0,0.016,0.0,0.016,0.0,4.707,0.0,1.253,0.0,4.398,0.0,0.309,0.0,-0.757,0.0,7.106,0.0,0.046,0.0,2.324,0.0,0.17,0.0,2.33,0.0,0.016,0.0,0.633,0.0,0.044,0.0,0.011,0,7,7450.9075,0.00893,1,0.053
494,1219328,2050304,210.570137,210.570021,17.632146,17.633185,4.13,4.402,34.759,24.148,17.205,18.16,0.001,0.0019,18.627,18.101,0.021,0.011,16.027,18.209,0.004,0.019,-39.71,-40.021,0.197,0.306,-6.781,-6.784,0.185,0.291,0.0,0.0,0.0,0.0,0.0,17.989,0.0,18.259,0.0,18.532,0.0,18.749,0.0,0.011,0.0,0.006,0.0,0.009,0.0,0.01,0.0,3.428,0.0,1.379,0.0,3.262,0.0,0.167,0.0,-0.742,0.0,7.008,0.0,0.065,0.0,1.529,0.0,0.203,0.0,1.534,0.0,0.012,0.0,0.61,0.0,0.055,0.0,0.009,0,7,910.9648,0.00104,1,0.0
495,1114368,437120,181.38708,181.387153,28.179499,28.182349,4.15,4.407,154.849,18.077,13.687,18.373,0.0003,0.0022,14.298,18.328,0.002,0.015,12.959,18.369,0.001,0.023,-66.577,-66.992,0.045,0.387,7.154,6.978,0.051,0.512,0.0,0.0,0.0,0.0,0.0,18.239,0.0,18.453,0.0,18.687,0.0,18.91,0.0,0.005,0.0,0.007,0.0,0.008,0.0,0.017,0.0,2.676,0.0,1.479,0.0,2.428,0.0,0.249,0.0,-0.771,0.0,6.975,0.0,0.057,0.0,0.754,0.0,0.112,0.0,0.752,0.0,0.007,0.0,0.636,0.0,0.013,0.0,0.009,0,7,2472.7324,0.00285,1,0.0
496,1786368,62464,272.920036,272.899441,54.697872,54.702503,4.471,4.41,189.009,34.772,12.708,18.126,0.0002,0.0021,13.171,18.104,0.001,0.013,12.108,18.182,0.001,0.017,-10.168,-10.093,0.045,0.226,-65.848,-65.971,0.04,0.228,-13.436,0.0,1.448,0.0,0.0,17.989,0.0,18.229,0.0,18.495,0.0,18.736,0.0,0.007,0.0,0.007,0.0,0.004,0.0,0.015,0.0,2.0,0.0,1.659,0.0,1.789,0.0,0.211,0.0,-0.793,0.0,6.829,0.0,0.053,0.0,0.538,0.0,0.127,0.0,0.536,0.0,0.006,0.0,0.636,0.0,0.011,0.0,0.009,0,7,10282.7142,0.01277,1,0.088
497,983168,983424,1.040251,1.043513,-20.038858,-20.039685,3.206,4.411,22.02,5.612,17.366,19.73,0.0011,0.0057,18.633,19.786,0.017,0.056,16.267,19.489,0.005,0.073,54.274,53.258,0.181,0.764,4.161,4.423,0.147,0.803,0.0,0.0,0.0,0.0,0.0,19.688,0.0,19.748,0.0,19.891,0.0,20.012,0.0,0.01,0.0,0.012,0.0,0.016,0.0,0.036,0.0,1.798,0.0,2.081,0.0,1.166,0.0,0.632,0.0,-0.699,0.0,7.538,0.0,0.074,0.0,0.651,0.0,0.353,0.0,0.698,0.0,0.066,0.0,0.62,0.0,0.094,0.0,0.01,0,7,3564.0929,0.00317,1,0.005
498,3385344,1965824,65.395039,65.38799,68.351788,68.352939,4.237,4.416,113.049,5.119,15.694,20.596,0.0004,0.0069,16.699,20.821,0.003,0.089,14.705,20.216,0.001,0.086,21.353,21.245,0.035,0.756,-13.878,-13.132,0.061,1.309,0.0,0.0,0.0,0.0,0.0,20.695,0.0,20.534,0.0,20.486,0.0,20.345,0.0,0.027,0.0,0.008,0.0,0.014,0.0,0.112,0.0,5.82,0.0,1.27,0.0,4.977,0.0,0.844,0.0,-0.847,0.0,7.911,0.0,0.077,0.0,3.139,0.0,0.325,0.0,3.165,0.0,0.038,0.0,0.625,0.0,0.019,0.0,0.034,0,7,2416.5177,0.00284,1,0.0
499,1558400,732288,165.846188,165.850779,-18.917892,-18.91838,3.672,4.416,68.974,6.553,16.106,20.208,0.0006,0.0058,17.187,20.491,0.008,0.065,15.078,20.009,0.002,0.079,-50.996,-48.113,0.121,1.451,6.999,7.382,0.089,1.135,0.0,0.0,0.0,0.0,0.0,20.355,0.0,20.172,0.0,20.191,0.0,20.246,0.0,0.024,0.0,0.016,0.0,0.018,0.0,0.037,0.0,5.896,0.0,1.208,0.0,4.922,0.0,0.975,0.0,-0.818,0.0,7.297,0.0,0.089,0.0,2.538,0.0,0.193,0.0,2.554,0.0,0.029,0.0,0.631,0.0,0.031,0.0,0.013,0,7,4284.9811,0.00437,1,0.008
500,826368,367232,8.116226,8.114547,33.609869,33.61344,4.203,4.417,27.334,15.18,17.171,18.356,0.001,0.0022,18.464,18.37,0.015,0.016,16.041,18.397,0.002,0.015,-25.604,-23.626,0.188,0.359,-33.448,-32.445,0.199,0.379,0.0,0.0,0.0,0.0,0.0,18.264,0.0,18.461,0.0,18.68,0.0,18.871,0.0,0.005,0.0,0.011,0.0,0.007,0.0,0.016,0.0,7.827,0.0,1.023,0.0,7.576,0.0,0.25,0.0,-0.962,0.0,7.041,0.0,0.053,0.0,2.859,0.0,0.156,0.0,2.868,0.0,0.017,0.0,0.607,0.0,0.055,0.0,0.009,0,7,3284.7039,0.00384,1,0.004
501,783232,1211008,293.89972,293.902604,36.094915,36.093831,4.256,4.426,83.346,6.965,16.252,20.394,0.0007,0.0075,17.479,20.585,0.008,0.095,15.106,20.287,0.003,0.081,22.454,23.028,0.079,1.133,-9.323,-9.291,0.094,1.138,0.0,0.0,0.0,0.0,0.0,20.613,0.0,20.419,0.0,20.336,0.0,20.471,0.0,0.024,0.0,0.012,0.0,0.029,0.0,0.084,0.0,5.547,0.0,1.269,0.0,4.379,0.0,1.168,0.0,-0.845,0.0,7.267,0.0,0.042,0.0,2.491,0.0,0.23,0.0,2.516,0.0,0.038,0.0,0.639,0.0,0.027,0.0,0.013,0,7,2174.1718,0.00257,1,0.0
502,4962176,181504,88.257619,88.255296,-17.83689,-17.83536,4.204,4.431,83.308,9.012,15.969,19.907,0.0006,0.0043,17.149,20.006,0.004,0.035,14.894,19.679,0.001,0.041,16.381,16.169,0.068,0.721,16.3,16.844,0.087,1.126,0.0,0.0,0.0,0.0,0.0,19.904,0.0,19.938,0.0,19.946,0.0,20.073,0.0,0.038,0.0,0.015,0.0,0.019,0.0,0.044,0.0,2.008,0.0,2.176,0.0,1.012,0.0,0.996,0.0,-0.67,0.0,7.111,0.0,0.075,0.0,0.501,0.0,0.325,0.0,0.529,0.0,0.044,0.0,0.638,0.0,0.026,0.0,0.016,0,7,2302.4161,0.00269,1,0.0
503,1174656,447616,140.457192,140.457071,-15.702339,-15.700628,3.439,4.437,30.99,5.995,17.14,19.676,0.0011,0.0058,18.396,19.701,0.023,0.057,16.016,19.589,0.004,0.052,3.729,4.775,0.158,0.99,-15.019,-15.8,0.161,0.995,0.0,0.0,0.0,0.0,0.0,19.651,0.0,19.719,0.0,19.818,0.0,19.939,0.0,0.017,0.0,0.021,0.0,0.012,0.0,0.026,0.0,2.466,0.0,1.736,0.0,1.857,0.0,0.609,0.0,-0.703,0.0,7.493,0.0,0.077,0.0,1.038,0.0,0.29,0.0,1.066,0.0,0.044,0.0,0.64,0.0,0.07,0.0,0.013,0,7,1795.3962,0.00171,1,0.0
504,4333568,488192,222.142591,222.150292,41.128445,41.116676,4.465,4.443,55.592,32.494,16.209,18.241,0.001,0.0016,17.514,18.208,0.008,0.014,15.083,18.314,0.003,0.021,-32.833,-32.895,0.115,0.21,3.073,3.394,0.119,0.213,0.0,0.0,0.0,0.0,0.0,18.107,0.0,18.349,0.0,18.609,0.0,18.82,0.0,0.007,0.0,0.012,0.0,0.005,0.0,0.014,0.0,1.334,0.0,2.05,0.0,1.08,0.0,0.254,0.0,-0.744,0.0,6.8,0.0,0.049,0.0,0.357,0.0,0.182,0.0,0.361,0.0,0.013,0.0,0.637,0.0,0.039,0.0,0.008,0,7,10579.1,0.01312,1,0.091
505,1107200,982272,221.335666,221.337785,-14.07008,-14.067241,4.338,4.449,59.847,12.075,16.231,19.217,0.001,0.005,17.406,19.233,0.017,0.037,15.145,18.965,0.004,0.052,-65.209,-65.479,0.132,0.724,37.16,37.548,0.118,0.686,0.0,0.0,0.0,0.0,0.0,19.206,0.0,19.252,0.0,19.329,0.0,19.431,0.0,0.007,0.0,0.008,0.0,0.017,0.0,0.026,0.0,6.163,0.0,1.144,0.0,5.604,0.0,0.559,0.0,-0.815,0.0,7.091,0.0,0.072,0.0,2.52,0.0,0.152,0.0,2.53,0.0,0.017,0.0,0.634,0.0,0.034,0.0,0.011,0,7,2909.2398,0.00351,1,0.002
506,1097216,221312,224.31513,224.343999,80.476236,80.483204,4.306,4.454,160.401,33.419,11.643,18.033,0.0002,0.0019,11.983,17.972,0.001,0.017,11.16,18.096,0.001,0.021,9.896,10.281,0.043,0.225,40.783,40.953,0.052,0.255,8.263,0.0,1.048,0.0,0.0,17.907,0.0,18.159,0.0,18.404,0.0,18.654,0.0,0.008,0.0,0.005,0.0,0.005,0.0,0.019,0.0,5.762,0.0,1.132,0.0,5.589,0.0,0.173,0.0,-0.795,0.0,6.917,0.0,0.035,0.0,2.22,0.0,0.115,0.0,2.217,0.0,0.006,0.0,0.607,0.0,0.013,0.0,0.01,0,7,7061.9374,0.00845,1,0.047
507,753280,535424,147.37517,147.382284,-4.355604,-4.356659,4.45,4.457,85.396,13.759,11.612,19.02,0.0004,0.0039,11.962,19.026,0.001,0.039,11.113,18.909,0.001,0.062,-4.442,-4.269,0.069,0.539,-18.226,-18.585,0.081,0.526,-13.6,0.0,1.018,0.0,0.0,18.963,0.0,19.032,0.0,19.174,0.0,19.364,0.0,0.01,0.0,0.012,0.0,0.009,0.0,0.028,0.0,1.59,0.0,2.093,0.0,1.012,0.0,0.578,0.0,-0.77,0.0,6.917,0.0,0.089,0.0,0.323,0.0,0.165,0.0,0.332,0.0,0.017,0.0,0.643,0.0,0.025,0.0,0.011,0,7,5801.4875,0.00717,1,0.026
