,Gaia2,Gmag,bp_rp,bp_g,g_rp,ra,de,PDis,plx,Sep,pmRA,pmDE,Age,e_Age,PreAge,e_PreAge,CoolAge,feh,DM,Av,Nb,PCont,l,b
1451,2724314184103340288,15.442843,1.5399027,0.72315884,0.81674385,335.40655,10.809945,0.0014,2.329,2162.2957,24.577,12.341,8.589,2.8760000000000003,8.222999999999999,2.879,0.366,-1.021,8.227,0.16399999999999998,7,0.0,74.10838834526685,-37.478370689023045
1452,2724335723363858944,17.219645,2.8178177000000004,1.5751419,1.2426758,335.273804,10.749256,0.00441,4.83,3289.3246,-18.803,-30.878,1.546,0.083,0.314,0.091,1.232,-0.643,6.7970000000000015,0.084,7,0.004,73.9361687339435,-37.4336695287674
1453,2730798480913677568,11.3216715,0.96928215,0.4162264,0.55305576,336.46922,12.857692,0.00296,6.892,1546.7971,42.148,21.156,2.148,0.083,0.28800000000000003,0.081,1.86,-0.675,6.056,0.293,7,0.0,76.79576557627419,-36.655439263976064
1454,2731772377633105024,15.6734915,2.939168,1.6755418999999998,1.2636261,339.739248,13.219497,0.00542,15.599,1250.0766,106.641,-68.733,2.59,0.388,1.642,0.392,0.948,-0.752,4.191,0.054000000000000006,7,0.0,80.1757734416766,-38.415570266050985
1455,2732515029018125440,13.710004,2.1873665,1.1343861000000002,1.0529803999999998,341.1869910000001,15.233424,0.00703,17.075,1482.5294,169.296,260.626,11.486,1.551,9.767,1.56,1.719,-1.293,4.171,0.067,7,0.0,83.14232660854636,-37.66269767412349
1456,2732847700004982272,16.465721,2.7771015,1.5551453000000002,1.2219563,338.24715,14.056447,0.0018,3.86,1676.3268,9.577,-27.986,4.926,2.528,4.72,2.535,0.207,-0.804,7.237999999999999,0.035,7,0.0,79.4100446489764,-36.85500274043451
1457,2733058393920750080,12.139282,2.2438002,1.1785393,1.0652609,338.583417,14.96596,0.01815,29.498,2214.4988,133.833,-30.856,3.588,0.488,1.947,0.494,1.641,-0.7440000000000001,2.914,0.058,7,0.0,80.43636008577704,-36.350649922726866
1458,2735714126818542848,16.135838,2.5327845,1.3734665,1.159318,334.0703759999999,15.727641,0.00643,3.882,5959.9815,-16.848,-79.654,2.8280000000000003,0.903,2.057,0.924,0.7709999999999999,-0.6920000000000001,7.218,0.075,7,0.029,76.98328912604656,-32.965553785121315
1459,2737737296933248768,14.017756,2.7473326,1.5359077,1.2114248,337.399182,17.761072,0.00203,11.975,610.2958,89.24,3.36,1.05,0.152,0.622,0.15,0.428,-0.7559999999999999,4.875,0.053,7,0.0,81.46469861009494,-33.45366404959626
1460,2739666733683035008,16.689247,2.4867039,1.3378448,1.148859,357.533897,2.13491,0.00283,5.74,1776.8589,71.388,62.054,2.517,0.7959999999999999,2.253,0.799,0.264,-0.787,6.311,0.043,7,0.0,93.73348586341154,-57.220175881888
1461,2740492329476127360,17.954895,3.2344112000000003,1.8864651,1.3479462,3.267713,3.052608,0.00386,9.344,1485.5238,31.997,-52.87300000000001,3.414,0.142,0.209,0.038,3.205,-0.705,5.231,0.063,7,0.0,104.39984573367279,-58.43188778076875
1462,2740894544571831040,10.2420435,0.6271763000000001,0.25116062,0.37601566,2.6710000000000003,4.006345,0.00273,3.24,3036.7004,-19.035,-29.607,7.112,2.99,7.032,2.987,0.08,-0.873,7.49,0.237,7,0.003,103.8425875507245,-57.34717309156719
1463,2741856479808543488,17.399673,2.6642475,1.4654865,1.198761,0.695055,4.458351,0.02461,4.9860000000000015,16202.0845,-50.645,-6.528,1.809,0.546,1.311,0.5670000000000001,0.498,-0.7170000000000001,6.581,0.038,7,0.156,100.68484714922842,-56.297192784104965
1464,2741856479808543360,16.16028,2.3714533,1.2637501,1.1077032,0.696025,4.460991,0.02198,5.212999999999999,14468.4636,-50.75100000000001,-6.4220000000000015,1.369,0.246,0.815,0.255,0.555,-0.741,6.483,0.038,7,0.135,100.68809649146324,-56.2950349188205
1465,2742785532774608896,17.151356,2.5828886000000004,1.4164352,1.1664534,356.630449,3.001196,0.0069900000000000006,5.0680000000000005,4964.2625,-54.922,1.371,1.187,0.126,0.457,0.166,0.731,-0.628,6.6389999999999985,0.042,7,0.01,92.95267968843737,-56.04516734673789
1466,2743171942392459008,17.115725,2.3638306,1.2369099,1.1269207,357.246229,4.152644,0.0008300000000000001,4.018,740.9687,55.657,-30.058000000000003,1.4880000000000002,0.403,1.0490000000000002,0.422,0.439,-0.765,7.117000000000001,0.02,7,0.0,94.81850156863537,-55.27323159879181
1467,2745245621321927552,11.797005,1.7119789,0.8360280999999999,0.8759508,359.189866,5.654955,0.04053,12.586,11594.0538,206.831,71.447,3.372,0.451,1.803,0.46,1.57,-0.7040000000000001,4.665,0.07200000000000001,7,0.101,98.94811376182548,-54.650570121240214
1468,2746594241053045760,17.858389000000006,2.4760857000000005,1.3251114,1.1509743,358.20926000000014,7.958710000000001,0.00118,3.358,1267.0549,-12.281,-49.31100000000001,9.24,2.729,8.666,2.742,0.574,-1.035,7.402,0.12,7,0.0,98.83873195982193,-52.15037279078074
1469,2749555706902087936,15.59217,1.9994535,1.0016699,0.99778366,8.50468,7.899178999999997,0.00373,4.416,3040.2813,16.47,-28.998,3.315,1.241,2.675,1.253,0.64,-0.7070000000000001,6.9860000000000015,0.068,7,0.003,115.44969878410808,-54.71931214204532
1470,2749781072426150784,13.088483,1.6613493,0.79680824,0.86454105,8.18241,8.457438,0.003,7.521,1434.8041,111.412,-34.204,3.056,0.044,0.22,0.035,2.8360000000000003,-0.618,5.744,0.149,7,0.0,115.02094822410533,-54.12669925743359
1471,2751248675639832320,18.713224,3.856619,2.3506107000000003,1.5060081,8.435421,10.379914,0.03279,12.678,9489.7032,-94.301,-137.705,2.235,0.435,1.758,0.4370000000000001,0.477,-0.738,4.74,0.016,7,0.079,115.81312005343423,-52.24706629261223
1472,2759526902977240064,16.525143,2.8004656000000003,1.5804787,1.2199869,358.376262,10.272991,0.0047,7.83,2159.8799,18.571,9.15,3.745,0.139,0.423,0.132,3.322,-0.66,5.794,0.066,7,0.0,100.39871809733904,-50.047036591044474
1473,2760718911020046592,9.737075,0.81337833,0.33956528,0.47381306,351.80455,7.491561999999999,0.0112,8.47,4761.5766,-1.74,-96.637,3.27,0.086,0.315,0.061,2.955,-0.6729999999999999,5.756,0.117,7,0.009000000000000001,89.4216943698976,-49.82062969139079
1474,2762076636081662592,15.05397,2.6797915,1.4841595,1.195632,350.500211,9.769242,0.00205,13.56,537.2379,-134.446,-132.817,3.602,0.224,0.977,0.249,2.625,-0.6459999999999999,4.466,0.091,7,0.0,89.440894944866,-47.20329912673825
1475,2762617561442778752,9.331086,0.91996384,0.39743137,0.52253246,352.196634,10.751723,0.00524,10.254,1841.29,110.439,-143.62,4.562,1.284,3.5380000000000003,1.291,1.023,-0.722,5.16,0.153,7,0.0,92.28901264130758,-47.14300062654061
1476,2766823708816064000,16.85558,2.4769278,1.331255,1.1456728,359.028109,12.800071,0.00099,3.981,898.2106,-35.444,-70.467,7.9529999999999985,2.795,7.558,2.805,0.395,-0.905,7.158,0.017,7,0.0,102.59395579520277,-47.87496194585454
1477,2769377633808110208,16.95942,2.9218817,1.6753922,1.2464895,3.330303,15.748641,0.00133,6.8729999999999976,694.5308,-23.686,-44.07899999999999,4.98,1.625,3.4530000000000003,1.669,1.527,-0.755,6.068,0.079,7,0.0,109.63826513782871,-46.13692410459549
1478,2769828433576358656,14.250139,1.1863585,0.5242758,0.6620826999999999,357.350332,12.825649,0.00188,2.525,2684.2715,-35.322,-22.571,11.253,1.621,11.156,1.62,0.097,-1.239,8.115,0.078,7,0.001,100.32024258306495,-47.30413087169706
1479,2772926200211837056,12.601955,1.562458,0.7383623,0.8240957,0.887194,17.226727,0.00352,9.393,1358.2101,-53.041,-61.886,2.533,0.77,2.4130000000000003,0.768,0.12,-0.7929999999999999,5.227,0.04,7,0.0,106.90234992154032,-44.14940158763242
1480,2773670608239794944,17.366433999999998,2.6743336,1.4508152,1.2235184,0.242411,17.352179,0.00114,4.085,1006.4019,44.426,-14.359000000000002,1.693,0.413,1.017,0.454,0.6759999999999999,-0.72,7.037000000000001,0.078,7,0.0,106.12258427015966,-43.866168493718426
1481,2773929852465383680,15.518691,2.7610302000000004,1.5429583,1.2180719,0.838685,18.646688,0.00202,9.918,734.4987,-29.829,-97.419,4.676,0.335,1.4269999999999998,0.417,3.249,-0.67,5.11,0.136,7,0.0,107.33946115123798,-42.764568391085476
1482,2776164816007053696,10.280613,0.72475433,0.29723167,0.42752266,12.18097,13.555879,0.00244,6.199,1415.0007,-11.828,-20.673,2.677,0.836,2.164,0.841,0.512,-0.7929999999999999,6.244,0.18,7,0.0,121.92015879402399,-49.31053900064639
1483,2776464639084019200,9.597733,0.97952175,0.4234581,0.55606365,11.3386,14.362685,0.01737,17.429000000000002,3587.3405,266.193,-54.935,9.345,1.7480000000000002,6.961,1.763,2.384,-0.908,4.122,0.073,7,0.005,120.70886379796292,-48.48280395176129
1484,2777818000458834816,9.04726,0.7493868,0.31167890000000004,0.4377079,13.290328,14.468849,0.0096,6.8320000000000025,5060.9997,13.277,-101.963,4.529,1.709,2.093,1.925,2.436,-0.7020000000000001,6.006,0.191,7,0.011,123.5602935316491,-48.40079783096146
1485,2781085405419253504,15.225749,2.4768982000000004,1.3354025,1.1414957,11.245476,15.3046,0.00182,9.569,683.7946,67.388,36.729,3.045,0.116,0.446,0.099,2.599,-0.644,5.316,0.099,7,0.0,120.62561820097572,-47.53823746002293
1486,2783805803344736256,16.922665,2.6632528,1.4655628,1.19769,18.163354,15.934947,0.0069,5.523,4495.8119,47.552,13.095999999999998,2.649,0.649,1.7519999999999998,0.6729999999999999,0.897,-0.737,6.549,0.067,7,0.008,130.3690608346933,-46.630215320859506
1487,2784980631519156864,15.048969,2.253623,1.1758862,1.0777369,17.109245,17.730697,0.02994,6.483,16626.3759,-21.046,-25.355,2.013,0.35,1.128,0.374,0.885,-0.725,6.126,0.081,7,0.161,128.6559954764536,-44.95203893288557
1488,2785127485040844800,17.03762,2.1252737,1.0829697,1.042304,17.367423000000002,18.059718,0.00661,2.0380000000000003,11680.9249,26.501,-11.753,8.001,2.8560000000000003,7.841,2.861,0.159,-1.032,8.542,0.073,7,0.102,128.95614768104952,-44.60101161354957
1489,2786000772151160064,17.470098,2.8202934,1.5825577,1.2377357,19.277102,19.018282,0.00131,6.359,740.6461,-26.831,-3.108,4.775,2.139,3.972,2.168,0.8029999999999999,-0.765,6.108,0.069,7,0.0,131.29971140567392,-43.435993173392106
1490,2786782250040683264,14.736854999999998,2.367443,1.2546511,1.112792,19.429828,19.352566,0.00313,8.59,1310.0628,98.463,-37.702,1.987,0.415,1.668,0.414,0.318,-0.738,5.477,0.047,7,0.0,131.43243630726678,-43.084981146645184
1491,2793280844797395968,10.418583,0.66044044,0.26110077,0.39933968,7.485562,17.689648000000005,0.01196,3.84,11209.311000000005,1.565,-5.198,1.856,0.4320000000000001,0.948,0.476,0.908,-0.727,7.298999999999999,0.126,7,0.097,115.69790815412209,-44.87996073989355
1492,2793856129896691072,15.1643505,2.177827,1.0083256,1.1695013,3.715069,17.430341000000002,0.00494,4.9860000000000015,3568.8858,-18.559,-10.736,2.24,0.574,1.672,0.5870000000000001,0.568,-0.735,6.705,0.065,7,0.005,110.64374178416791,-44.566913475624354
1493,2796224095692532096,12.083287,2.4573908,1.3252525,1.1321383,8.91201,20.15436,0.01401,22.072,2324.0601,92.785,-7.625,5.599,0.07,0.287,0.048,5.312,-0.648,3.393,0.092,7,0.0,117.89807927344476,-42.563006151815046
1494,2800491235893828736,17.434319,2.6293507000000003,1.4402676,1.1890831,2.977794,22.158585,0.00283,5.859,1737.9179,30.415,-22.907,4.3889999999999985,2.092,4.098,2.101,0.29100000000000004,-0.81,6.343,0.049,7,0.0,110.99344453324396,-39.79510798839281
1495,2801415547215658368,13.21956,1.4118881,0.6523571,0.7595310000000001,12.341745,20.489656,0.00569,5.195,3945.9258,45.976000000000006,-20.847,1.585,0.318,1.126,0.318,0.459,-0.755,6.511,0.045,7,0.006999999999999999,122.27537974320215,-42.379454416464895
1496,2803059351458854272,17.279685999999998,2.275919,1.1816006,1.0943184,11.095219,23.110765,0.00097,2.1180000000000003,1647.1815,3.228,6.135,9.417,2.585,9.261,2.589,0.157,-1.205,8.256,0.048,7,0.0,120.82178097312843,-39.73206888162224
1497,2804139823495924992,11.423029,0.6884060000000001,0.2706499,0.41775608,15.256019,24.011303,0.00885,2.857,11145.7822,6.894,-10.383,10.198,2.014,10.107,2.012,0.091,-1.287,7.8610000000000015,0.043,7,0.097,125.74154070365223,-38.80814617231035
1498,2804406390641892352,13.25994,1.811944,0.88939667,0.92254734,14.437091,24.369781,0.00576,7.57,2739.7554,85.477,-41.525,3.988,0.061,0.305,0.054000000000000006,3.683,-0.6709999999999999,5.724,0.098,7,0.001,124.7677081673991,-38.47947468769
1499,2804717621151991040,16.184670999999998,2.8576756000000003,1.6052685,1.2524071,12.360357,24.178776,0.00224,4.877,1652.7369,16.032,-19.136,2.113,0.504,1.375,0.523,0.738,-0.7090000000000001,6.687,0.078,7,0.0,122.3485509539531,-38.69071218540449
1500,2806310641702070016,16.329729999999998,2.2495565,1.1706657,1.0788908,9.827314,23.47901,0.01469,3.971,13319.924,33.33,1.307,1.341,0.289,0.8370000000000001,0.301,0.504,-0.7190000000000001,7.08,0.046,7,0.12,119.33690294054607,-39.30806283207346
1501,2807975817702580736,16.382034,2.4061432000000003,1.2796478,1.1264954,8.586075,27.020438,0.00169,4.482,1354.1528,39.44,-6.685,1.985,0.16899999999999998,0.591,0.209,1.395,-0.6509999999999999,6.897,0.132,7,0.0,118.24342251670437,-35.69565109602973
1502,2809010286345767936,17.149302,3.0195417,1.7481194,1.2714223999999998,12.734202,27.85790900000001,0.00461,7.019,2363.2305,-9.585,-55.752,5.207000000000002,2.123,4.895,2.131,0.312,-0.794,5.978,0.052000000000000005,7,0.0,122.7966846572561,-35.013709249254696
1503,2809548600366627200,13.1481495,1.5193958,0.7127676,0.8066281999999999,9.739963,27.462973,0.00351,6.331,1993.2648,60.292,15.916,2.103,0.094,0.468,0.105,1.635,-0.616,6.131,0.106,7,0.0,119.53894442397691,-35.32655766750245
1504,2811363584826561408,15.587316,2.804204,1.5753678999999998,1.228836,350.139076,12.977141,0.00983,11.127,3179.2729,198.657,37.54,2.894,0.855,2.651,0.8540000000000001,0.243,-0.7759999999999999,4.95,0.045,7,0.003,91.24537729760885,-44.23173918629661
1505,2811484217573797248,17.54056,3.5473099,2.1454353,1.4018745,347.335423,11.57466,0.00093,14.327,232.4774,23.922,-62.612,3.392,0.608,2.095,0.625,1.297,-0.696,4.392,0.054000000000000006,7,0.0,86.96362658674394,-44.05161685342833
1506,2812891493672278784,16.296383,2.4155836,1.2905941,1.1249895,350.777693,13.461935,0.00673,6.942,3492.5018,37.694,19.676,5.55,2.029,4.999,2.037,0.55,-0.809,6.019,0.041,7,0.005,92.32860563079315,-44.09851387093389
1507,2813010893763446400,15.931538,2.4141235,1.2932682,1.1208553,351.16972400000014,13.834956,0.02052,5.048,14631.8365,47.277,-14.853,2.3680000000000003,0.6920000000000001,1.725,0.705,0.643,-0.7659999999999999,6.653,0.06,7,0.13699999999999998,93.03796533099757,-43.943323115981094
1508,2813049857706778368,15.487566,2.0746613000000003,1.0543441999999998,1.0203171,351.286987,14.230039,0.006409999999999999,4.18,5523.3806,38.918,-13.644,2.476,0.635,1.729,0.6459999999999999,0.747,-0.7240000000000001,7.021,0.057,7,0.021,93.42711229117252,-43.64311054484824
1509,2817075272854044544,17.392744,3.6089172,2.2321815,1.3767357,348.455609,14.918537,0.0019,11.216,608.3086,48.986,-86.35700000000001,6.299,1.031,2.498,1.288,3.801,-0.677,4.948,0.115,7,0.0,90.5841912800906,-41.740894494477416
1510,2817950071794526720,15.549164,2.7939835,1.5602989,1.2336845,349.180343,17.198566,0.01856,12.828,5105.3914,-17.037,-106.86,3.084,0.083,0.35200000000000004,0.069,2.7310000000000003,-0.6940000000000001,4.601,0.066,7,0.012,92.84073864410256,-40.07479697707621
1511,2819079506457960576,16.803192000000006,3.0075169,1.7381058,1.2694111,348.053006,18.338724,0.00999,10.521,3418.3206,-27.29,-97.556,3.378,0.068,0.221,0.034,3.157,-0.648,4.892,0.156,7,0.004,92.31368198397402,-38.56277642685086
1512,2819403346992699904,17.972029,3.0154133,1.720314,1.2950993,355.267247,15.304653,0.00608,6.039,3624.7241,39.705,6.074,2.213,0.179,0.295,0.078,1.918,-0.6890000000000001,6.198,0.08900000000000001,7,0.005,98.9120016916946,-44.26043002603592
1513,2820409816745314432,17.384096,2.3696537,1.2591095,1.1105442,353.044216,16.219897,0.0020800000000000003,2.758,2717.056,8.76,-14.093,6.183,2.89,5.544,2.919,0.639,-0.836,7.902,0.149,7,0.001,96.69794757058901,-42.57835969008421
1514,2821649790983695488,13.712934,1.0084124,0.43122578,0.5771866,357.987666,17.753567999999994,0.00759,2.311,11820.62,8.055,-3.281,0.5920000000000001,0.16699999999999998,0.478,0.166,0.114,-0.784,8.311,0.033,7,0.103,103.45378484644807,-42.857018677777184
1515,2824247318484452096,17.561405,3.025795,1.7403488,1.2854462,351.826665,19.059744,0.0014,5.6789999999999985,888.8237,40.934,-81.773,3.307,0.249,0.442,0.147,2.865,-0.605,6.374,0.133,7,0.0,96.84669469987793,-39.512728785856964
1516,2824510273561942272,16.50914,2.6595793,1.4702625,1.1893167,354.079947,19.462689,0.01394,5.332999999999998,9406.8928,5.438,-87.406,2.089,0.159,0.596,0.202,1.493,-0.7020000000000001,6.544,0.077,7,0.078,99.59597688180482,-39.98077865541824
1517,2826254717479033344,12.919134,2.7918777,1.5756617,1.2162161,354.733276,21.023441,0.00264,25.25800000000001,375.9438,276.018,179.15900000000005,4.7810000000000015,0.179,0.774,0.18600000000000005,4.007,-0.64,3.127,0.08800000000000001,7,0.0,101.07013355497637,-38.75076306584973
1518,2826274886645541120,17.345598000000006,2.5831356,1.3863773,1.1967583000000002,355.005815,20.996927,0.01411,3.387,14998.2733,47.68600000000001,-30.593000000000004,3.676,2.069,3.407,2.081,0.269,-0.807,7.5,0.073,7,0.142,101.36363844749305,-38.865317039455384
1519,2828203292601777536,15.997324,2.7088146,1.5087261,1.2000885,354.299355,24.027783,0.00125,8.748,515.126,-33.304,-40.837,1.654,0.245,0.885,0.254,0.769,-0.685,5.529,0.044,7,0.0,101.92809726299122,-35.79765508476945
1520,2830959115417065216,16.417379999999998,2.5163517000000004,1.3617096000000002,1.1546421,345.729312,18.561511,0.00183,4.601,1433.8286,-19.591,-23.222,5.271,2.153,4.381,2.173,0.89,-0.8009999999999999,6.987,0.086,7,0.0,90.0234719816926,-37.280238577823155
1521,2833207165725043072,16.942598,2.757904,1.4725513,1.2853527,340.2829270000001,18.538014,0.00063,7.454,288.7278,55.596,15.17,0.615,0.045,0.224,0.05,0.391,-0.645,5.782,0.036000000000000004,7,0.0,84.66958380414266,-34.47749106508757
1522,2833859730170186240,13.841588,1.6511526,0.79111004,0.8600426,341.640016,20.240789000000003,0.00639,4.91,4682.0381,22.0,-1.564,3.053,1.054,2.895,1.052,0.159,-0.764,6.7120000000000015,0.053,7,0.009000000000000001,87.11142248744898,-33.80386460032729
1523,2835758414952623232,15.29623,2.4566612,1.3165053999999998,1.1401558,345.608192,21.862738,0.00559,9.08,2173.8564,-81.236,-41.346,1.337,0.093,0.466,0.334,,-0.669,5.222,0.035,7,0.0,91.9455247947313,-34.367558457820955
1524,2836648190441772160,15.656968,2.3019085,1.2077703000000002,1.0941381,341.498807,22.642228,0.00345,7.917999999999997,1591.4912,-77.539,-25.311,1.395,0.14300000000000002,0.603,0.149,0.7929999999999999,-0.716,5.665,0.035,7,0.0,88.55105648078809,-31.72563493085844
1525,2838845289551964416,18.761469,3.5432854,2.0897522,1.4535332,347.453167,22.50364200000001,0.00268,7.817,1324.9477,-25.837,-53.54600000000001,1.661,0.094,0.361,0.109,1.3,-0.61,5.678,0.136,7,0.0,94.13765104748144,-34.623226517235906
1526,2839169718497631104,13.233486,1.0777559,0.464386,0.61336994,349.069342,23.119654,0.004220000000000001,3.301,4606.0213,14.026,-4.6930000000000005,8.637,2.654,8.156,2.656,0.481,-0.974,7.737999999999999,0.122,7,0.009000000000000001,96.09257685866145,-34.74447816695239
1527,2841187150536214784,12.123271,1.107728,0.48447037,0.62325764,350.316441,25.607984,0.0033200000000000005,5.5920000000000005,2139.2866,-10.803,-56.815,3.888,1.335,3.034,1.344,0.855,-0.76,6.4979999999999976,0.129,7,0.0,98.59693651258623,-32.96745398492188
1528,2842112080333183872,8.689685,0.905673,0.391057,0.514616,345.313313,23.368613,0.01561,19.163,2909.1382,24.385,13.954,1.481,0.246,0.8740000000000001,0.25,0.607,-0.718,3.965,0.019,7,0.002,92.550845749506,-32.92262155273664
1529,2844933221011789056,7.5173726,0.64378786,0.26726532,0.37652254,349.902289,27.48998,0.007229999999999999,12.706,2065.0782,-31.04300000000001,-105.88,1.364,0.243,0.933,0.242,0.431,-0.742,4.48,0.087,7,0.0,99.09892508731018,-31.0971400377928
1530,2846673747917949568,11.575962,0.92287445,0.38535023,0.5375241999999999,359.616975,21.063471,0.01834,4.479,14737.2979,36.907,4.74,1.224,0.041,0.25,0.046,0.974,-0.595,6.93,0.066,7,0.139,106.69583077841659,-40.13239245147872
1531,2852463119019693312,17.92689,2.9332962000000005,1.6750412,1.258255,355.69484500000016,25.731975,0.00173,4.779,1301.9357,54.598,-9.675,3.724,1.787,2.9560000000000004,1.827,0.768,-0.736,6.746,0.08199999999999999,7,0.0,104.08552149192656,-34.61456236131301
1532,2853971790707126912,15.529426,2.5910301,1.4148397,1.1761904,0.365013,27.331811,0.00284,9.684,1055.2928,114.059,-28.21,1.79,0.314,1.193,0.317,0.597,-0.75,5.2189999999999985,0.048,7,0.0,109.48976035616295,-34.23203285825805
1533,2854166198106751232,14.890161,2.1190767000000004,1.0858297,1.033247,358.738106,26.181708,0.00591,4.436,4796.0172,96.163,12.488,2.087,0.271,0.868,0.294,1.219,-0.669,6.891,0.092,7,0.009000000000000001,107.43239057865608,-34.98421232892687
1534,2854213713329025280,10.92234,0.75630283,0.30867290000000003,0.44762993,358.663587,26.560098,0.01627,5.769,10151.0142,37.5,-5.269,3.524,0.12,0.35700000000000004,0.093,3.168,-0.687,6.323,0.151,7,0.087,107.47614490499487,-34.601661118762664
1535,2855383971657942144,12.030553,0.8906478999999999,0.3717327,0.5189152,5.22647,25.433024,0.0034700000000000004,4.043,3090.0345,11.177,-12.166,1.135,0.038,0.129,0.016,1.006,-0.635,7.0420000000000025,0.126,7,0.003,114.30180937747149,-36.92656006729964
1536,2855386174976559488,9.160967,1.2985115,0.59991074,0.69860077,5.316942,25.524298,0.00212,35.577,214.326,50.958,9.547,1.893,0.036000000000000004,0.17800000000000002,0.023,1.716,-0.679,2.33,0.149,7,0.0,114.4195842336067,-36.84827771699523
1537,2855533543894444032,16.378366,2.2566805,1.1735592,1.0831213,6.304708,26.108102,0.00432,3.444,4510.2739,-9.877,-1.764,9.937,2.175,9.751,2.177,0.18600000000000005,-1.166,7.342,0.014,7,0.008,115.61613644502279,-36.39092238460404
1538,2855640265241872000,12.966838,1.3380041,0.6109972,0.7270069,4.49714,25.82587,0.01164,5.497000000000001,7622.0798,13.76,0.539,1.809,0.158,0.653,0.171,1.156,-0.672,6.388,0.077,7,0.056,113.5673149679754,-36.436903474895026
1539,2856834399294009728,16.46755,2.6889105,1.486721,1.2021893999999995,4.284758,27.469335,0.00857,5.6770000000000005,5431.9031,29.724,2.718,3.299,0.154,0.236,0.047,3.063,-0.6679999999999999,6.331,0.115,7,0.019,113.66279059325994,-34.78433451587855
1540,2857527336432816384,17.284662,2.8194027000000004,1.5831146,1.2362881,5.629364,29.812915000000004,0.00202,7.4529999999999985,976.5489,28.577,-12.105,2.337,0.267,0.97,0.298,1.367,-0.7559999999999999,5.7970000000000015,0.079,7,0.0,115.48096140029095,-32.64007794136095
1541,2857544378863193472,15.12943,2.7992105,1.5729055,1.226305,8.574969,27.566887,0.01062,12.244000000000002,3321.4806,177.162,55.103,3.957,0.073,0.344,0.061,3.612,-0.602,4.694,0.08,7,0.004,118.2859968875807,-35.150214821177094
1542,2858021841787462784,13.986296,1.4802246,0.6868124,0.7934121999999999,8.907455,29.538286,0.00235,3.399,2490.145,-6.822,-21.395,3.856,1.609,3.3280000000000003,1.614,0.528,-0.775,7.476,0.146,7,0.0,118.82219077142227,-33.20728775161832
1543,2859837204204838400,17.26073,2.3325768,1.2309742,1.1016026,3.370064,28.04017,0.0018,2.544,2544.7628,-14.761,-10.724,2.099,1.041,1.6740000000000002,1.073,0.424,-0.7040000000000001,8.109,0.111,7,0.0,112.81276068088087,-34.08464676574285
1544,2861792857433492096,12.448054,2.102044,1.0776453,1.0243988000000002,2.412038,31.146001,0.01389,18.658,2680.1513,-358.702,-395.585,1.675,0.126,0.518,0.139,1.157,-0.706,3.834,0.044,7,0.001,112.51403538642964,-30.87896926788077
1545,2862525471478888320,12.53723,1.3029947,0.5879946,0.71500015,6.045808,32.304210999999995,0.00205,7.205,982.9652,28.371,34.399,4.591,1.5019999999999998,4.03,1.505,0.561,-0.77,5.914,0.039,7,0.0,116.26814282151858,-30.214642209074825
1546,2867316941290457856,14.678505,1.7442656000000003,0.8450918,0.89917374,358.934123,29.768217,0.0044,4.512,3509.5101,-21.91,6.606,1.632,0.29600000000000004,0.986,0.302,0.6459999999999999,-0.711,6.905,0.061,7,0.005,108.73991495169744,-31.563857881963767
1547,2868289837282484224,16.187288,2.0897017,1.0675735,1.0221281,357.373583,30.757068,0.00147,2.609,2022.3521,-19.071,-13.747,11.802,1.217,11.589,1.216,0.213,-1.404,7.961,0.078,7,0.0,107.5277439175486,-30.25506236750793
1548,2870144301082055296,14.991046,2.0272522,1.0243883,1.0028639,350.56212,29.976958000000003,0.00762,4.793,5725.6194,47.86,-10.428,8.474,2.57,7.87,2.574,0.604,-0.87,7.04,0.069,7,0.024,100.8503628512248,-29.04218499153853
1549,2871172688052457088,12.54211,1.5088634,0.7054949,0.80336857,354.096091,31.004942,0.00504,8.241,2201.3533,81.025,-17.262999999999998,2.6830000000000003,0.087,0.408,0.084,2.275,-0.642,5.638,0.085,7,0.0,104.52598901401852,-29.17021878539399
1550,2872975234286502272,11.845544,1.4995766,0.70480347,0.7947731,354.789881,34.436732,0.01017,11.278,3245.9573,204.349,-13.429,3.31,0.473,1.791,0.483,1.519,-0.7190000000000001,4.966,0.068,7,0.004,106.38106987689251,-26.101346167208032
1551,2873255987710218880,17.847626,2.7682552000000005,1.5242462,1.244009,354.065445,35.133176,0.00116,4.583,908.8581,40.938,-39.734,2.444,0.6609999999999999,1.46,0.713,0.983,-0.7120000000000001,6.966,0.092,7,0.0,105.99516168593772,-25.25396049977329
1552,2874159648826704896,16.094616000000002,2.450818,1.3112221000000002,1.1395959999999998,0.571891,32.388881,0.00235,5.314,1592.7949,-43.355,-49.246,3.162,1.036,2.918,1.037,0.244,-0.742,6.523,0.014,7,0.0,111.03423208106764,-29.344810597326003
1553,2876697252944594048,17.65556,2.757267,1.4394588,1.3178082,1.200565,34.607509,0.00062,7.409,303.5847,-20.237,-50.247,3.719,1.483,3.542,1.482,0.177,-0.8009999999999999,5.853,0.015,7,0.0,112.14526976762205,-27.28554270679595
1554,2877080501466010240,14.3539505,2.6058626,1.4210843999999998,1.1847782,0.4850390000000001,35.997774,0.00292,11.913,883.4943,39.607,-59.835,3.179,0.08800000000000001,0.404,0.084,2.774,-0.685,4.959,0.075,7,0.0,111.82852408134804,-25.804494112228927
