,Gaia2,Gmag,bp_rp,bp_g,g_rp,ra,de,PDis,plx,Sep,pmRA,pmDE,Age,e_Age,PreAge,e_PreAge,CoolAge,feh,DM,Av,Nb,PCont,l,b
491,1038969841787129856,16.013776999999994,2.445529,1.3094635,1.1360655000000002,141.446199,60.363712,0.00084,5.78,523.2847,-60.792,-86.48100000000002,4.827,1.763,4.466,1.765,0.361,-0.775,6.273,0.033,7,0.0,154.34415454325125,42.130213543572154
492,1039007465700664832,13.213947,1.8478432,0.91216373,0.93567944,140.47274099999998,60.483442,0.00209,8.491,884.3754,-34.581,-52.024,2.147,0.343,1.366,0.345,0.7809999999999999,-0.759,5.4570000000000025,0.051,7,0.0,154.4117926363246,41.63760959487053
493,1044651499404922624,16.044985,2.1395082000000003,1.1015205,1.0379877,132.929545,64.996414,0.01112,3.548,11278.4282,0.716,-30.459,2.5,0.7709999999999999,2.137,0.774,0.362,-0.795,7.481,0.08,7,0.098,150.18892569015063,36.994307603410576
494,1044665964854752384,16.035729999999994,2.9770174,1.7106647,1.2663527,133.739728,65.18355600000001,0.00153,10.757,512.5221,-49.37300000000001,-9.725,4.89,0.246,1.02,0.28,3.87,-0.741,5.041,0.105,7,0.0,149.8463986466225,37.27161107514947
495,1045618622959991040,15.841273,2.824335,1.5943174,1.2300177,154.178117,57.288017,0.00107,8.384,459.208,-116.728,-34.681999999999995,2.39,0.126,0.597,0.139,1.793,-0.705,5.409,0.054000000000000006,7,0.0,154.18795456530358,49.38672626107767
496,1045681501281115648,10.474668,0.7751416999999999,0.3187952,0.4563465,152.068593,56.78005600000001,0.00965,5.91,5826.3985,42.912,-4.737,1.118,0.241,0.865,0.24,0.253,-0.753,6.1610000000000005,0.027000000000000003,7,0.026,155.73028993220447,48.643533154989186
497,1047985287378909056,15.985609,2.3714209,1.2653503,1.1060705,158.72653200000005,60.311161,0.02118,5.066,15052.2531,-35.631,36.228,1.181,0.209,0.787,0.21,0.394,-0.7509999999999999,6.502999999999999,0.038,7,0.14300000000000002,148.29662571349138,49.55191579867876
498,1050067556244134016,14.772255,2.1501045,1.1109638000000002,1.0391407,151.50050900000005,60.161607,0.00119,7.102,603.0535,-39.725,-9.718,1.685,0.33,1.295,0.329,0.39,-0.742,5.783,0.048,7,0.0,151.58377649754226,46.71126351368101
499,1051920984954644736,12.327739,1.5798702,0.74977016,0.83010006,153.536932,61.91861,0.00318,7.387,1533.6929,-34.847,-7.695,2.24,0.428,1.676,0.43,0.563,-0.698,5.711,0.059,7,0.0,148.6547662854611,46.5848862954678
500,1051984314248781568,17.41995,3.0483093,1.751852,1.2964573,152.980977,62.181679,0.0008300000000000001,7.961,373.603,-125.246,-77.699,1.166,0.069,0.364,0.08199999999999999,0.802,-0.6759999999999999,5.547999999999999,0.032,7,0.0,148.55575417257975,46.220961335511504
501,1052236823965766144,14.271256,2.2051601,1.1469898,1.0581703000000002,156.71643899999995,62.735236,0.00137,8.753,564.8169,-25.303,9.941,2.818,0.813,2.6180000000000003,0.812,0.2,-0.7959999999999999,5.314,0.025,7,0.0,146.39733021342855,47.270515846356055
502,1052356086617498112,15.094869,2.4159355,1.2917013000000002,1.1242342,159.41341,63.49866899999999,0.0035,7.5470000000000015,1644.2601,-123.113,-54.002,1.898,0.35100000000000003,1.3630000000000002,0.35200000000000004,0.535,-0.737,5.644,0.05,7,0.0,144.3584240784433,47.683515734415636
503,1053864376052875648,16.536104,2.578432,1.4083481000000002,1.170084,161.820252,60.739736,0.00493,4.895,3629.4379,-40.289,-78.65100000000002,3.107,0.14400000000000002,0.294,0.07400000000000001,2.813,-0.6890000000000001,6.5920000000000005,0.057,7,0.005,146.22219476623727,50.4009395565616
504,1054535524822112512,10.21309,0.8942089,0.3836279,0.5105810000000001,166.849923,63.161118,0.00301,9.865,1098.8577,-36.677,16.575,2.153,0.282,1.078,0.28800000000000003,1.0759999999999998,-0.72,5.059,0.081,7,0.0,140.9384247525612,50.173219916443756
505,1054917845631104768,17.346785999999998,2.876339,1.6373672,1.2389716999999998,167.58918899999995,64.157011,0.00176,3.039,2088.098,2.567,-14.709,1.3969999999999998,0.314,0.7120000000000001,0.349,0.685,-0.6990000000000001,7.622000000000001,0.052000000000000005,7,0.0,139.60684371130318,49.57080055487868
506,1055800238072103296,16.896097,2.8724728,1.6224747,1.2499981000000002,168.233642,65.334818,0.0036,7.553,1715.0983,-32.425,10.939,4.109,0.13,0.413,0.099,3.696,-0.6609999999999999,5.646,0.059,7,0.0,138.22810895282552,48.764448115866564
507,1056993208187979904,8.733263,0.8649664,0.37228584,0.49268055,176.09709099999995,66.403623,0.006999999999999999,16.043,1570.4477,-41.877,-38.215,2.806,0.046,0.243,0.037000000000000005,2.563,-0.636,4.006,0.065,7,0.0,133.14460360198262,49.373900790430746
508,1058701746178720384,14.562928,2.174014,1.1238841999999998,1.0501299,159.559425,64.799782,0.01445,8.482000000000001,6131.0748,120.29,-29.83,3.024,0.21600000000000005,0.926,0.238,2.097,-0.642,5.393,0.065,7,0.032,142.91048192295725,46.82838429951389
509,1059690653808481152,15.927954,2.2892027,1.2047386,1.0844641000000002,160.832297,66.324777,0.00555,4.426,4511.6302,-58.6,-6.645,1.594,0.065,0.34700000000000003,0.08,1.247,-0.659,6.807,0.053,7,0.008,140.81819932262866,46.10312344737223
510,1064725936027644032,16.341265,2.775443,1.5567398,1.2187033,148.158847,64.937904,0.00116,8.586,485.5501,-82.65899999999998,-18.933,2.798,0.665,2.261,0.6679999999999999,0.537,-0.7609999999999999,5.6720000000000015,0.1,7,0.0,146.94243197638838,42.92343494995783
511,1065558369409212928,17.661844,2.4560127,1.3196716,1.1363411,151.359555,65.646606,0.00639,3.557,6465.8938,25.386,6.095,1.3230000000000002,0.2,0.534,0.244,0.789,-0.68,7.5139999999999985,0.069,7,0.038,145.11949450971056,43.65196806659272
512,1067068067592323328,18.218822,2.500309,1.3343773,1.1659317,154.832621,68.483191,0.0008300000000000001,3.503,853.962,-18.931,-11.204,3.097,1.857,2.685,1.882,0.411,-0.759,7.356,0.07,7,0.0,140.9116239902523,42.948300341092036
513,1067716607655571712,12.919041,1.9558516,0.9835634,0.97228813,138.883004,64.944311,0.00165,10.559,575.48,-85.682,-70.99600000000002,3.724,1.13,2.782,1.138,0.942,-0.74,5.207000000000002,0.08,7,0.0,149.24378268286395,39.400769413519626
514,1073193957972194816,18.110826,2.9223557,1.6758346999999998,1.246521,157.98906599999995,69.109367,0.0017399999999999998,5.885,1028.0417,-22.624,6.926,1.034,0.145,0.515,0.161,0.519,-0.6940000000000001,6.197,0.035,7,0.0,139.21186207390252,43.34447277394784
515,1073194855621092352,16.422878,2.3566132,1.2455482,1.1110649,157.91183700000005,69.120757,0.02814,5.912000000000001,17132.6816,-22.75,7.072,1.127,0.16899999999999998,0.65,0.171,0.477,-0.711,6.265,0.035,7,0.166,139.2279208342543,43.31706335064145
516,1073281613960751616,14.77533,1.6984205,0.8167886999999999,0.88163185,156.077808,69.215554,0.01172,3.652,11550.9046,10.281,-14.087,1.221,0.223,0.762,0.223,0.46,-0.742,7.252999999999999,0.035,7,0.101,139.76069626574906,42.78528534453438
517,1073540342790099328,10.953304,0.74662495,0.3072672,0.43935776,159.047703,70.70503000000002,0.00465,2.907,5763.4934,-11.809,-4.734,2.428,1.1840000000000002,1.994,1.185,0.434,-0.7290000000000001,7.796,0.14,7,0.025,137.3576554893265,42.431908541678794
518,1073804500458586368,14.77861,2.1396055,1.0968418,1.0427636999999998,165.67205900000005,71.286839,0.00195,7.871,890.4185,-3.181,-40.294,4.958,1.523,4.518,1.523,0.441,-0.795,5.6370000000000005,0.053,7,0.0,134.5527055201343,43.30386262465
519,1074049382314040576,14.923317,2.501625,1.3536224,1.1480026,163.59593999999996,71.614678,0.00233,7.532999999999999,1115.8578,4.685,-28.353,2.594,0.655,2.135,0.657,0.459,-0.698,5.824,0.054000000000000006,7,0.0,135.0333340736531,42.65581388335821
520,1074238601393166592,16.88231,2.5856514,1.3787383999999998,1.206913,168.543948,70.589903,0.01187,3.5860000000000003,11922.2005,-31.771,-17.427,4.221,2.252,3.833,2.268,0.389,-0.8270000000000001,7.257999999999999,0.059,7,0.104,133.97272797425012,44.39475079827647
521,1075215380035414400,14.889653,2.5334826,1.3792886999999998,1.1541939,179.90123300000005,73.590367,0.01209,10.97,3996.493,-0.575,36.374,1.0759999999999998,0.271,0.928,0.27,0.14800000000000002,-0.777,4.867,0.03,7,0.006999999999999999,127.90376768804063,43.03391904345111
522,1076814928935844096,8.299196,0.55245924,0.22414207,0.32831717,156.096905,71.500442,0.00409,5.2860000000000005,2785.9145,-43.01300000000001,-21.488000000000003,1.08,0.487,1.048,0.485,0.032,-0.777,6.6960000000000015,0.33,7,0.001,137.55028295002688,41.19706934502381
523,1076911960836941184,15.706988,1.9665699,0.97671986,0.98985004,156.49133999999995,72.075413,0.00496,3.228,5531.8247,34.679,-5.98,8.646,2.431,8.372,2.43,0.274,-0.975,7.811,0.3720000000000001,7,0.021,136.8982263131224,40.87477092734573
524,1077711924265863936,8.995753,0.5940838,0.24477673,0.34930706,154.754895,72.384578,0.00381,5.555,2468.9946,-14.568,-21.762,1.51,0.341,1.198,0.338,0.311,-0.748,6.276,0.271,7,0.0,137.10168963718414,40.28103949259845
525,1079523846413490944,18.101284,2.661152,1.4583568999999998,1.202795,174.582197,75.53649399999998,0.00856,3.582,8604.3216,-30.561,-12.417,2.293,0.7490000000000001,1.305,0.8,0.988,-0.721,7.411,0.12,7,0.069,128.86567156869398,40.73823890542753
526,1081858113894622208,16.859112,2.415719,1.2945652,1.1211538,120.869672,57.652623,0.00672,3.419,7073.3246,-15.953,-29.693,3.295,1.734,3.2,1.735,0.096,-0.8140000000000001,7.434,0.034,7,0.047,159.88304465413236,32.171490897642606
527,1082234834066066560,15.370153,2.6122313,1.4351921,1.1770391000000002,116.975483,57.69845400000001,0.00141,8.122,625.2565,26.247,-26.644,6.59,2.079,6.131,2.082,0.459,-0.865,5.6389999999999985,0.054000000000000006,7,0.0,159.7283984112945,30.09320948774339
528,1084738181524776448,13.29836,0.8329859000000001,0.33638477,0.4966011,118.542279,61.030767,0.005379999999999999,2.05,9445.3025,-11.629,-12.632,5.362,2.476,5.143,2.471,0.219,-0.784,8.64,0.117,7,0.079,155.89984876934645,31.027578978831812
529,1085149879909702656,15.009516,2.1057568,1.0757675,1.0299892,120.280262,62.058678,0.00168,5.247000000000001,1150.3644,5.252000000000002,5.896,2.547,0.642,1.988,0.647,0.5589999999999999,-0.763,6.6,0.108,7,0.0,154.6887029499116,31.84875835025923
530,1086856699913147520,16.629381,2.5030203,1.3551025,1.1479177,109.038329,60.408811,0.00921,6.3679999999999986,5208.2912,-13.19,-3.539,2.175,0.08900000000000001,0.418,0.099,1.757,-0.606,6.195,0.087,7,0.014,156.15159143505227,26.34740968004453
531,1086997158227996800,17.268843,2.0705776,1.0482864,1.0222912,109.566883,61.143222,0.0009,2.081,1559.8977,12.164,-11.06,7.848,3.087,7.687,3.091,0.161,-0.993,8.498,0.05,7,0.0,155.3838734465865,26.71367279821446
532,1087968237449070592,14.7216835,1.3556194,0.61369896,0.7419205,115.051808,62.145761,0.0025800000000000003,2.225,4169.2037,7.8439999999999985,-9.473,9.36,2.354,9.106,2.351,0.254,-1.109,8.476,0.105,7,0.006999999999999999,154.54749916957388,29.404520936157603
533,1087982187502949120,13.555747,1.5037041000000002,0.7035121999999999,0.8001919,114.783373,61.880732,0.01169,5.7970000000000015,7260.3599,2.485,-11.145,2.426,0.14400000000000002,0.617,0.177,1.809,-0.6659999999999999,6.398,0.099,7,0.05,154.84275908000342,29.26362021044009
534,1088087946777505920,16.27204,2.5895271,1.4164715,1.1730556,116.655926,62.669792,0.00323,8.824,1315.7274,-26.816,2.6180000000000003,3.326,0.6559999999999999,2.171,0.6679999999999999,1.155,-0.746,5.431,0.052000000000000005,7,0.0,153.97754385773442,30.167336548423748
535,1089430519194893440,11.014456,0.84187126,0.35027885,0.4915924,114.277294,64.67575500000001,0.00263,4.182,2350.1503,-20.914,-35.829,0.873,0.14300000000000002,0.5329999999999999,0.145,0.34,-0.691,5.794,0.003,7,0.0,151.63101585071027,29.178066591211266
536,1090901455298369408,16.917168,2.27641,1.1928959,1.0835142,128.2036,64.093938,0.00241,2.745,3155.6311,10.892,-12.223,2.39,0.916,1.987,0.933,0.403,-0.774,7.989,0.051,7,0.003,151.8314323495243,35.21205333938668
537,1091722034569910656,17.00835,2.0925264,1.0623341,1.0301924,125.633961,64.600071,0.00273,2.151,4567.1492,-6.774,-1.767,5.524,2.793,5.348,2.798,0.17600000000000002,-0.831,8.411,0.052000000000000005,7,0.009000000000000001,151.43723312812662,34.03383064604575
538,1091959670818028800,15.958657,2.2506428,1.1751661,1.0754766000000002,123.426561,65.336449,0.00143,2.3040000000000003,2241.8042,10.911,2.25,4.277,2.359,3.728,2.373,0.5489999999999999,-0.77,8.311,0.127,7,0.0,150.7019604791081,33.01469519477352
539,1093371271948583552,15.262976,1.1811991000000002,0.5163975000000001,0.6648016,126.92026,66.166442,0.00606,1.456,14988.2269,-8.045,-6.044,7.2189999999999985,2.887,7.0520000000000005,2.884,0.166,-1.018,9.269,0.094,7,0.142,149.46510084502626,34.31352128035608
540,1096548409579913088,17.750551,2.5032196,1.3418941,1.1613255,117.136673,68.805378,0.005229999999999999,3.249,5791.4733,13.615,-18.277,1.867,0.73,1.513,0.7490000000000001,0.354,-0.723,7.565,0.085,7,0.026,146.87290283590718,30.297582556572234
541,1099587841972454656,16.489105,2.0735235,1.0538653999999998,1.0196581,108.992142,62.887032,0.00148,2.75,1940.8537,3.092,-8.433,11.102,1.725,10.953,1.725,0.149,-1.4269999999999998,7.702000000000001,0.03,7,0.0,153.40880721873654,26.692825122720862
542,1101109978382318464,16.441788,2.7229843,1.5148926,1.2080917,101.899085,66.111846,0.00103,3.779,985.9819,-6.2079999999999975,-3.782,2.894,1.3090000000000002,2.442,1.321,0.452,-0.782,7.419,0.065,7,0.0,149.2987335591565,24.260274353758106
543,1101264287966492800,17.843733,3.0886497000000004,1.7841644,1.3044853,108.988145,64.689355,0.01461,7.688,6843.6339,-14.33,-75.08,4.803,1.802,4.463,1.806,0.34,-0.755,5.72,0.01,7,0.044,151.4063135572367,26.925576933715195
544,1101840535139257216,12.807355,1.4400233999999998,0.6636772,0.7763462,111.639561,65.91623,0.01214,5.206,8395.4989,-10.383,-38.369,2.074,0.058,0.207,0.036000000000000004,1.867,-0.603,6.63,0.104,7,0.066,150.14990659323254,28.14644401779772
545,1102072012400585472,17.932247,3.063055,1.7624741000000002,1.300581,107.640069,66.53791,0.01695,6.374,9571.5584,50.845,23.563,2.361,0.253,0.878,0.299,1.483,-0.7290000000000001,6.141,0.081,7,0.08,149.27450834484858,26.6036250971177
546,1102619332969659136,12.387854,1.0796089,0.47311687,0.60649204,102.502369,66.413402,0.01805,4.649,13979.7608,16.273,8.486,2.157,0.412,1.467,0.417,0.69,-0.738,6.814,0.077,7,0.129,149.0315933906507,24.561495414219106
547,1103059893537511552,16.776098,2.6484966,1.4591255,1.1893711,105.673383,68.104396,0.00604,7.107,3099.9951,-31.572,-107.261,2.655,0.74,2.201,0.7440000000000001,0.454,-0.7509999999999999,5.885,0.047,7,0.003,147.4283032271784,26.06462139023808
548,1103406789454381824,15.212948999999998,1.9092321,0.949914,0.95931816,99.196671,63.909501,0.01351,4.725,10653.0581,-26.965,-22.735,6.987,2.28,6.605,2.282,0.382,-0.795,6.885,0.073,7,0.092,151.32021716028171,22.613592937342357
549,1110120063855822720,17.821839999999995,3.1937866,1.8781929,1.3155937,105.299219,71.873333,0.00477,8.272,2075.0626,11.063,22.246,5.223,1.025,2.216,1.21,3.007,-0.728,5.735,0.107,7,0.0,143.2434874170648,26.43233974929555
550,1113705498257220480,17.87998,3.0597572,1.7673435000000002,1.2924136999999998,96.649031,72.368555,0.00088,5.559,558.9039,-11.675999999999998,-84.28200000000002,4.584,2.2430000000000003,3.842,2.264,0.742,-0.789,6.267,0.016,7,0.0,142.1641524272121,23.91628120134545
551,1114097134851962112,14.015881,1.7973747,0.8812351,0.9161396,96.212166,72.687546,0.006959999999999999,6.0070000000000014,4172.4329,-11.213,22.255,2.783,0.324,1.099,0.35700000000000004,1.6840000000000002,-0.695,6.4579999999999975,0.135,7,0.006999999999999999,141.79028422719483,23.87033657686812
552,1117132852095641088,14.453147,1.8939342,0.93978596,0.9541483,135.979376,68.102789,0.00337,6.585,1989.8097,-94.217,-86.916,3.596,1.048,2.887,1.052,0.7090000000000001,-0.708,6.109,0.057,7,0.0,146.0159169374515,37.18871746255732
553,1118583176652117248,14.376207,2.1934538,1.1358681000000002,1.0575857,134.896054,69.546743,0.03121,8.087,13893.3396,-37.92,-41.006,5.127999999999999,0.168,0.711,0.223,4.417,-0.643,5.572,0.139,7,0.128,144.50116192031876,36.31404939644481
554,1120615344721973248,18.016476,2.9189339,1.6667824,1.2521515,137.903101,72.544138,0.00305,5.448,2063.3799,-64.781,-88.87100000000002,1.118,0.07,0.344,0.08900000000000001,0.774,-0.706,6.509,0.039,7,0.0,140.611998257604,36.03500878791206
555,1123689755328554624,17.215185,2.8263636,1.5895233,1.2368402,135.740154,73.001476,0.00325,4.828,2419.7807,7.5310000000000015,17.383,2.736,0.892,1.844,0.929,0.8909999999999999,-0.725,6.7189999999999985,0.055,7,0.0,140.4305407308391,35.261933182623515
556,1128419510753424768,9.867221,0.7485628000000001,0.3108759,0.43768692,168.150382,77.203236,0.0065,8.089,2875.2762,-14.368,-3.12,2.295,0.448,1.661,0.45,0.634,-0.7659999999999999,5.5520000000000005,0.06,7,0.002,129.73472992029778,38.58946993303357
557,1133810549407738752,12.867027,1.9890022,1.007163,0.9818392,156.069525,80.30373,0.02454,12.643,6935.1377,118.694,68.169,2.196,0.259,0.995,0.265,1.2009999999999998,-0.755,4.56,0.047,7,0.045,129.98055688191948,34.71622416317827
558,1135061518761676416,17.970045000000006,2.493494,1.3286152,1.1648788,121.254481,73.474317,0.00159,2.707,2109.0717,14.175999999999998,-13.326,1.797,0.7709999999999999,1.32,0.805,0.478,-0.758,7.942,0.085,7,0.0,141.31263533997958,31.133548729646648
559,1135692127337165696,10.310757,0.94097614,0.40632915,0.534647,123.174562,75.328475,0.00732,9.908,2658.7222,-42.854,-27.786,2.485,0.019,0.119,0.011,2.367,-0.642,5.134,0.07400000000000001,7,0.001,139.06992797848866,31.29037376079757
560,1136037713288593280,18.062822,2.6086998,1.4308834,1.1778164,114.09947,73.996589,0.00154,2.739,2027.8286,-9.929,3.811,1.591,0.802,1.259,0.828,0.332,-0.715,7.892,0.075,7,0.0,140.95689603206353,29.08709253295299
561,1139858176895439872,15.7311945,2.7527523,1.5392808999999998,1.2134714,103.335695,77.30890600000002,0.0174,9.693,6484.7023,-26.031,36.786,3.519,0.252,1.051,0.287,2.467,-0.624,5.291,0.087,7,0.038,137.1442118856757,26.51733763821693
562,1140404909051747584,11.900295,1.4871035,0.68767834,0.7994251,107.08435,78.525602,0.00549,9.513,2076.1803,71.399,-34.335,5.341,0.067,0.207,0.033,5.132999999999999,-0.6859999999999999,5.231,0.13699999999999998,7,0.0,135.8419465693101,27.381523943237546
563,1141249952456686336,17.38985,2.3809109,1.260107,1.1208038,102.052792,79.293892,0.01051,2.562,14765.809,6.67,-19.534,4.803,2.761,4.539,2.761,0.264,-0.885,8.095,0.076,7,0.139,134.90810288007708,26.46933284858609
564,1144106174427322240,16.282059,2.549675,1.3753738000000002,1.1743011,140.830263,79.814073,0.00315,3.825,2960.6297,3.0460000000000003,-9.501,4.412,2.093,3.953,2.107,0.459,-0.7759999999999999,7.247999999999997,0.081,7,0.002,132.50787867982356,33.06783682361855
565,1146764518665340800,11.661592,0.89809227,0.37825203,0.51984024,165.732583,83.08681999999997,0.01039,4.59,8149.5467,-36.853,-5.675,3.736,1.449,2.569,1.47,1.167,-0.7559999999999999,6.83,0.131,7,0.063,126.6938722288686,33.23049559659114
566,1148635578218313216,17.131632,3.3314266000000003,1.9790306,1.352396,118.945388,82.578243,0.00344,9.284,1332.6065,-31.095,-58.049,2.532,0.391,1.5530000000000002,0.399,0.979,-0.743,5.292000000000002,0.062,7,0.0,131.08601548062305,28.948090184407054
567,1150874321332023680,17.633570000000006,2.6602669,1.4624538,1.197813,147.57911,85.735556,0.00113,5.127999999999999,795.9363,57.792,22.804,4.982,2.059,4.813,2.061,0.16899999999999998,-0.797,6.462999999999999,0.003,7,0.0,126.43277744016636,30.0852324621435
568,1150874355691761408,16.567373,2.419176,1.2931004,1.1260757,147.743277,85.734626,0.01336,5.032,9559.9836,58.429,22.21,6.171,2.228,5.977,2.224,0.195,-0.904,6.496,0.003,7,0.08,126.42391584825224,30.094778657961392
569,1154209655493950720,14.007877,2.1820326,1.1291256,1.052907,224.205701,2.108245,0.00933,11.914,2817.8295,-30.759,6.71,4.68,0.126,0.5720000000000001,0.133,4.1080000000000005,-0.637,4.787,0.103,7,0.002,358.49658000639664,50.92713035927039
570,1154831944715602432,14.663008,1.8045788,0.88557243,0.91900635,225.544712,3.528207,0.0052,4.357,4293.3451,-16.845,5.372000000000001,1.7719999999999998,0.214,0.7090000000000001,0.234,1.063,-0.685,6.973,0.095,7,0.008,1.5881306852126509,50.86853398421178
571,1155156021472205440,10.971767,0.75073147,0.30318165,0.44754982,224.814498,4.376526,0.00412,3.918,3787.4055,-7.396,-34.83,3.132,1.061,2.6910000000000003,1.067,0.441,-0.7609999999999999,7.17,0.14800000000000002,7,0.006,1.8711728243241808,51.97269262378534
572,1164767681540594816,14.704503,2.5260372,1.373786,1.1522511999999998,234.681075,8.711753,0.00193,11.813,588.734,14.622,-65.65899999999999,2.071,0.041,0.151,0.018000000000000002,1.92,-0.685,4.769,0.06,7,0.0,15.965643003759265,46.44008427279507
573,1165188072938276224,17.643417000000003,2.7293682,1.5161343,1.213234,234.584823,9.864868,0.00144,3.587,1445.8339999999994,-35.613,-53.417,5.629,2.735,4.9510000000000005,2.768,0.6779999999999999,-0.805,7.26,0.086,7,0.0,17.35369750731977,47.099549241743354
574,1165357255995585152,17.589952,2.4538956,1.321558,1.1323376,232.532606,9.017769,0.00191,3.0810000000000004,2231.6527,-11.921,-17.143,3.01,1.814,2.903,1.82,0.107,-0.807,7.633999999999999,0.062,7,0.0,14.745724441269527,48.41977749744228
575,1169553271540724864,8.386215,0.5089197,0.2037344,0.30518532,231.192165,11.769723,0.00542,7.1229999999999976,2737.0961,-22.786,16.819000000000006,1.554,0.257,0.901,0.267,0.653,-0.718,5.848,0.198,7,0.001,17.411117917043022,50.937584833646326
576,1177800467741827712,17.662798000000006,2.8317108,1.5940952,1.2376156,219.405634,10.346166,0.00249,4.708,1906.5142,-11.779000000000002,-37.053,3.668,1.922,3.423,1.928,0.245,-0.738,6.722,0.057,7,0.0,4.1578369711569785,59.8950499967289
577,1180589958805598592,14.449378,1.9532995,0.97956944,0.9737301,226.114206,11.375343,0.00205,5.314,1359.745,-3.073,-28.2,7.183,2.323,6.752000000000002,2.325,0.431,-0.901,6.489,0.075,7,0.0,12.685943005775108,55.04085347490373
578,1182809189883478272,16.859524,2.7541513,1.5387917,1.2153597,229.795396,13.9385,0.00477,4.572,3752.8968,-16.448,-37.784,2.795,1.155,2.446,1.167,0.349,-0.754,6.8320000000000025,0.053,7,0.006,19.493370507323586,53.15547908832605
579,1188877325837180288,15.876132,2.2284498,1.1666040000000002,1.0618458,225.288463,19.032976,0.00237,4.7010000000000005,1815.474,46.164,-39.184,1.475,0.185,0.69,0.197,0.785,-0.654,6.776,0.079,7,0.0,24.671189124812702,59.18603121370944
580,1191362943672847104,15.693856,2.5210762000000004,1.3679705,1.1531056999999998,239.664162,12.909668,0.0018,8.6,751.7905,-43.239,-48.234,3.795,0.203,0.8490000000000001,0.227,2.946,-0.598,5.455,0.094,7,0.0,24.495797004913268,44.07992226453239
581,1194759506887853056,15.132769,2.6822586,1.4893742,1.1928843999999998,233.126554,14.342127,0.00405,9.486,1485.8568,-62.482,-15.968,2.88,0.613,2.104,0.619,0.7759999999999999,-0.737,5.257999999999999,0.059,7,0.0,22.381576856931233,50.4333367622647
582,1195713436307176832,13.441033,1.6811123,0.81107235,0.87003994,236.21766,14.697446,0.00855,6.3260000000000005,4863.2451,-16.578,-143.67600000000004,2.204,0.07200000000000001,0.36,0.07200000000000001,1.844,-0.677,6.157,0.079,7,0.01,24.800699422967234,47.868355790079896
583,1196820713235578752,14.833045000000002,2.5951834,1.4202013,1.1749821000000005,237.481321,17.931658,0.0022,9.688,814.927,-79.176,-7.217,3.4960000000000004,1.579,3.382,1.5759999999999998,0.113,-0.7959999999999999,5.183,0.032,7,0.0,29.95337212675476,47.994046671293184
584,1197513027605438848,17.291338,2.8023205,1.5739478999999998,1.2283726,236.498394,17.929087,0.00263,5.733,1652.885,19.178,30.472,4.244,1.606,3.055,1.642,1.189,-0.7809999999999999,6.296,0.08,7,0.0,29.445930733458194,48.86652751513237
585,1198432184963909632,14.735835,1.364233,0.62210655,0.74212646,242.425372,16.45719,0.00227,2.236,3655.1113,-1.787,-16.000999999999998,5.9129999999999985,2.988,5.494,3.0010000000000003,0.419,-0.914,8.345,0.132,7,0.005,30.461756762414797,43.05924326102333
586,1200676459993836416,16.981539,2.1560774,1.1062527,1.0498246999999998,245.264843,18.772067,0.00389,2.7960000000000003,5007.7413,-20.06,25.585,2.463,1.136,2.095,1.15,0.368,-0.7559999999999999,7.915,0.057,7,0.01,34.68926808318221,41.36179472505781
587,1202830540713288064,16.69584,2.632288,1.4516029,1.180685,237.830964,18.070011,0.00184,5.18,1277.5687,-20.845,-6.624,1.152,0.105,0.441,0.126,0.711,-0.716,6.539,0.063,7,0.0,30.32232017842857,47.73242226716889
588,1203804708015127168,17.823985999999994,2.6193924,1.425333,1.1940594,238.007563,19.322737,0.01051,3.567,10605.3675,-14.201,0.8590000000000001,1.696,0.151,0.084,0.015,1.612,-0.637,7.383999999999999,0.098,7,0.091,32.16184515364623,48.00559342184961
589,1204122673034464768,7.326227,1.1645298000000002,0.52919483,0.63533497,237.62963900000003,20.339966,0.01944,3.702,18902.7518,15.707,-40.687,2.474,0.765,2.057,0.7659999999999999,0.417,-0.757,7.32,0.054000000000000006,7,0.184,33.43651230679999,48.671372606770326
590,1204247536322459648,12.859354,1.1465597,0.50433064,0.6422291,238.738481,20.177426,0.00928,4.471,7470.1115,6.259,-10.161,7.147,2.27,7.006,2.268,0.141,-0.879,6.899,0.027000000000000003,7,0.053,33.69879051838844,47.633145371050084
591,1204759736942489984,17.508205,2.3665104,1.2446403999999998,1.12187,242.530909,20.093926,0.00388,3.82,3657.8803,-11.068,-39.643,3.284,1.204,2.354,1.246,0.93,-0.768,7.233,0.114,7,0.005,35.22174645513472,44.232554014697904
592,1208460005885590400,17.11325,3.1533928,1.85536,1.2980328,228.333602,17.104906,0.0040100000000000005,9.924,1453.8831,-41.845,37.339,4.172,0.075,0.215,0.032,3.957,-0.64,5.1,0.07400000000000001,7,0.0,23.398433381538105,55.77574206881315
593,1211385771968545024,13.022118,1.0248661,0.43790913,0.586957,233.552331,21.403381,0.00757,3.131,8701.0696,-4.188,4.4060000000000015,2.197,0.584,1.69,0.588,0.507,-0.7120000000000001,7.669,0.07400000000000001,7,0.07,33.205130332403805,52.623871832391345
594,1212425463290645120,13.882281,2.1450548,1.1092833999999998,1.0357714,228.575509,19.692766,0.00284,10.800999999999998,940.4593,-55.093,47.419,2.18,0.344,1.425,0.34600000000000003,0.755,-0.727,4.936,0.059,7,0.0,27.8720957981506,56.5110774640707
