source_id,bp_rp,bp_g,g_rp
1140404909051747584,1.4871035,0.68767834,0.7994251
1141249952456686336,2.3809109,1.260107,1.1208038
1144106174427322240,2.549675,1.3753738,1.1743011
1146764518665340800,0.89809227,0.37825203,0.51984024
1148635578218313216,3.3314266,1.9790306,1.352396
1150874321332023680,2.6602669,1.4624538,1.197813
1150874355691761408,2.419176,1.2931004,1.1260757
1154209655493950720,2.1820326,1.1291256,1.052907
1154831944715602432,1.8045788,0.88557243,0.91900635
1155156021472205440,0.75073147,0.30318165,0.44754982
1164767681540594816,2.5260372,1.373786,1.1522512
1165188072938276224,2.7293682,1.5161343,1.213234
1165357255995585152,2.4538956,1.321558,1.1323376
1169553271540724864,0.5089197,0.2037344,0.30518532
1177800467741827712,2.8317108,1.5940952,1.2376156
1180589958805598592,1.9532995,0.97956944,0.9737301
1182809189883478272,2.7541513,1.5387917,1.2153597
1188877325837180288,2.2284498,1.166604,1.0618458
1191362943672847104,2.5210762,1.3679705,1.1531057
1194759506887853056,2.6822586,1.4893742,1.1928844
1195713436307176832,1.6811123,0.81107235,0.87003994
1196820713235578752,2.5951834,1.4202013,1.1749821
1197513027605438848,2.8023205,1.5739479,1.2283726
1198432184963909632,1.364233,0.62210655,0.74212646
1200676459993836416,2.1560774,1.1062527,1.0498247
1202830540713288064,2.632288,1.4516029,1.180685
1203804708015127168,2.6193924,1.425333,1.1940594
1204122673034464768,1.1645298,0.52919483,0.63533497
1204247536322459648,1.1465597,0.50433064,0.6422291
1204759736942489984,2.3665104,1.2446404,1.12187
1208460005885590400,3.1533928,1.85536,1.2980328
1211385771968545024,1.0248661,0.43790913,0.586957
1212425463290645120,2.1450548,1.1092834,1.0357714
1214804394135222656,2.459753,1.3290939,1.1306591
1215379026400365568,2.7417078,1.5316963,1.2100115
1215391086668536320,1.8373461,0.8985615,0.9387846
1217256992263508480,1.7761078,0.8642168,0.911891
1218784316992157952,2.6218433,1.4245205,1.1973228
1220062361820483840,1.9345675,0.97589684,0.9586706
1220734232147043712,2.552,1.3821888,1.1698112
1231505391645988096,3.152709,1.8508902,1.3018188
1235533280695759488,0.74389935,0.30854988,0.43534946
1236859326078660736,1.9705486,0.99518394,0.9753647
1238892563596462848,2.4275856,1.2957592,1.1318264
1240100720717910400,2.842435,1.6073818,1.2350531
1241785722286765312,2.3097973,1.2133884,1.0964088
1242138012684287616,0.9444761,0.40500927,0.53946686
1242401517517692160,1.5512505,0.7277298,0.82352066
1245342436244495104,2.600418,1.4223671,1.178051
1246229948286292096,2.3232546,1.2262201,1.0970345
1246239294135248512,2.1416607,1.1030521,1.0386086
1249622212240131200,2.669014,1.46204,1.206974
1250157609978951168,2.3350573,1.2343378,1.1007195
1250683795012206464,3.1156788,1.8031807,1.3124981
1251120507286937856,2.3849945,1.2665501,1.1184444
1252527607292758016,2.6321707,1.4538765,1.1782942
1255079810003153280,3.021778,1.7202511,1.301527
1261743198360745344,1.0529404,0.45595264,0.5969877
1269088417070684672,2.2982569,1.2118397,1.0864172
1271096675060379264,2.602395,1.4277506,1.1746445
1271395192471239936,2.6352568,1.4561272,1.1791296
1273044940945083264,0.7679205,0.3245144,0.4434061
1274417234535214464,0.8228102,0.34461498,0.4781952
1276041797329413632,2.2334824,1.136097,1.0973854
1279432210147575552,2.2109404,1.1541634,1.056777
1281026639447183232,2.6162367,1.4364786,1.1797581
1281268497645665792,2.8320112,1.5914822,1.2405291
1282030974600636928,0.995286,0.43206787,0.5632181
1283540844582413824,0.68360424,0.2793002,0.40430403
1284797139696400128,2.180544,1.1243868,1.0561571
1284883279560504448,0.95539474,0.3986597,0.55673504
1285325420673943680,2.2463293,1.173605,1.0727243
1285835800227803392,3.2180595,1.8611469,1.3569126
1287753107989683968,2.2969112,1.2030945,1.0938168
1291263917336163456,2.5745716,1.4032288,1.1713428
1291844699993817088,2.1922293,1.1368065,1.0554228
1291971418708765696,2.1008883,1.0736313,1.027257
1292551926489681152,2.4080048,1.2746296,1.1333752
1292673285085709568,0.97435284,0.4179802,0.55637264
1293854298011391616,2.3757238,1.2580376,1.1176863
1294445526029703040,2.5467682,1.382761,1.1640072
1296172205961826816,1.5801897,0.7478981,0.8322916
1296536522268058240,1.0388975,0.44758415,0.59131336
1299668859097626752,1.6053877,0.76370335,0.84168434
1300356809779196288,2.8734798,1.6265678,1.246912
1302435367792084608,0.83073044,0.34523582,0.4854946
1306194494967960960,2.2130527,1.1504393,1.0626135
1306457896722194816,1.1947336,0.5332546,0.661479
1307599464669395200,2.1803446,1.124402,1.0559425
1310270350211780480,1.8265142,0.89947605,0.9270382
1311660510866758016,2.4424582,1.312787,1.1296711
1311690060241044608,2.2471294,1.1652622,1.0818672
1313443575129287936,2.0377865,1.0257139,1.0120726
1314253292427951488,3.1105537,1.8213673,1.2891865
1314449078512850688,1.504159,0.7053518,0.79880714
1315010104321229824,2.3920145,1.2748165,1.117198
1317010115972093440,2.7357006,1.5267735,1.2089272
1319413236073391360,2.7321568,1.5174379,1.2147188
1319540848141886976,1.4138279,0.6494551,0.7643728
1322796261553157760,1.9873114,1.0032578,0.9840536
1323408242853122560,0.7704563,0.31960392,0.4508524
1324732364091245824,1.6564188,0.79524326,0.86117554
1325367572573969792,2.3043814,1.2099209,1.0944605
1329841622826376832,0.81221485,0.3305378,0.48167706
1330902136150956928,2.3679686,1.2595844,1.1083841
1331062046373377408,0.71654415,0.29219818,0.42434597
1334638414101573376,0.7105522,0.29411316,0.41643906
1335000015988279168,2.4027843,1.2653503,1.137434
1338590230690512768,1.9244938,0.96084785,0.96364594
1339210252169499264,2.821392,1.5679512,1.2534409
1340289109302083584,2.8366995,1.5958023,1.2408972
1340759189174601344,2.2277899,1.1568689,1.070921
1340976858117114496,2.4474506,1.3080511,1.1393995
1341558083155952512,2.859373,1.6173496,1.2420235
1344839644327808256,1.1157713,0.49180412,0.6239672
1344986639585206784,2.5653124,1.3937445,1.1715679
1348098051333287040,2.2880116,1.1917171,1.0962944
1350108057371480832,2.5042381,1.3536034,1.1506348
1350211759358418176,1.4246988,0.65292645,0.7717724
1350243262942107520,2.717327,1.4939137,1.2234135
1350930393286288512,2.8327312,1.5564728,1.2762585
1351220870514193792,1.8757763,0.9300194,0.9457569
1351832920534089216,0.43724918,0.17613125,0.26111794
1354670347728136576,2.3625746,1.2436295,1.1189451
1357729876270958848,2.5421457,1.3845539,1.1575918
1357734755353817216,2.8045769,1.5791359,1.225441
1358171364549534720,1.3477268,0.61215115,0.7355757
1360928660539253504,2.649065,1.4499321,1.1991329
1361086547832106496,0.82860565,0.3464899,0.48211575
1361501372953102592,3.2367878,1.926796,1.3099918
1367057583164746624,2.907032,1.6621685,1.2448635
1369123153197344640,2.1677494,1.1193142,1.0484352
1369864498912398208,3.1910896,1.8869,1.3041897
1370763693265716736,0.92607594,0.3985119,0.52756405
1371709479423611776,2.1931877,1.1379471,1.0552406
1371753940925134592,2.5240145,1.3693027,1.1547117
1373395271267000960,2.6499014,1.4600182,1.1898832
1373493230881144320,0.72553444,0.29547787,0.43005657
1376294820868528128,1.7486916,0.850152,0.89853954
1378788852541727360,2.7747002,1.5433178,1.2313824
1380731002392947712,1.1918588,0.5443845,0.6474743
1381909545715302784,2.4982204,1.3517609,1.1464596
1383967350446158464,2.0224457,1.0207272,1.0017185
1386096687860962688,2.3621635,1.2462387,1.1159248
1386704550282505728,1.8066931,0.8913164,0.91537666
1390852870216491520,3.384512,2.0472622,1.3372498
1391850745738069504,2.50078,1.3557339,1.1450462
1393973662173379840,2.2940187,1.2030125,1.0910063
1394056984538667904,1.6190052,0.76896477,0.85004044
1395351693840046592,2.861969,1.6235561,1.2384129
1396994806593259904,2.6061363,1.4004211,1.2057152
1400015238049493376,3.1233845,1.8251019,1.2982826
1400798983681762688,2.3918018,1.2677212,1.1240807
1407004863531814784,3.065359,1.729454,1.3359051
1408100325005779456,2.0811758,1.0577583,1.0234175
1409604697430582400,2.7219715,1.5168381,1.2051334
1410178466405900928,0.778347,0.3179512,0.4603958
1410345355950912384,1.1518431,0.5107851,0.64105797
1410448641324559744,2.9529648,1.6891499,1.2638149
1411226580161084160,1.5315094,0.73005104,0.80145836
1411866083611210624,0.872736,0.3724575,0.5002785
1412685425932372096,1.4252377,0.65799046,0.7672472
1414509069046773888,0.8594017,0.33305645,0.52634525
1415478838301959936,2.1334467,1.0905695,1.0428772
1415654279126087424,1.8218288,0.8964424,0.9253864
1418529811270543488,1.8223028,0.89038086,0.93192196
1422646172350247936,1.366436,0.61785126,0.74858475
1428816395383521920,1.7112484,0.8288059,0.8824425
1429937175688675456,2.5958834,1.4183416,1.1775417
1431176943768690816,2.9342184,1.694068,1.2401505
1434744377964484992,2.3576698,1.2460022,1.1116676
1436260089103294336,3.2572985,1.9177628,1.3395357
1436853275626693248,2.565649,1.4001522,1.1654968
1437711307013429248,0.7514286,0.31039524,0.44103336
1442213807128785024,2.864482,1.6225224,1.2419596
1443741299362110976,2.444664,1.2950382,1.1496258
1444622768385439232,2.7370281,1.5209751,1.216053
1445523199689249664,1.383153,0.63341427,0.7497387
1448658594534815360,1.5911589,0.7554474,0.8357115
1449836068409122560,2.4282131,1.2901516,1.1380615
1450701865096087296,1.7809772,0.86497974,0.9159975
1453322271887657600,3.1334915,1.8036461,1.3298454
1456193341560517632,0.58888817,0.23115063,0.35773754
1457654416420554880,2.4901028,1.3235035,1.1665993
1458027292598280576,0.6963072,0.28687763,0.40942955
1458210086407379968,2.0052567,1.0118694,0.9933872
1460442163729708544,1.8593855,0.9153271,0.9440584
1463032750563461248,1.234189,0.5554657,0.67872334
1464104190284155392,2.2043295,1.1453543,1.0589752
1465044066567773312,2.7982597,1.567812,1.2304478
1473143103578145536,0.8491821,0.35047626,0.49870586
1473354587768236928,2.8734913,1.6069794,1.2665119
1473770821638669440,1.8082352,0.86938286,0.9388523
1475959532675932544,0.92320824,0.38772392,0.5354843
1476787263069871616,2.5439653,1.3768158,1.1671495
1477612034228659456,1.8323545,0.90445614,0.9278984
1478484737227019520,1.0454273,0.46617985,0.5792475
1481817597487494144,2.5047874,1.3464546,1.1583328
1481957437325212544,3.3365383,1.9656601,1.3708782
1482708854740116480,1.016139,0.442276,0.573863
1483015996441623040,2.4144564,1.2889366,1.1255198
1486052916276770944,2.5504694,1.3747959,1.1756735
1486787317028147968,2.9084778,1.6295643,1.2789135
1488234347346255616,2.3846512,1.2537308,1.1309204
1488917620807053696,2.8981495,1.6384048,1.2597446
1488968954260103168,2.431306,1.3052082,1.1260977
1489418418289776000,3.0951242,1.7977247,1.2973995
1490005488779410432,2.6018486,1.4105129,1.1913357
1494448202950684544,2.6748104,1.4817562,1.1930542
1495234113246413440,2.9771805,1.6960735,1.281107
1500419513162378496,3.1266966,1.8178883,1.3088083
1503569923213633024,2.3367586,1.2391129,1.0976458
1503998011194046336,2.3895817,1.261282,1.1282997
1504477604421951104,2.2959557,1.2011824,1.0947733
1505265438862905216,2.4446554,1.311533,1.1331224
1505463179157266816,2.6219225,1.4451599,1.1767626
1507811907793153664,2.8871365,1.5931835,1.293953
1508121106782208896,0.8792381,0.3672905,0.51194763
1511120441358724224,1.9570866,0.8982544,1.0588322
1516444929496728448,1.8256454,0.8941612,0.9314842
1519088739564567936,2.4475775,1.3184376,1.1291399
1523116285017757824,2.5646267,1.4009314,1.1636953
1526498829461895936,2.6931696,1.4926043,1.2005653
1527509452446585728,3.050685,1.7587395,1.2919455
1527713583652105088,0.68426895,0.27706432,0.40720463
1528722591728739840,2.9072046,1.651207,1.2559977
1530396941780930048,1.4973698,0.695899,0.80147076
1533956846896223232,2.726883,1.4770813,1.2498016
1534719156346938112,2.385747,1.2680378,1.1177092
1538515804357297408,2.3389835,1.2342472,1.1047363
1541711569263907072,2.3414526,1.2325077,1.1089449
1545718567598789504,1.9844952,0.9997244,0.9847708
1549715047545373056,2.8801765,1.6103344,1.2698421
1552488776081383168,2.9121094,1.6415882,1.2705212
1552506677505040512,0.76069736,0.31442738,0.44627
1554176870028250496,2.54957,1.3736973,1.1758728
1556281640223823360,2.4509277,1.278326,1.1726017
1557284811441901696,2.8472824,1.5972881,1.2499943
1557593013998753024,3.0016804,1.7032585,1.2984219
1560042798921428224,2.4582253,1.3222599,1.1359653
1561581909041357312,2.4937277,1.3551655,1.1385622
1562047620935474176,2.4136295,1.2838974,1.1297321
1567193472791422720,0.56585884,0.23477745,0.3310814
1568292400304737920,3.049427,1.7414322,1.3079948
1571089386086876032,2.2442904,1.1666031,1.0776873
1574139740579864320,2.304677,1.2021446,1.1025324
1576983489965624320,1.3887377,0.6411209,0.74761677
1577561936161172352,2.1995564,1.1249676,1.0745888
1579421450841593344,2.567277,1.3989048,1.1683722
1580122458223846400,1.0001802,0.43483734,0.5653429
1585338880687817984,2.8503075,1.5988884,1.2514191
1587966236737932160,2.4397259,1.3120499,1.127676
1587969775790972416,2.1180782,1.0863543,1.031724
1589968378693536640,1.9726744,0.991786,0.98088837
1591057651117375104,0.83748627,0.34497166,0.4925146
1592229558714831488,1.2201061,0.5447645,0.6753416
1595761602379970944,2.645483,1.4518061,1.193677
1595867391719316352,2.478136,1.3045521,1.173584
1596366265055934336,2.2362785,1.1622581,1.0740204
1596459242507856000,2.284091,1.2038689,1.0802221
1596812426258489728,2.2634144,1.1853781,1.0780363
1597110565708365440,1.466506,0.6874037,0.7791023
1600636836937743744,2.1696901,1.1222811,1.047409
1600882199829338368,2.5952597,1.419508,1.1757517
1602274318989385088,2.3251,1.2299013,1.0951986
1602693881458313856,2.9829445,1.6826859,1.3002586
1603370085405580928,3.2390175,1.9114532,1.3275642
1603484194096937472,0.8544588,0.36356163,0.49089718
1604198258179547264,2.5757723,1.4025488,1.1732235
1606153739609403520,0.6086054,0.2414589,0.3671465
1608497623521965184,1.7674713,0.8767443,0.89072704
1611245784116163712,2.7365065,1.5267849,1.2097216
1613515897669936384,3.3786602,2.0203247,1.3583355
1614333723866658048,2.6671658,1.4183731,1.2487926
1615421140866969600,2.5010567,1.3390026,1.1620541
1616560342288428032,0.99704456,0.42564964,0.5713949
1623640711838922752,2.6275444,1.4174347,1.2101097
1626717527626355712,2.7713642,1.5553665,1.2159977
1628379611250711296,2.0637827,1.0554361,1.0083466
1631815065395291392,3.8776207,2.3859177,1.491703
1632564318145891968,2.6019392,1.388401,1.2135382
1633386718486955648,2.2978325,1.1947327,1.1030998
1634204235443758848,2.5672474,1.395586,1.1716614
1634315496572685568,2.1195822,1.0891762,1.030406
1636757237019046528,1.741868,0.85567665,0.88619137
1641186069856297472,0.71735287,0.29652786,0.420825
1641354810530931712,2.2578478,1.1781578,1.07969
1641577392916208384,1.3609018,0.62428474,0.7366171
1641757987701324160,1.0009689,0.425498,0.5754709
1642105639533867776,2.5709038,1.3959713,1.1749325
1642769366600075392,3.0496464,1.7697906,1.2798557
1643524559289220096,0.88150215,0.3720827,0.50941944
1643551566043342592,2.3984108,1.2797871,1.1186237
1643760370173598080,2.229967,1.149477,1.0804901
1646802886350396800,2.836135,1.5857697,1.2503653
1647162293509783680,2.6546926,1.4696321,1.1850605
1648175665273907968,3.1363382,1.8310318,1.3053064
1648607945142103936,2.4244232,1.2972527,1.1271706
1648714425971407616,2.23736,1.167181,1.070179
1649186460056697216,1.9714222,0.9864588,0.9849634
1649456282786193152,2.8208733,1.5835304,1.2373428
1651973859472317312,2.6065664,1.4274921,1.1790743
1654940994679265152,2.1080923,1.0706253,1.037467
1655504185150540672,1.9450684,0.97273064,0.9723377
1655713470317022336,1.4107704,0.6582222,0.7525482
1655758550293848192,3.3308868,2.0175514,1.3133354
1658312131689323648,1.3072414,0.583518,0.7237234
1659015063216647296,2.7524595,1.5402985,1.2121611
1660083822878738816,2.128829,1.085947,1.042882
1661627915161029888,1.9698887,0.9862337,0.983655
1662511510192887168,2.5812874,1.4044533,1.1768341
1664401914278345472,2.6389284,1.4564257,1.1825027
1665473766316909312,0.64733696,0.26218033,0.38515663
1667610735884955136,2.2248545,1.1591558,1.0656986
1667676667927077632,0.7868433,0.32706642,0.45977688
1670271072988154496,2.56773,1.3969736,1.1707563
1672957282973863424,2.214408,1.1491184,1.0652895
1673737523912969856,3.1669235,1.8466225,1.320301
1674450488483650304,2.3860035,1.2539768,1.1320267
1675571161414528128,1.7643166,0.8539543,0.91036224
1677528051593874560,2.7059822,1.5101109,1.1958714
1681833605984853632,2.7229729,1.4925404,1.2304325
1683086018448704896,2.35948,1.2529993,1.1064806
1683942572366395136,0.96050453,0.41199303,0.5485115
1687566493972004736,1.3624182,0.62158966,0.7408285
1687736059280810880,1.4290047,0.6633959,0.7656088
1688406245977665664,0.98303604,0.43069077,0.5523453
1689160987694959488,2.6229687,1.424593,1.1983757
1690086608982472832,2.0990477,1.0696096,1.029438
1691077780060194560,2.1963139,1.0742273,1.1220865
1691643757965775616,1.0078554,0.43420315,0.57365227
1692182140706362880,2.6020184,1.4201431,1.1818752
1694363399977060864,0.9011569,0.3900423,0.5111146
1695980364969402368,2.788538,1.5563622,1.2321758
1696660893947163904,1.1207418,0.49556828,0.62517357
1698304805565182336,1.7153187,0.82952976,0.8857889
1699444513791434112,2.808302,1.5608959,1.247406
1700431157974631040,3.2340097,1.9101162,1.3238935
1700855702605786368,2.517332,1.3489437,1.1683884
1702088804896925184,3.353136,2.0164566,1.3366795
1702418868838865536,0.64476633,0.27329206,0.37147427
1703379704562897408,1.4235926,0.669714,0.7538786
1703620085292498816,2.130252,1.0971279,1.033124
1705297699518331392,1.6482477,0.78859997,0.85964775
1708284797732937728,2.3701267,1.2571564,1.1129704
1711900644799962368,1.3343706,0.6122465,0.7221241
1713087395803333632,2.5082912,1.3470898,1.1612015
1713324649796832128,1.0670366,0.46723747,0.59979916
1713981195677468288,1.9041309,0.9491024,0.95502853
1718221324831303424,2.8072815,1.5835342,1.2237473
1718710573146454400,2.5874624,1.4085274,1.178935
1719013248081364480,1.4213467,0.6610241,0.7603226
1719657974211954944,2.9799023,1.7133493,1.2665529
1719866434744560640,2.6962175,1.4904652,1.2057524
1720879840867958272,0.82338715,0.34041882,0.48296833
1721209449542078976,1.0226641,0.44242573,0.58023834
1722693657097020800,1.1232376,0.491601,0.6316366
1725244829015287808,2.85779,1.6244526,1.2333374
1725442573605148672,2.3255281,1.2232037,1.1023245
1726581461493167744,2.7281094,1.5181847,1.2099247
1726755695430658048,2.62986,1.3486958,1.2811642
1726770680572346368,1.9810543,0.99285316,0.98820114
1728335457417524224,0.8031416,0.34095,0.46219158
1735142052869448192,1.3472605,0.60969734,0.73756313
1737331691619440768,2.1361427,1.0555706,1.0805721
1745969768505044480,2.1584806,1.110014,1.0484667
1746649713364123904,2.7572603,1.5357637,1.2214966
1748817160020646784,3.7000809,2.2980957,1.4019852
1748922502683963008,3.2320652,1.9186497,1.3134155
1749144505248271744,2.024373,1.0257502,0.9986229
1749539058124175104,2.5793543,1.3951683,1.184186
1750545145622862080,2.9238844,1.6680241,1.2558603
1750933445025609600,0.8050308,0.3366251,0.46840572
1751891738130012544,2.5584164,1.3924608,1.1659555
1752901841424787712,1.125802,0.49233723,0.6334648
1752997537590558592,2.950592,1.5714397,1.3791523
1753796259774051968,2.6620827,1.3068466,1.355236
1753796259774142976,2.688017,1.3847618,1.3032551
1755954055638286208,2.6245174,1.4413624,1.1831551
1756412620704297472,1.9684486,0.9255285,1.0429201
1758942764462242816,3.197857,1.8556843,1.3421726
1759647040316068864,2.3064966,1.2159834,1.0905132
1764701903292325376,2.6189508,1.4333515,1.1855993
1766164429848621952,1.6721287,0.8093786,0.86275005
1766826194114207360,1.3019695,0.5907631,0.71120644
1767050911098477952,0.8987293,0.38389397,0.51483536
1768300879724923520,3.0405273,1.7650375,1.2754898
1769543297800447488,1.1627703,0.5185213,0.64424896
1770783203319322368,1.9648666,0.97911453,0.9857521
1771060933084690816,1.8178816,0.8955574,0.9223242
1772065783633045760,1.4994965,0.7010889,0.79840755
1773007446622707328,1.54393,0.72731686,0.8166132
1774286449227677184,1.0748901,0.47203922,0.6028509
1775164825874846848,1.7703114,0.86330223,0.9070091
1775231994867761792,1.1636019,0.5175934,0.6460085
1776071957327819008,2.5729084,1.4005394,1.172369
1778824344169833472,2.5137625,1.364914,1.1488485
1779898768892990208,1.4515009,0.6778383,0.77366257
1779931827257316992,2.2633667,1.180809,1.0825577
1780926060646689152,2.9616814,1.6708336,1.2908478
1786796147069105792,2.527193,1.3744164,1.1527767
1787683727830825856,2.4389935,1.3033638,1.1356297
1788085874208303616,3.2267218,1.9114075,1.3153143
1788485855923275136,0.80098915,0.33014202,0.47084713
1794949575544815360,1.3066931,0.59544945,0.7112436
1799563950970324736,2.0505533,1.0421953,1.008358
1800372092014308736,1.7373648,0.8396292,0.8977356
1800899067323713024,2.9051332,1.6526299,1.2525034
1803336714670003840,1.6484728,0.7868185,0.8616543
1805006602249152640,2.5694923,1.385828,1.1836643
1805390366167259392,1.8898239,0.9389448,0.9508791
1806367557136688256,0.8343973,0.33808613,0.4963112
1807729508449556352,1.6537695,0.7935381,0.8602314
1811300412963814784,2.0865488,1.0669184,1.0196304
1812554680855696896,2.4405575,1.3026543,1.1379032
1812739604964431232,1.6626072,0.7874479,0.87515926
1813337292612943360,2.620472,1.4358501,1.1846218
1814535446755554944,2.7480087,1.5165176,1.2314911
1814638049229278336,2.5149431,1.3523693,1.1625738
1815742744881249536,0.7428179,0.30694962,0.43586826
1816586379540367744,2.5989685,1.3534279,1.2455406
1823509252667511296,2.3216734,1.2258463,1.0958271
1827431279370968192,2.1481066,1.101574,1.0465326
1827601497527434752,0.8091688,0.33736706,0.47180176
1829508875287390592,3.5093222,2.1299381,1.379384
1830333337211570176,1.9983406,1.0071468,0.9911938
1830938652715640320,1.1239319,0.484725,0.6392069
1836799187127333632,2.3230696,1.2248068,1.0982628
1837935459372639488,1.8577814,0.9160719,0.9417095
1838696016479505152,1.4514236,0.6668186,0.784605
1840336346091411456,0.9123335,0.37967587,0.5326576
1845792127090706304,2.4928484,1.3227177,1.1701307
1845864454341566592,1.0498791,0.45211506,0.597764
1845948876216192000,2.9414349,1.6779003,1.2635345
1847923667817802112,2.642538,1.4583397,1.1841984
1848507847790696320,0.70696926,0.28965187,0.4173174
1849580460040877312,2.4603395,1.3196163,1.1407232
1851839234882061312,0.58957386,0.23182106,0.3577528
1852408575749157504,1.6271544,0.77669716,0.8504572
1854351378439524864,2.5163584,1.3518677,1.1644907
1854877529113826688,1.4252062,0.66111374,0.76409245
1855910211052222592,2.3271112,1.2266502,1.100461
1859148032276447360,2.5025797,1.3431416,1.1594381
1860806954806942720,0.9960537,0.43207645,0.56397724
1863392147166305920,2.0455322,0.98627853,1.0592537
1864564741946363776,0.77708244,0.32063675,0.4564457
1866015852478148480,2.6479359,1.4451523,1.2027836
1867079977878093952,2.2795734,1.1685123,1.1110611
1872821318366150272,2.3758526,1.2419147,1.1339378
1873815173782689920,2.5022688,1.352685,1.1495838
1874965739686844032,1.9137774,0.9538517,0.95992565
1875702554211949952,2.652546,1.4599619,1.192584
1875741930472284672,1.0252008,0.44974232,0.5754585
1876705377535748992,2.004692,1.007226,0.9974661
1876882536347193856,2.9616747,1.6833649,1.2783098
1877088557338119680,1.2383537,0.5565691,0.68178463
1878657835309002368,2.0082245,1.0144787,0.9937458
1880869777826359936,2.2123394,1.1391468,1.0731926
1881204304238716032,2.533924,1.3846035,1.1493206
1881680014816838016,2.7241507,1.500473,1.2236776
1883218643901858560,1.798872,0.87465763,0.92421436
1886458595430529920,2.7573376,1.5403862,1.2169514
1886622800620427392,1.1974001,0.52925396,0.66814613
1886638640459918080,2.281763,1.2079906,1.0737724
1891571049622411776,1.4811764,0.6896887,0.7914877
1894038697312008320,2.0477924,1.041708,1.0060844
1895978098386042880,0.65505695,0.26771164,0.3873453
1896890826178065536,1.0793953,0.41170502,0.6676903
1898947673136149504,0.86020756,0.36411762,0.49608994
1899924520497173120,1.9338093,0.9672909,0.9665184
1903470101897334400,2.8314323,1.5999527,1.2314796
1903746903949786112,2.0280838,1.0270786,1.0010052
1907711261843670400,2.364892,1.2506647,1.1142273
1909205704305120000,2.5705729,1.40102,1.1695528
1911192727972709760,1.2866707,0.58099747,0.7056732
1913422945574669440,2.0536594,1.0421209,1.0115385
1913623542023613952,1.3731012,0.63356686,0.7395344
1914556408920132864,2.4322844,1.3045797,1.1277046
1915309196428547200,1.1442556,0.5031662,0.64108944
1916314734171463168,2.3945522,1.2764416,1.1181107
1919259501187464832,1.7588434,0.8439884,0.914855
1919903535827752704,2.5542088,1.3844414,1.1697674
1921999655964304768,2.8913803,1.6293373,1.262043
1922888714193861376,2.8011522,1.5670042,1.234148
1924439300468286080,2.3383093,1.2362404,1.1020689
1924530594293050624,2.728773,1.5183163,1.2104568
1927591565944927360,0.9228239,0.381752,0.5410719
1928174272747379456,1.1294765,0.504076,0.62540054
1929198192951851136,2.8314571,1.5869617,1.2444954
1930213454498908416,1.718544,0.8455801,0.8729639
1932071835310674816,2.5440264,1.3880606,1.1559658
1933936087336894976,1.1536379,0.5096655,0.6439724
1939308168011268224,2.5361023,1.3801394,1.155963
1942430781034144128,2.1715498,1.123599,1.0479507
1944225145353161216,3.0456944,1.7581272,1.2875671
1948624570551075328,2.6507826,1.4568939,1.1938887
1951525047868234240,2.8218222,1.5787678,1.2430544
1954673052735881728,2.8190994,1.5800266,1.2390728
1956222986173676032,2.528883,1.3741894,1.1546936
1957114312144648704,1.8888655,0.93903637,0.9498291
1958785020063452288,2.0989285,1.0761156,1.0228128
1959959126685874432,1.3855534,0.6331749,0.75237846
1960701640634431232,2.7607574,1.5470428,1.2137146
1962799543178303744,1.5074024,0.70590687,0.80149555
1963078922211755136,2.034954,1.0388899,0.9960642
1970054533224389888,2.6593218,1.4708729,1.1884489
1970884458343660800,2.3173513,1.2228155,1.0945358
1980814044775696384,1.7168512,0.8234129,0.89343834
1986729967080733184,2.103754,1.0738163,1.0299377
1987362736022654336,1.8567181,0.91419315,0.9425249
1987468731516556160,2.5937061,1.3891716,1.2045345
1989934459364507520,2.3526525,1.1584339,1.1942186
1990504693580502912,3.2146215,1.8825951,1.3320265
1991233223108814080,1.5145044,0.71121407,0.80329037
1991340356773258624,2.6165304,1.4335384,1.182992
1995311586617449728,1.7369642,0.8411112,0.89585304
1995448540233453440,1.4950762,0.67174816,0.823328
1995893567564624256,2.799631,1.5758152,1.2238159
2001018013308235776,2.8750954,1.5938282,1.2812672
2001977616383611648,2.0974245,1.075614,1.0218105
2002182400423827712,1.5090408,0.6995363,0.8095045
2002304136975809664,1.9271135,0.9624758,0.96463776
2004402039527600384,2.4890957,1.3452196,1.1438761
2008992603647484288,1.6973591,0.81257915,0.88477993
2010254946072702208,2.3293467,1.2303963,1.0989504
2010645375776770304,2.5560284,1.3870306,1.1689978
2011395929902669312,2.4130764,1.2892189,1.1238575
2012969945220780160,2.4887886,1.3353329,1.1534557
2016038480312092672,2.9320354,1.5723801,1.3596554
2017104800431912832,2.0956287,1.0665188,1.02911
2020634404567026048,1.8375807,0.90618896,0.9313917
2020837264488052864,1.2620592,0.5744953,0.6875639
2022271027643702528,2.6821651,1.4558811,1.226284
2030868418305706240,1.7131023,0.82774544,0.8853569
2033431586077151616,1.5665026,0.73812675,0.8283758
2039371010410210944,2.906355,1.6531734,1.2531815
2039894721542257152,1.2366428,0.56196404,0.6746788
2043199849193498752,2.0059433,1.0117188,0.99422455
2047762139546976384,2.564148,1.3793755,1.1847725
2048460844824261504,2.372569,1.2268791,1.14569
2048599211506044160,1.9488525,0.9754391,0.97341347
2052736600733320448,2.4160748,1.2927341,1.1233406
2053240524958351360,2.5630941,1.3999605,1.1631336
2053585565450552960,0.99906254,0.43458462,0.5644779
2053752828672258048,2.5219564,1.3654985,1.1564579
