source_id,bp_rp,bp_g,g_rp
490588623594563584,1.9934664,1.0043468,0.9891195
496072300399330176,2.1271372,1.0924244,1.0347128
497193974059265664,1.9285822,0.9619503,0.9666319
497837738116073216,1.0074148,0.43382835,0.57358646
498018917017097216,2.5543613,1.3953209,1.1590405
498275648683717504,2.6846704,1.489006,1.1956644
498371997687631360,2.9717913,1.7074451,1.2643461
500077512021675392,2.7540903,1.541605,1.2124853
500246080898015488,0.85667896,0.36113167,0.4955473
501910707142157312,0.9333048,0.39433002,0.53897476
502044774544152704,2.4851112,1.2698231,1.2152882
502413282737445504,2.3068275,1.215065,1.0917625
502662017180825344,2.215989,1.1463499,1.0696392
503279904059252096,2.7795334,1.5139427,1.2655907
505560673434286336,1.0644045,0.46322155,0.60118294
506944889856368256,2.1696758,1.1211176,1.0485582
508202348897856384,3.4801254,2.0623322,1.4177933
508627314444951680,2.2315674,1.1602621,1.0713053
510322035518066688,2.9914436,1.7066345,1.2848091
514116454449267200,1.6098785,0.76424694,0.8456316
517636334762357248,3.3164043,1.979826,1.3365784
518201792978856960,2.3449287,1.2626925,1.0822363
518495053343559808,2.6596937,1.4722004,1.1874933
518966258496232960,1.7201653,0.83401966,0.8861456
519434242435220480,2.9164877,1.6538296,1.2626581
520790043347308416,2.3076048,1.2178297,1.0897751
524176058129642496,1.9049826,0.9475546,0.957428
528294038408480512,2.4386415,1.3011103,1.1375313
529648224419053696,1.9702988,0.9875746,0.9827242
532273961265358464,1.973094,0.99340534,0.97968864
538028942560849152,2.537653,1.3633156,1.1743374
539127114158188416,2.320469,1.223073,1.0973959
544555471783803136,1.7278137,0.83467484,0.8931389
545013143499613184,2.567626,1.4067249,1.1609011
546061837073588864,2.4985943,1.3543091,1.1442852
549835601498785536,2.3491154,1.2429504,1.1061649
556665660353270912,2.529625,1.3590412,1.1705837
558036102814356352,2.831481,1.602768,1.228713
559439831269647488,3.79142,2.376503,1.414917
564321564114510080,2.5524073,1.3945751,1.1578321
566019377569258496,2.74271,1.5100574,1.2326527
569795207875481344,2.6281872,1.4372549,1.1909323
570159695980645888,3.4876719,2.1324997,1.3551722
571554834500804736,2.0585127,1.0538864,1.0046263
573405694823671552,2.3225422,1.2300873,1.0924549
574741189133546880,2.6286354,1.4538898,1.1747456
575658456709358720,1.9673328,0.98866653,0.9786663
575897703567094912,2.5999012,1.4254093,1.1744919
577915371828680192,3.2924461,1.9504814,1.3419647
578468739709331712,2.76091,1.5437698,1.2171402
578825187635387904,2.7663918,1.5314789,1.2349129
578909609512576128,0.7228632,0.2976551,0.4252081
582006173560617088,3.177269,1.8104706,1.3667984
583948877461123584,2.4518204,1.3142796,1.1375408
584616487177143424,1.6644869,0.7945576,0.8699293
585263992151343744,3.1111088,1.772295,1.3388138
587767172106520320,2.1242228,1.0900087,1.034214
588349810189843968,2.9718323,1.7070923,1.26474
590879369833672960,2.139495,1.0994539,1.040041
591383294051326208,2.1110983,1.0533314,1.0577669
591386244695378048,2.5755596,1.3691311,1.2064285
591666658813820672,1.8794975,0.9253855,0.95411205
593915842991753088,0.6055546,0.23749542,0.36805916
594439627139102720,1.2487726,0.5586395,0.6901331
595214095641917952,2.6487122,1.4603605,1.1883516
597207853820664832,2.9716072,1.709322,1.2622852
598707244083341312,2.4183378,1.2909126,1.1274252
599615715566263680,0.6678915,0.2682085,0.399683
600231888754969600,1.2620077,0.56578064,0.6962271
603166652792073216,2.9478817,1.6411037,1.306778
607812883988234752,2.1532488,1.1067562,1.0464926
608092022502972416,2.5044699,1.2804794,1.2239904
614711632257902592,2.5955057,1.4203444,1.1751614
617887567299257600,2.4384365,1.2828827,1.1555538
622893613676084736,1.6847973,0.81182003,0.87297726
627882510248077696,1.3210974,0.5986948,0.7224026
628375052802805376,2.3604555,1.2449932,1.1154623
628414398998648832,2.3594809,1.251586,1.1078949
630541472962082816,1.0669966,0.46749878,0.5994978
631616206923231744,2.6430378,1.453701,1.1893368
637613634830679424,2.213643,1.1542835,1.0593596
641223194065713408,2.7844753,1.5622635,1.2222118
642011367808813440,2.1736517,1.1209545,1.0526972
642134100794299776,3.2377129,1.8973446,1.3403683
642837139695905024,2.497735,1.3496943,1.1480408
642903728869200384,1.009387,0.4381714,0.5712156
643140875488542464,3.0101814,1.6972275,1.312954
643362152203431936,3.2493534,1.9230976,1.3262558
643474719001348864,2.3519545,1.242899,1.1090555
647300091753069952,1.2789068,0.5791426,0.69976425
650021619255004672,0.7691612,0.3180008,0.45116043
650430401359968896,2.1460915,1.102314,1.0437775
651973256691846144,2.5197906,1.3621273,1.1576633
652961717644929664,2.5823612,1.4088516,1.1735096
655117069672345856,0.81603336,0.33873272,0.47730064
656595706654196736,2.7456102,1.5219326,1.2236776
657819944131129472,2.417982,1.2877884,1.1301937
657989028403365376,2.0015192,1.0037851,0.99773407
658633960692334720,1.1466084,0.5025625,0.6440458
667328520689073152,1.716114,0.8326292,0.88348484
672819928433682560,0.5390916,0.22730732,0.31178427
673438369365994496,2.0152588,1.020092,0.9951668
674429849679341440,1.2352905,0.55336094,0.6819296
675956319711609344,1.9623184,0.9698086,0.99250984
676929731099445504,2.5102434,1.3475876,1.1626558
679451873333368448,0.51930714,0.20791912,0.31138802
680152090443478784,2.8171892,1.5882034,1.2289858
680942433144846720,1.2693253,0.58712196,0.6822033
686874225360800512,2.6748962,1.472332,1.2025642
687537578765736192,2.275196,1.1943874,1.0808086
690722073678423808,2.4317532,1.2929268,1.1388264
692131647584627456,0.80860853,0.34506035,0.46354818
694006452349115776,2.7849598,1.5567322,1.2282276
694796829410654592,0.8524933,0.36077404,0.49171925
696016634481430784,2.4734802,1.3391476,1.1343327
699628079207144192,1.9130125,0.95359516,0.95941734
701692927684349184,2.1228905,1.0846167,1.0382738
703337011102148480,2.8473034,1.5767689,1.2705345
704249399594769792,2.2412834,1.1671715,1.0741119
707673622400826112,2.4547482,1.3182564,1.1364918
709570623556481024,1.2191277,0.5521288,0.66699886
714091196893874688,3.2971783,1.9653378,1.3318405
714403252037918464,1.91817,0.95335007,0.9648199
717044656925105408,3.1792297,1.8631897,1.31604
719440149164429824,2.6263905,1.4376135,1.188777
719562332394139776,2.7035923,1.505928,1.1976643
719894969021502336,1.0441971,0.4488802,0.5953169
720032133096865920,2.130867,1.0893192,1.0415478
724012227749419648,0.9784794,0.418149,0.5603304
726431217754789632,2.7972698,1.5892353,1.2080345
729193500200940544,0.9214573,0.39293098,0.5285263
730955403160320896,2.3899574,1.272337,1.1176205
734312310944057472,2.3925076,1.2687435,1.123764
736350496264030976,0.7528944,0.3187132,0.4341812
738102194381059328,2.463419,1.3292665,1.1341524
739257982964992000,1.8443565,0.9224663,0.92189026
741037684269171072,2.3659716,1.2550449,1.1109266
741596820291614976,2.2098608,1.1512575,1.0586033
743097619303531776,3.63624,2.2613735,1.3748665
748521441443836288,2.9074135,1.6603508,1.2470627
749337794467922560,2.0514174,1.0424328,1.0089846
751084609206769792,2.30616,1.2106676,1.0954924
751262111614979200,2.1459455,1.1059599,1.0399857
761213653919001472,1.096281,0.4866991,0.60958195
763902196072287360,2.726265,1.5200672,1.2061977
764524627027710336,2.2161493,1.1481991,1.0679502
765425539367592832,2.0837421,1.0564327,1.0273094
767259211229899136,1.7160912,0.824213,0.8918781
767724343304120832,1.293149,0.60201836,0.69113064
777512951728187264,1.6795683,0.8220396,0.8575287
779970154057928320,2.3153458,1.2179747,1.0973711
781129035018519040,2.3953342,1.2681828,1.1271515
783882418292903168,2.5126514,1.3490486,1.1636028
786445590351716736,2.4847984,1.30867,1.1761284
789718973908468352,1.7639303,0.8620758,0.9018545
790245571257674880,1.0462389,0.4574566,0.5887823
790596762144976512,2.269476,1.1820221,1.0874538
791138924455935360,2.8857021,1.6422768,1.2434254
793163022282063744,2.1010027,1.0656004,1.0354023
793575098624411136,2.6902084,1.4933157,1.1968927
794265282689661056,2.3781042,1.26085,1.1172543
797563920651458048,2.5736427,1.3815403,1.1921024
798566915774818048,2.8846693,1.6387253,1.245944
798715315484895360,2.7958126,1.5580654,1.2377472
802592640163995392,1.097537,0.5187111,0.57882595
804880139747578496,0.64597225,0.2614851,0.38448715
806237177610351232,1.7492409,0.8468933,0.90234756
806968623422919040,2.888012,1.6240578,1.2639542
807156403689990400,2.2422209,1.1620369,1.080184
809417270178294656,2.6256237,1.4318943,1.1937294
810719268040337536,3.8658009,2.3688526,1.4969482
812109085097489408,0.52852774,0.21955442,0.3089733
812202337427425920,2.7646065,1.5507727,1.2138338
812752883515737344,2.5664282,1.3904858,1.1759424
812825863599580032,1.5805197,0.7359228,0.84459686
819859954878627200,0.6624136,0.26234913,0.40006447
820542992117501824,3.019228,1.732851,1.286377
823593685913032832,2.675171,1.4517632,1.2234077
824368193070226560,2.166129,1.119278,1.0468512
826185307833961216,2.5866795,1.4196053,1.1670742
828733769637159808,2.635929,1.4260674,1.2098618
829843657899711616,1.4924946,0.69108105,0.80141354
832132428790538624,2.6205044,1.4349155,1.1855888
833792034216594944,2.6264057,1.4290314,1.1973743
836714059383244544,1.5242777,0.7150316,0.80924606
839570006476251392,1.8328552,0.8974018,0.9354534
840622410902558336,2.5847397,1.412857,1.1718826
842369534879768704,2.528533,1.3666248,1.1619081
843086760057866240,0.7669611,0.31799793,0.44896317
847938252036375680,2.6839046,1.4848938,1.1990108
850203933183960576,1.5289793,0.723156,0.8058233
850605735964206592,0.82535505,0.35011864,0.47523642
851088662087300992,2.2104034,1.1490784,1.0613251
855190699452263040,2.9366684,1.6813707,1.2552977
855594185859622272,2.3624115,1.251317,1.1110945
856542892595939456,2.5735855,1.3903809,1.1832047
857582858796875776,2.1502113,1.1030827,1.0471287
861320717295158144,3.4606361,2.040512,1.420124
861577620763026048,1.0726118,0.46822834,0.60438347
862269905067736320,2.8777304,1.6403961,1.2373343
866770412319090688,2.8230133,1.5609207,1.2620926
867848277312197504,2.292531,1.2050142,1.0875168
868392088890934784,1.7528915,0.85286427,0.9000273
873818281853806336,2.5984554,1.4105682,1.1878872
873994719110827136,2.7334194,1.5255384,1.207881
874455448842078848,1.8925476,0.9404526,0.95209503
876657663256099712,2.8251667,1.6019688,1.2231979
878242510484686208,2.568821,1.4016762,1.1671448
879383185078706688,3.178525,1.8690166,1.3095083
880713731588202752,1.9733248,0.9897156,0.9836092
884451864964366976,2.0694132,1.0524817,1.0169315
887663882026241024,2.6129646,1.4592361,1.1537285
889805490159196544,2.8078356,1.5662174,1.2416182
894600391648251264,1.3519287,0.61547756,0.73645115
902211657812522240,2.4449701,1.3193235,1.1256466
902956469563952128,0.721632,0.28714848,0.43448353
902973378851513984,2.501008,1.3554268,1.1455812
904712973749884544,2.5325441,1.3463955,1.1861486
907000718145273856,3.2627115,1.9285583,1.3341532
907101289099630976,2.4205494,1.2935524,1.126997
908364387441657472,2.1519175,1.1177597,1.0341578
908448981117410176,2.7169952,1.5073433,1.209652
909162529804018688,2.8563118,1.6174393,1.2388725
909192835093328896,2.7328053,1.5204163,1.212389
911968242959798784,1.3179235,0.5998926,0.7180309
911993531728497408,1.2036924,0.53230286,0.6713896
912442269911525504,2.7691422,1.5551357,1.2140064
912484257511773952,1.6807747,0.80572414,0.87505054
914060819746183424,2.2985344,1.2094326,1.0891018
916345639268513920,0.71992207,0.29488468,0.42503738
916683391201002752,2.6267395,1.4440117,1.1827278
921603916189283072,1.6537838,0.7925873,0.8611965
925516940633372928,2.8019476,1.5582924,1.2436552
928937177709721984,2.6153889,1.4444628,1.1709261
930577855217008000,2.357298,1.2543278,1.1029701
931305594476003968,2.5731459,1.4105711,1.1625748
931487529290752000,2.4067287,1.2905626,1.1161661
932742106417466240,2.4045534,1.283432,1.1211214
936641902362276736,2.0891104,1.0691099,1.0200005
938634969051596544,2.893917,1.6356258,1.2582912
942727866725716224,1.0846529,0.47332668,0.6113262
944149264678061056,2.154296,1.1242561,1.0300398
946932674068721536,2.7234306,1.5068703,1.2165604
947510231206691200,3.2836132,1.9393044,1.3443089
947617669811547008,1.2308598,0.5569258,0.673934
947655229302622208,2.255207,1.1815815,1.0736256
949722654759313792,2.0823393,1.0663013,1.016038
950554705887923072,2.552782,1.3961773,1.1566048
951749290911344256,1.4621325,0.68264866,0.7794838
960039814743241216,2.0242758,1.0316048,0.992671
960784909967341440,2.9996033,1.7389965,1.2606068
961507941942163072,2.4039392,1.2514915,1.1524477
961769282111394048,2.555153,1.3785248,1.1766281
964983360757877888,2.4617844,1.3239965,1.1377878
966525769412844416,0.82760715,0.337142,0.49046516
968552852243910656,1.1140728,0.49647713,0.6175957
975096977946578560,2.3966913,1.2639084,1.1327829
975538088268556928,2.1892405,1.1401186,1.0491219
977299364161531776,3.0095377,1.7234974,1.2860403
979195162725899136,2.5696392,1.3733025,1.1963367
980174797522705408,2.5560856,1.3848019,1.1712837
987361171161220864,2.641633,1.4532042,1.1884289
990883830321907456,2.5665722,1.4022799,1.1642923
991811169597579520,2.7009563,1.4795637,1.2213926
994092415707121536,2.1280146,1.0994158,1.0285988
998722562250119424,2.6302376,1.4504623,1.1797752
1004393018593456128,2.70232,1.5038958,1.1984243
1005552316165903744,2.595049,1.4208393,1.1742096
1005713325900610560,2.4377937,1.2851143,1.1526794
1007588714779370496,0.8999672,0.38538933,0.51457787
1008893972519849600,2.0422773,1.0314598,1.0108175
1010013584595008000,1.5613861,0.7364311,0.824955
1011834272771043712,1.4613581,0.6781769,0.7831812
1015215752063651200,2.4742136,1.3267155,1.1474981
1015969329844759680,2.431941,1.2964821,1.135459
1016377076859882496,0.5894642,0.23823738,0.3512268
1018436324699616000,2.2924318,1.2023888,1.0900431
1021422804438694400,2.4080343,1.2802114,1.1278229
1021853641197991040,1.8939285,0.9397974,0.9541311
1028188821038873344,2.0855608,1.0654354,1.0201254
1028227235226310784,0.8526602,0.35074997,0.5019102
1029614062987700608,2.900322,1.5901489,1.310173
1030813355295281408,1.6200514,0.77340984,0.84664154
1031625791308080000,2.532691,1.3775816,1.1551094
1031661353637208704,1.472105,0.68646145,0.7856436
1032793781894489344,2.941163,1.682744,1.258419
1034697483200266880,0.8050566,0.3324871,0.47256947
1035782185779245056,2.4364681,1.3149757,1.1214924
1036217489305134848,2.8035965,1.5760756,1.227521
1037873834853537792,1.3988037,0.6426487,0.756155
1038076385510802944,2.8313465,1.602045,1.2293015
1038969841787129856,2.445529,1.3094635,1.1360655
1039007465700664832,1.8478432,0.91216373,0.93567944
1044651499404922624,2.1395082,1.1015205,1.0379877
1044665964854752384,2.9770174,1.7106647,1.2663527
1045618622959991040,2.824335,1.5943174,1.2300177
1045681501281115648,0.7751417,0.3187952,0.4563465
1047985287378909056,2.3714209,1.2653503,1.1060705
1050067556244134016,2.1501045,1.1109638,1.0391407
1051920984954644736,1.5798702,0.74977016,0.83010006
1051984314248781568,3.0483093,1.751852,1.2964573
1052236823965766144,2.2051601,1.1469898,1.0581703
1052356086617498112,2.4159355,1.2917013,1.1242342
1053864376052875648,2.578432,1.4083481,1.170084
1054535524822112512,0.8942089,0.3836279,0.510581
1054917845631104768,2.876339,1.6373672,1.2389717
1055800238072103296,2.8724728,1.6224747,1.2499981
1056993208187979904,0.8649664,0.37228584,0.49268055
1058701746178720384,2.174014,1.1238842,1.0501299
1059690653808481152,2.2892027,1.2047386,1.0844641
1064725936027644032,2.775443,1.5567398,1.2187033
1065558369409212928,2.4560127,1.3196716,1.1363411
1067068067592323328,2.500309,1.3343773,1.1659317
1067716607655571712,1.9558516,0.9835634,0.97228813
1073193957972194816,2.9223557,1.6758347,1.246521
1073194855621092352,2.3566132,1.2455482,1.1110649
1073281613960751616,1.6984205,0.8167887,0.88163185
1073540342790099328,0.74662495,0.3072672,0.43935776
1073804500458586368,2.1396055,1.0968418,1.0427637
1074049382314040576,2.501625,1.3536224,1.1480026
1074238601393166592,2.5856514,1.3787384,1.206913
1075215380035414400,2.5334826,1.3792887,1.1541939
1076814928935844096,0.55245924,0.22414207,0.32831717
1076911960836941184,1.9665699,0.97671986,0.98985004
1077711924265863936,0.5940838,0.24477673,0.34930706
1079523846413490944,2.661152,1.4583569,1.202795
1081858113894622208,2.415719,1.2945652,1.1211538
1082234834066066560,2.6122313,1.4351921,1.1770391
1084738181524776448,0.8329859,0.33638477,0.4966011
1085149879909702656,2.1057568,1.0757675,1.0299892
1086856699913147520,2.5030203,1.3551025,1.1479177
1086997158227996800,2.0705776,1.0482864,1.0222912
1087968237449070592,1.3556194,0.61369896,0.7419205
1087982187502949120,1.5037041,0.7035122,0.8001919
1088087946777505920,2.5895271,1.4164715,1.1730556
1089430519194893440,0.84187126,0.35027885,0.4915924
1090901455298369408,2.27641,1.1928959,1.0835142
1091722034569910656,2.0925264,1.0623341,1.0301924
1091959670818028800,2.2506428,1.1751661,1.0754766
1093371271948583552,1.1811991,0.5163975,0.6648016
1096548409579913088,2.5032196,1.3418941,1.1613255
1099587841972454656,2.0735235,1.0538654,1.0196581
1101109978382318464,2.7229843,1.5148926,1.2080917
1101264287966492800,3.0886497,1.7841644,1.3044853
1101840535139257216,1.4400234,0.6636772,0.7763462
1102072012400585472,3.063055,1.7624741,1.300581
1102619332969659136,1.0796089,0.47311687,0.60649204
1103059893537511552,2.6484966,1.4591255,1.1893711
1103406789454381824,1.9092321,0.949914,0.95931816
1110120063855822720,3.1937866,1.8781929,1.3155937
1113705498257220480,3.0597572,1.7673435,1.2924137
1114097134851962112,1.7973747,0.8812351,0.9161396
1117132852095641088,1.8939342,0.93978596,0.9541483
1118583176652117248,2.1934538,1.1358681,1.0575857
1120615344721973248,2.9189339,1.6667824,1.2521515
1123689755328554624,2.8263636,1.5895233,1.2368402
1128419510753424768,0.7485628,0.3108759,0.43768692
1133810549407738752,1.9890022,1.007163,0.9818392
1135061518761676416,2.493494,1.3286152,1.1648788
1135692127337165696,0.94097614,0.40632915,0.534647
1136037713288593280,2.6086998,1.4308834,1.1778164
1139858176895439872,2.7527523,1.5392809,1.2134714
